xi,theta,phi
0.219100,0.992013,-0.071795
0.220100,0.991941,-0.072107
0.221100,0.991869,-0.072419
0.222100,0.991796,-0.072731
0.223100,0.991723,-0.073043
0.224100,0.991650,-0.073354
0.225100,0.991577,-0.073665
0.226100,0.991503,-0.073976
0.227100,0.991429,-0.074287
0.228100,0.991354,-0.074597
0.229100,0.991279,-0.074908
0.230100,0.991204,-0.075218
0.231100,0.991129,-0.075528
0.232100,0.991053,-0.075838
0.233100,0.990977,-0.076147
0.234100,0.990901,-0.076457
0.235100,0.990824,-0.076766
0.236100,0.990747,-0.077075
0.237100,0.990670,-0.077383
0.238100,0.990593,-0.077692
0.239100,0.990515,-0.078000
0.240100,0.990437,-0.078309
0.241100,0.990358,-0.078617
0.242100,0.990279,-0.078924
0.243100,0.990200,-0.079232
0.244100,0.990121,-0.079539
0.245100,0.990041,-0.079847
0.246100,0.989961,-0.080153
0.247100,0.989881,-0.080460
0.248100,0.989800,-0.080767
0.249100,0.989719,-0.081073
0.250100,0.989638,-0.081379
0.251100,0.989557,-0.081685
0.252100,0.989475,-0.081991
0.253100,0.989393,-0.082296
0.254100,0.989310,-0.082602
0.255100,0.989228,-0.082907
0.256100,0.989144,-0.083212
0.257100,0.989061,-0.083516
0.258100,0.988977,-0.083821
0.259100,0.988893,-0.084125
0.260100,0.988809,-0.084429
0.261100,0.988725,-0.084733
0.262100,0.988640,-0.085036
0.263100,0.988555,-0.085340
0.264100,0.988469,-0.085643
0.265100,0.988383,-0.085946
0.266100,0.988297,-0.086248
0.267100,0.988211,-0.086551
0.268100,0.988124,-0.086853
0.269100,0.988037,-0.087155
0.270100,0.987950,-0.087457
0.271100,0.987862,-0.087759
0.272100,0.987774,-0.088060
0.273100,0.987686,-0.088361
0.274100,0.987598,-0.088662
0.275100,0.987509,-0.088963
0.276100,0.987420,-0.089263
0.277100,0.987330,-0.089563
0.278100,0.987240,-0.089863
0.279100,0.987150,-0.090163
0.280100,0.987060,-0.090463
0.281100,0.986970,-0.090762
0.282100,0.986879,-0.091061
0.283100,0.986787,-0.091360
0.284100,0.986696,-0.091659
0.285100,0.986604,-0.091957
0.286100,0.986512,-0.092255
0.287100,0.986420,-0.092553
0.288100,0.986327,-0.092851
0.289100,0.986234,-0.093148
0.290100,0.986141,-0.093446
0.291100,0.986047,-0.093743
0.292100,0.985953,-0.094039
0.293100,0.985859,-0.094336
0.294100,0.985764,-0.094632
0.295100,0.985670,-0.094928
0.296100,0.985575,-0.095224
0.297100,0.985479,-0.095520
0.298100,0.985384,-0.095815
0.299100,0.985288,-0.096110
0.300100,0.985191,-0.096405
0.301100,0.985095,-0.096699
0.302100,0.984998,-0.096994
0.303100,0.984901,-0.097288
0.304100,0.984803,-0.097582
0.305100,0.984706,-0.097875
0.306100,0.984608,-0.098169
0.307100,0.984509,-0.098462
0.308100,0.984411,-0.098755
0.309100,0.984312,-0.099047
0.310100,0.984213,-0.099340
0.311100,0.984113,-0.099632
0.312100,0.984013,-0.099924
0.313100,0.983913,-0.100215
0.314100,0.983813,-0.100507
0.315100,0.983712,-0.100798
0.316100,0.983611,-0.101089
0.317100,0.983510,-0.101379
0.318100,0.983409,-0.101670
0.319100,0.983307,-0.101960
0.320100,0.983205,-0.102250
0.321100,0.983102,-0.102539
0.322100,0.983000,-0.102829
0.323100,0.982897,-0.103118
0.324100,0.982793,-0.103407
0.325100,0.982690,-0.103695
0.326100,0.982586,-0.103984
0.327100,0.982482,-0.104272
0.328100,0.982377,-0.104559
0.329100,0.982273,-0.104847
0.330100,0.982168,-0.105134
0.331100,0.982062,-0.105421
0.332100,0.981957,-0.105708
0.333100,0.981851,-0.105995
0.334100,0.981745,-0.106281
0.335100,0.981638,-0.106567
0.336100,0.981532,-0.106853
0.337100,0.981425,-0.107138
0.338100,0.981317,-0.107423
0.339100,0.981210,-0.107708
0.340100,0.981102,-0.107993
0.341100,0.980994,-0.108277
0.342100,0.980885,-0.108561
0.343100,0.980777,-0.108845
0.344100,0.980668,-0.109129
0.345100,0.980558,-0.109412
0.346100,0.980449,-0.109695
0.347100,0.980339,-0.109978
0.348100,0.980229,-0.110260
0.349100,0.980119,-0.110543
0.350100,0.980008,-0.110825
0.351100,0.979897,-0.111106
0.352100,0.979786,-0.111388
0.353100,0.979674,-0.111669
0.354100,0.979562,-0.111950
0.355100,0.979450,-0.112230
0.356100,0.979338,-0.112511
0.357100,0.979225,-0.112791
0.358100,0.979112,-0.113071
0.359100,0.978999,-0.113350
0.360100,0.978886,-0.113629
0.361100,0.978772,-0.113908
0.362100,0.978658,-0.114187
0.363100,0.978543,-0.114465
0.364100,0.978429,-0.114743
0.365100,0.978314,-0.115021
0.366100,0.978199,-0.115299
0.367100,0.978083,-0.115576
0.368100,0.977968,-0.115853
0.369100,0.977852,-0.116130
0.370100,0.977735,-0.116406
0.371100,0.977619,-0.116682
0.372100,0.977502,-0.116958
0.373100,0.977385,-0.117234
0.374100,0.977268,-0.117509
0.375100,0.977150,-0.117784
0.376100,0.977032,-0.118059
0.377100,0.976914,-0.118333
0.378100,0.976795,-0.118607
0.379100,0.976677,-0.118881
0.380100,0.976558,-0.119155
0.381100,0.976438,-0.119428
0.382100,0.976319,-0.119701
0.383100,0.976199,-0.119974
0.384100,0.976079,-0.120246
0.385100,0.975958,-0.120518
0.386100,0.975838,-0.120790
0.387100,0.975717,-0.121062
0.388100,0.975596,-0.121333
0.389100,0.975474,-0.121604
0.390100,0.975352,-0.121875
0.391100,0.975230,-0.122145
0.392100,0.975108,-0.122415
0.393100,0.974986,-0.122685
0.394100,0.974863,-0.122954
0.395100,0.974740,-0.123224
0.396100,0.974616,-0.123493
0.397100,0.974493,-0.123761
0.398100,0.974369,-0.124029
0.399100,0.974245,-0.124298
0.400100,0.974120,-0.124565
0.401100,0.973995,-0.124833
0.402100,0.973871,-0.125100
0.403100,0.973745,-0.125367
0.404100,0.973620,-0.125633
0.405100,0.973494,-0.125899
0.406100,0.973368,-0.126165
0.407100,0.973242,-0.126431
0.408100,0.973115,-0.126696
0.409100,0.972988,-0.126961
0.410100,0.972861,-0.127226
0.411100,0.972734,-0.127491
0.412100,0.972606,-0.127755
0.413100,0.972478,-0.128019
0.414100,0.972350,-0.128282
0.415100,0.972222,-0.128545
0.416100,0.972093,-0.128808
0.417100,0.971964,-0.129071
0.418100,0.971835,-0.129333
0.419100,0.971705,-0.129595
0.420100,0.971576,-0.129857
0.421100,0.971446,-0.130118
0.422100,0.971316,-0.130379
0.423100,0.971185,-0.130640
0.424100,0.971054,-0.130901
0.425100,0.970923,-0.131161
0.426100,0.970792,-0.131421
0.427100,0.970660,-0.131680
0.428100,0.970529,-0.131940
0.429100,0.970396,-0.132198
0.430100,0.970264,-0.132457
0.431100,0.970132,-0.132715
0.432100,0.969999,-0.132973
0.433100,0.969866,-0.133231
0.434100,0.969732,-0.133489
0.435100,0.969599,-0.133746
0.436100,0.969465,-0.134002
0.437100,0.969331,-0.134259
0.438100,0.969196,-0.134515
0.439100,0.969062,-0.134771
0.440100,0.968927,-0.135026
0.441100,0.968792,-0.135281
0.442100,0.968656,-0.135536
0.443100,0.968520,-0.135791
0.444100,0.968385,-0.136045
0.445100,0.968248,-0.136299
0.446100,0.968112,-0.136553
0.447100,0.967975,-0.136806
0.448100,0.967838,-0.137059
0.449100,0.967701,-0.137312
0.450100,0.967564,-0.137564
0.451100,0.967426,-0.137816
0.452100,0.967288,-0.138068
0.453100,0.967150,-0.138319
0.454100,0.967011,-0.138570
0.455100,0.966873,-0.138821
0.456100,0.966734,-0.139071
0.457100,0.966595,-0.139322
0.458100,0.966455,-0.139571
0.459100,0.966315,-0.139821
0.460100,0.966176,-0.140070
0.461100,0.966035,-0.140319
0.462100,0.965895,-0.140567
0.463100,0.965754,-0.140816
0.464100,0.965613,-0.141063
0.465100,0.965472,-0.141311
0.466100,0.965331,-0.141558
0.467100,0.965189,-0.141805
0.468100,0.965047,-0.142052
0.469100,0.964905,-0.142298
0.470100,0.964762,-0.142544
0.471100,0.964620,-0.142790
0.472100,0.964477,-0.143035
0.473100,0.964334,-0.143280
0.474100,0.964190,-0.143524
0.475100,0.964047,-0.143769
0.476100,0.963903,-0.144013
0.477100,0.963759,-0.144256
0.478100,0.963614,-0.144500
0.479100,0.963470,-0.144743
0.480100,0.963325,-0.144985
0.481100,0.963180,-0.145228
0.482100,0.963034,-0.145470
0.483100,0.962889,-0.145711
0.484100,0.962743,-0.145953
0.485100,0.962597,-0.146194
0.486100,0.962451,-0.146435
0.487100,0.962304,-0.146675
0.488100,0.962157,-0.146915
0.489100,0.962010,-0.147155
0.490100,0.961863,-0.147394
0.491100,0.961715,-0.147633
0.492100,0.961568,-0.147872
0.493100,0.961420,-0.148110
0.494100,0.961271,-0.148348
0.495100,0.961123,-0.148586
0.496100,0.960974,-0.148823
0.497100,0.960825,-0.149060
0.498100,0.960676,-0.149297
0.499100,0.960527,-0.149534
0.500100,0.960377,-0.149770
0.501100,0.960227,-0.150005
0.502100,0.960077,-0.150241
0.503100,0.959927,-0.150476
0.504100,0.959776,-0.150711
0.505100,0.959625,-0.150945
0.506100,0.959474,-0.151179
0.507100,0.959323,-0.151413
0.508100,0.959171,-0.151646
0.509100,0.959020,-0.151879
0.510100,0.958868,-0.152112
0.511100,0.958715,-0.152344
0.512100,0.958563,-0.152576
0.513100,0.958410,-0.152808
0.514100,0.958257,-0.153039
0.515100,0.958104,-0.153270
0.516100,0.957951,-0.153501
0.517100,0.957797,-0.153731
0.518100,0.957643,-0.153961
0.519100,0.957489,-0.154191
0.520100,0.957335,-0.154420
0.521100,0.957180,-0.154649
0.522100,0.957026,-0.154878
0.523100,0.956871,-0.155106
0.524100,0.956715,-0.155334
0.525100,0.956560,-0.155562
0.526100,0.956404,-0.155789
0.527100,0.956248,-0.156016
0.528100,0.956092,-0.156243
0.529100,0.955936,-0.156469
0.530100,0.955779,-0.156695
0.531100,0.955622,-0.156921
0.532100,0.955465,-0.157146
0.533100,0.955308,-0.157371
0.534100,0.955151,-0.157596
0.535100,0.954993,-0.157820
0.536100,0.954835,-0.158044
0.537100,0.954677,-0.158267
0.538100,0.954519,-0.158490
0.539100,0.954360,-0.158713
0.540100,0.954201,-0.158936
0.541100,0.954042,-0.159158
0.542100,0.953883,-0.159380
0.543100,0.953723,-0.159601
0.544100,0.953564,-0.159822
0.545100,0.953404,-0.160043
0.546100,0.953243,-0.160264
0.547100,0.953083,-0.160484
0.548100,0.952923,-0.160704
0.549100,0.952762,-0.160923
0.550100,0.952601,-0.161142
0.551100,0.952439,-0.161361
0.552100,0.952278,-0.161579
0.553100,0.952116,-0.161797
0.554100,0.951954,-0.162015
0.555100,0.951792,-0.162232
0.556100,0.951630,-0.162449
0.557100,0.951467,-0.162666
0.558100,0.951305,-0.162882
0.559100,0.951142,-0.163098
0.560100,0.950978,-0.163314
0.561100,0.950815,-0.163529
0.562100,0.950651,-0.163744
0.563100,0.950487,-0.163959
0.564100,0.950323,-0.164173
0.565100,0.950159,-0.164387
0.566100,0.949995,-0.164600
0.567100,0.949830,-0.164813
0.568100,0.949665,-0.165026
0.569100,0.949500,-0.165239
0.570100,0.949335,-0.165451
0.571100,0.949169,-0.165663
0.572100,0.949003,-0.165874
0.573100,0.948837,-0.166085
0.574100,0.948671,-0.166296
0.575100,0.948505,-0.166506
0.576100,0.948338,-0.166717
0.577100,0.948171,-0.166926
0.578100,0.948004,-0.167136
0.579100,0.947837,-0.167345
0.580100,0.947669,-0.167553
0.581100,0.947502,-0.167762
0.582100,0.947334,-0.167970
0.583100,0.947166,-0.168177
0.584100,0.946998,-0.168384
0.585100,0.946829,-0.168591
0.586100,0.946660,-0.168798
0.587100,0.946491,-0.169004
0.588100,0.946322,-0.169210
0.589100,0.946153,-0.169415
0.590100,0.945984,-0.169621
0.591100,0.945814,-0.169825
0.592100,0.945644,-0.170030
0.593100,0.945474,-0.170234
0.594100,0.945303,-0.170438
0.595100,0.945133,-0.170641
0.596100,0.944962,-0.170844
0.597100,0.944791,-0.171047
0.598100,0.944620,-0.171249
0.599100,0.944449,-0.171451
0.600100,0.944277,-0.171653
0.601100,0.944105,-0.171854
0.602100,0.943933,-0.172055
0.603100,0.943761,-0.172256
0.604100,0.943589,-0.172456
0.605100,0.943416,-0.172656
0.606100,0.943244,-0.172855
0.607100,0.943071,-0.173054
0.608100,0.942898,-0.173253
0.609100,0.942724,-0.173452
0.610100,0.942551,-0.173650
0.611100,0.942377,-0.173847
0.612100,0.942203,-0.174045
0.613100,0.942029,-0.174242
0.614100,0.941854,-0.174439
0.615100,0.941680,-0.174635
0.616100,0.941505,-0.174831
0.617100,0.941330,-0.175027
0.618100,0.941155,-0.175222
0.619100,0.940980,-0.175417
0.620100,0.940804,-0.175611
0.621100,0.940629,-0.175806
0.622100,0.940453,-0.175999
0.623100,0.940277,-0.176193
0.624100,0.940100,-0.176386
0.625100,0.939924,-0.176579
0.626100,0.939747,-0.176771
0.627100,0.939570,-0.176963
0.628100,0.939393,-0.177155
0.629100,0.939216,-0.177347
0.630100,0.939039,-0.177538
0.631100,0.938861,-0.177728
0.632100,0.938683,-0.177919
0.633100,0.938505,-0.178109
0.634100,0.938327,-0.178298
0.635100,0.938148,-0.178487
0.636100,0.937970,-0.178676
0.637100,0.937791,-0.178865
0.638100,0.937612,-0.179053
0.639100,0.937433,-0.179241
0.640100,0.937254,-0.179428
0.641100,0.937074,-0.179616
0.642100,0.936894,-0.179802
0.643100,0.936715,-0.179989
0.644100,0.936534,-0.180175
0.645100,0.936354,-0.180361
0.646100,0.936174,-0.180546
0.647100,0.935993,-0.180731
0.648100,0.935812,-0.180916
0.649100,0.935631,-0.181100
0.650100,0.935450,-0.181284
0.651100,0.935269,-0.181467
0.652100,0.935087,-0.181651
0.653100,0.934905,-0.181834
0.654100,0.934723,-0.182016
0.655100,0.934541,-0.182198
0.656100,0.934359,-0.182380
0.657100,0.934177,-0.182561
0.658100,0.933994,-0.182743
0.659100,0.933811,-0.182923
0.660100,0.933628,-0.183104
0.661100,0.933445,-0.183284
0.662100,0.933262,-0.183463
0.663100,0.933078,-0.183643
0.664100,0.932894,-0.183822
0.665100,0.932710,-0.184000
0.666100,0.932526,-0.184179
0.667100,0.932342,-0.184356
0.668100,0.932158,-0.184534
0.669100,0.931973,-0.184711
0.670100,0.931788,-0.184888
0.671100,0.931603,-0.185065
0.672100,0.931418,-0.185241
0.673100,0.931233,-0.185416
0.674100,0.931047,-0.185592
0.675100,0.930861,-0.185767
0.676100,0.930676,-0.185942
0.677100,0.930490,-0.186116
0.678100,0.930303,-0.186290
0.679100,0.930117,-0.186464
0.680100,0.929930,-0.186637
0.681100,0.929744,-0.186810
0.682100,0.929557,-0.186982
0.683100,0.929370,-0.187155
0.684100,0.929183,-0.187326
0.685100,0.928995,-0.187498
0.686100,0.928808,-0.187669
0.687100,0.928620,-0.187840
0.688100,0.928432,-0.188010
0.689100,0.928244,-0.188180
0.690100,0.928055,-0.188350
0.691100,0.927867,-0.188520
0.692100,0.927678,-0.188689
0.693100,0.927490,-0.188857
0.694100,0.927301,-0.189026
0.695100,0.927112,-0.189194
0.696100,0.926922,-0.189361
0.697100,0.926733,-0.189528
0.698100,0.926543,-0.189695
0.699100,0.926354,-0.189862
0.700100,0.926164,-0.190028
0.701100,0.925973,-0.190194
0.702100,0.925783,-0.190359
0.703100,0.925593,-0.190524
0.704100,0.925402,-0.190689
0.705100,0.925211,-0.190854
0.706100,0.925020,-0.191018
0.707100,0.924829,-0.191181
0.708100,0.924638,-0.191345
0.709100,0.924447,-0.191508
0.710100,0.924255,-0.191670
0.711100,0.924063,-0.191833
0.712100,0.923871,-0.191995
0.713100,0.923679,-0.192156
0.714100,0.923487,-0.192318
0.715100,0.923295,-0.192478
0.716100,0.923102,-0.192639
0.717100,0.922909,-0.192799
0.718100,0.922717,-0.192959
0.719100,0.922523,-0.193118
0.720100,0.922330,-0.193278
0.721100,0.922137,-0.193436
0.722100,0.921943,-0.193595
0.723100,0.921750,-0.193753
0.724100,0.921556,-0.193911
0.725100,0.921362,-0.194068
0.726100,0.921168,-0.194225
0.727100,0.920973,-0.194382
0.728100,0.920779,-0.194538
0.729100,0.920584,-0.194694
0.730100,0.920390,-0.194849
0.731100,0.920195,-0.195005
0.732100,0.920000,-0.195160
0.733100,0.919804,-0.195314
0.734100,0.919609,-0.195468
0.735100,0.919413,-0.195622
0.736100,0.919218,-0.195776
0.737100,0.919022,-0.195929
0.738100,0.918826,-0.196081
0.739100,0.918630,-0.196234
0.740100,0.918433,-0.196386
0.741100,0.918237,-0.196538
0.742100,0.918040,-0.196689
0.743100,0.917844,-0.196840
0.744100,0.917647,-0.196991
0.745100,0.917450,-0.197141
0.746100,0.917252,-0.197291
0.747100,0.917055,-0.197441
0.748100,0.916857,-0.197590
0.749100,0.916660,-0.197739
0.750100,0.916462,-0.197888
0.751100,0.916264,-0.198036
0.752100,0.916066,-0.198184
0.753100,0.915868,-0.198331
0.754100,0.915669,-0.198478
0.755100,0.915471,-0.198625
0.756100,0.915272,-0.198772
0.757100,0.915073,-0.198918
0.758100,0.914874,-0.199064
0.759100,0.914675,-0.199209
0.760100,0.914476,-0.199354
0.761100,0.914276,-0.199499
0.762100,0.914077,-0.199643
0.763100,0.913877,-0.199787
0.764100,0.913677,-0.199931
0.765100,0.913477,-0.200074
0.766100,0.913277,-0.200217
0.767100,0.913077,-0.200360
0.768100,0.912876,-0.200502
0.769100,0.912676,-0.200644
0.770100,0.912475,-0.200786
0.771100,0.912274,-0.200927
0.772100,0.912073,-0.201068
0.773100,0.911872,-0.201208
0.774100,0.911671,-0.201349
0.775100,0.911469,-0.201489
0.776100,0.911268,-0.201628
0.777100,0.911066,-0.201767
0.778100,0.910864,-0.201906
0.779100,0.910662,-0.202045
0.780100,0.910460,-0.202183
0.781100,0.910258,-0.202321
0.782100,0.910056,-0.202458
0.783100,0.909853,-0.202595
0.784100,0.909650,-0.202732
0.785100,0.909448,-0.202868
0.786100,0.909245,-0.203004
0.787100,0.909042,-0.203140
0.788100,0.908838,-0.203275
0.789100,0.908635,-0.203410
0.790100,0.908432,-0.203545
0.791100,0.908228,-0.203679
0.792100,0.908024,-0.203813
0.793100,0.907820,-0.203947
0.794100,0.907616,-0.204080
0.795100,0.907412,-0.204213
0.796100,0.907208,-0.204346
0.797100,0.907003,-0.204478
0.798100,0.906799,-0.204610
0.799100,0.906594,-0.204742
0.800100,0.906389,-0.204873
0.801100,0.906184,-0.205004
0.802100,0.905979,-0.205135
0.803100,0.905774,-0.205265
0.804100,0.905569,-0.205395
0.805100,0.905363,-0.205524
0.806100,0.905158,-0.205653
0.807100,0.904952,-0.205782
0.808100,0.904746,-0.205911
0.809100,0.904540,-0.206039
0.810100,0.904334,-0.206167
0.811100,0.904128,-0.206294
0.812100,0.903922,-0.206422
0.813100,0.903715,-0.206548
0.814100,0.903508,-0.206675
0.815100,0.903302,-0.206801
0.816100,0.903095,-0.206927
0.817100,0.902888,-0.207052
0.818100,0.902681,-0.207177
0.819100,0.902474,-0.207302
0.820100,0.902266,-0.207427
0.821100,0.902059,-0.207551
0.822100,0.901851,-0.207674
0.823100,0.901643,-0.207798
0.824100,0.901435,-0.207921
0.825100,0.901227,-0.208044
0.826100,0.901019,-0.208166
0.827100,0.900811,-0.208288
0.828100,0.900603,-0.208410
0.829100,0.900394,-0.208531
0.830100,0.900186,-0.208652
0.831100,0.899977,-0.208773
0.832100,0.899768,-0.208894
0.833100,0.899559,-0.209014
0.834100,0.899350,-0.209133
0.835100,0.899141,-0.209253
0.836100,0.898932,-0.209372
0.837100,0.898722,-0.209490
0.838100,0.898513,-0.209609
0.839100,0.898303,-0.209727
0.840100,0.898093,-0.209845
0.841100,0.897883,-0.209962
0.842100,0.897673,-0.210079
0.843100,0.897463,-0.210196
0.844100,0.897253,-0.210312
0.845100,0.897043,-0.210428
0.846100,0.896832,-0.210544
0.847100,0.896621,-0.210659
0.848100,0.896411,-0.210774
0.849100,0.896200,-0.210889
0.850100,0.895989,-0.211003
0.851100,0.895778,-0.211117
0.852100,0.895567,-0.211231
0.853100,0.895355,-0.211344
0.854100,0.895144,-0.211458
0.855100,0.894933,-0.211570
0.856100,0.894721,-0.211683
0.857100,0.894509,-0.211795
0.858100,0.894297,-0.211906
0.859100,0.894085,-0.212018
0.860100,0.893873,-0.212129
0.861100,0.893661,-0.212240
0.862100,0.893449,-0.212350
0.863100,0.893236,-0.212460
0.864100,0.893024,-0.212570
0.865100,0.892811,-0.212679
0.866100,0.892599,-0.212788
0.867100,0.892386,-0.212897
0.868100,0.892173,-0.213005
0.869100,0.891960,-0.213114
0.870100,0.891746,-0.213221
0.871100,0.891533,-0.213329
0.872100,0.891320,-0.213436
