xi,theta,phi
0.219100,0.991965,-0.072660
0.220100,0.991892,-0.072984
0.221100,0.991819,-0.073308
0.222100,0.991746,-0.073631
0.223100,0.991672,-0.073955
0.224100,0.991598,-0.074278
0.225100,0.991523,-0.074601
0.226100,0.991448,-0.074924
0.227100,0.991373,-0.075247
0.228100,0.991298,-0.075570
0.229100,0.991222,-0.075893
0.230100,0.991146,-0.076216
0.231100,0.991070,-0.076539
0.232100,0.990993,-0.076862
0.233100,0.990916,-0.077184
0.234100,0.990839,-0.077507
0.235100,0.990761,-0.077829
0.236100,0.990683,-0.078151
0.237100,0.990605,-0.078473
0.238100,0.990526,-0.078796
0.239100,0.990447,-0.079118
0.240100,0.990368,-0.079439
0.241100,0.990288,-0.079761
0.242100,0.990208,-0.080083
0.243100,0.990128,-0.080405
0.244100,0.990048,-0.080726
0.245100,0.989967,-0.081047
0.246100,0.989885,-0.081369
0.247100,0.989804,-0.081690
0.248100,0.989722,-0.082011
0.249100,0.989640,-0.082332
0.250100,0.989557,-0.082653
0.251100,0.989475,-0.082974
0.252100,0.989391,-0.083295
0.253100,0.989308,-0.083615
0.254100,0.989224,-0.083936
0.255100,0.989140,-0.084256
0.256100,0.989056,-0.084577
0.257100,0.988971,-0.084897
0.258100,0.988886,-0.085217
0.259100,0.988801,-0.085537
0.260100,0.988715,-0.085857
0.261100,0.988629,-0.086177
0.262100,0.988542,-0.086497
0.263100,0.988456,-0.086816
0.264100,0.988369,-0.087136
0.265100,0.988282,-0.087455
0.266100,0.988194,-0.087775
0.267100,0.988106,-0.088094
0.268100,0.988018,-0.088413
0.269100,0.987929,-0.088732
0.270100,0.987840,-0.089051
0.271100,0.987751,-0.089370
0.272100,0.987662,-0.089689
0.273100,0.987572,-0.090007
0.274100,0.987481,-0.090326
0.275100,0.987391,-0.090644
0.276100,0.987300,-0.090962
0.277100,0.987209,-0.091281
0.278100,0.987118,-0.091599
0.279100,0.987026,-0.091917
0.280100,0.986934,-0.092234
0.281100,0.986841,-0.092552
0.282100,0.986749,-0.092870
0.283100,0.986656,-0.093187
0.284100,0.986562,-0.093505
0.285100,0.986469,-0.093822
0.286100,0.986375,-0.094139
0.287100,0.986280,-0.094456
0.288100,0.986186,-0.094773
0.289100,0.986091,-0.095090
0.290100,0.985996,-0.095407
0.291100,0.985900,-0.095724
0.292100,0.985804,-0.096040
0.293100,0.985708,-0.096356
0.294100,0.985611,-0.096673
0.295100,0.985515,-0.096989
0.296100,0.985417,-0.097305
0.297100,0.985320,-0.097621
0.298100,0.985222,-0.097937
0.299100,0.985124,-0.098253
0.300100,0.985026,-0.098568
0.301100,0.984927,-0.098884
0.302100,0.984828,-0.099199
0.303100,0.984729,-0.099514
0.304100,0.984629,-0.099829
0.305100,0.984529,-0.100145
0.306100,0.984429,-0.100459
0.307100,0.984328,-0.100774
0.308100,0.984227,-0.101089
0.309100,0.984126,-0.101403
0.310100,0.984024,-0.101718
0.311100,0.983922,-0.102032
0.312100,0.983820,-0.102346
0.313100,0.983718,-0.102660
0.314100,0.983615,-0.102974
0.315100,0.983512,-0.103288
0.316100,0.983408,-0.103602
0.317100,0.983305,-0.103916
0.318100,0.983200,-0.104229
0.319100,0.983096,-0.104542
0.320100,0.982991,-0.104856
0.321100,0.982886,-0.105169
0.322100,0.982781,-0.105482
0.323100,0.982675,-0.105795
0.324100,0.982569,-0.106107
0.325100,0.982463,-0.106420
0.326100,0.982357,-0.106732
0.327100,0.982250,-0.107045
0.328100,0.982143,-0.107357
0.329100,0.982035,-0.107669
0.330100,0.981927,-0.107981
0.331100,0.981819,-0.108293
0.332100,0.981711,-0.108605
0.333100,0.981602,-0.108916
0.334100,0.981493,-0.109228
0.335100,0.981383,-0.109539
0.336100,0.981274,-0.109850
0.337100,0.981164,-0.110162
0.338100,0.981053,-0.110472
0.339100,0.980943,-0.110783
0.340100,0.980832,-0.111094
0.341100,0.980721,-0.111405
0.342100,0.980609,-0.111715
0.343100,0.980497,-0.112025
0.344100,0.980385,-0.112336
0.345100,0.980272,-0.112646
0.346100,0.980160,-0.112956
0.347100,0.980047,-0.113265
0.348100,0.979933,-0.113575
0.349100,0.979819,-0.113885
0.350100,0.979705,-0.114194
0.351100,0.979591,-0.114503
0.352100,0.979476,-0.114812
0.353100,0.979361,-0.115121
0.354100,0.979246,-0.115430
0.355100,0.979131,-0.115739
0.356100,0.979015,-0.116048
0.357100,0.978898,-0.116356
0.358100,0.978782,-0.116664
0.359100,0.978665,-0.116972
0.360100,0.978548,-0.117281
0.361100,0.978431,-0.117588
0.362100,0.978313,-0.117896
0.363100,0.978195,-0.118204
0.364100,0.978076,-0.118511
0.365100,0.977958,-0.118819
0.366100,0.977839,-0.119126
0.367100,0.977719,-0.119433
0.368100,0.977600,-0.119740
0.369100,0.977480,-0.120047
0.370100,0.977360,-0.120353
0.371100,0.977239,-0.120660
0.372100,0.977118,-0.120966
0.373100,0.976997,-0.121273
0.374100,0.976876,-0.121579
0.375100,0.976754,-0.121885
0.376100,0.976632,-0.122191
0.377100,0.976510,-0.122496
0.378100,0.976387,-0.122802
0.379100,0.976264,-0.123107
0.380100,0.976141,-0.123412
0.381100,0.976017,-0.123718
0.382100,0.975894,-0.124023
0.383100,0.975769,-0.124327
0.384100,0.975645,-0.124632
0.385100,0.975520,-0.124937
0.386100,0.975395,-0.125241
0.387100,0.975270,-0.125545
0.388100,0.975144,-0.125849
0.389100,0.975018,-0.126153
0.390100,0.974892,-0.126457
0.391100,0.974765,-0.126761
0.392100,0.974638,-0.127064
0.393100,0.974511,-0.127368
0.394100,0.974383,-0.127671
0.395100,0.974256,-0.127974
0.396100,0.974127,-0.128277
0.397100,0.973999,-0.128580
0.398100,0.973870,-0.128882
0.399100,0.973741,-0.129185
0.400100,0.973612,-0.129487
0.401100,0.973482,-0.129789
0.402100,0.973352,-0.130091
0.403100,0.973222,-0.130393
0.404100,0.973092,-0.130695
0.405100,0.972961,-0.130997
0.406100,0.972830,-0.131298
0.407100,0.972698,-0.131599
0.408100,0.972566,-0.131900
0.409100,0.972434,-0.132201
0.410100,0.972302,-0.132502
0.411100,0.972169,-0.132803
0.412100,0.972036,-0.133103
0.413100,0.971903,-0.133404
0.414100,0.971769,-0.133704
0.415100,0.971636,-0.134004
0.416100,0.971501,-0.134304
0.417100,0.971367,-0.134604
0.418100,0.971232,-0.134903
0.419100,0.971097,-0.135203
0.420100,0.970962,-0.135502
0.421100,0.970826,-0.135801
0.422100,0.970690,-0.136100
0.423100,0.970554,-0.136399
0.424100,0.970417,-0.136698
0.425100,0.970281,-0.136996
0.426100,0.970143,-0.137294
0.427100,0.970006,-0.137593
0.428100,0.969868,-0.137891
0.429100,0.969730,-0.138188
0.430100,0.969592,-0.138486
0.431100,0.969453,-0.138784
0.432100,0.969314,-0.139081
0.433100,0.969175,-0.139378
0.434100,0.969036,-0.139675
0.435100,0.968896,-0.139972
0.436100,0.968756,-0.140269
0.437100,0.968615,-0.140566
0.438100,0.968475,-0.140862
0.439100,0.968334,-0.141158
0.440100,0.968192,-0.141454
0.441100,0.968051,-0.141750
0.442100,0.967909,-0.142046
0.443100,0.967767,-0.142342
0.444100,0.967624,-0.142637
0.445100,0.967481,-0.142933
0.446100,0.967338,-0.143228
0.447100,0.967195,-0.143523
0.448100,0.967051,-0.143817
0.449100,0.966907,-0.144112
0.450100,0.966763,-0.144407
0.451100,0.966618,-0.144701
0.452100,0.966473,-0.144995
0.453100,0.966328,-0.145289
0.454100,0.966183,-0.145583
0.455100,0.966037,-0.145876
0.456100,0.965891,-0.146170
0.457100,0.965745,-0.146463
0.458100,0.965598,-0.146756
0.459100,0.965451,-0.147049
0.460100,0.965304,-0.147342
0.461100,0.965157,-0.147635
0.462100,0.965009,-0.147927
0.463100,0.964861,-0.148220
0.464100,0.964712,-0.148512
0.465100,0.964564,-0.148804
0.466100,0.964415,-0.149095
0.467100,0.964266,-0.149387
0.468100,0.964116,-0.149679
0.469100,0.963966,-0.149970
0.470100,0.963816,-0.150261
0.471100,0.963666,-0.150552
0.472100,0.963515,-0.150843
0.473100,0.963364,-0.151133
0.474100,0.963213,-0.151424
0.475100,0.963061,-0.151714
0.476100,0.962909,-0.152004
0.477100,0.962757,-0.152294
0.478100,0.962605,-0.152584
0.479100,0.962452,-0.152873
0.480100,0.962299,-0.153163
0.481100,0.962146,-0.153452
0.482100,0.961992,-0.153741
0.483100,0.961838,-0.154030
0.484100,0.961684,-0.154318
0.485100,0.961530,-0.154607
0.486100,0.961375,-0.154895
0.487100,0.961220,-0.155183
0.488100,0.961064,-0.155471
0.489100,0.960909,-0.155759
0.490100,0.960753,-0.156047
0.491100,0.960597,-0.156334
0.492100,0.960440,-0.156622
0.493100,0.960283,-0.156909
0.494100,0.960126,-0.157196
0.495100,0.959969,-0.157482
0.496100,0.959811,-0.157769
0.497100,0.959654,-0.158055
0.498100,0.959495,-0.158342
0.499100,0.959337,-0.158628
0.500100,0.959178,-0.158913
0.501100,0.959019,-0.159199
0.502100,0.958860,-0.159485
0.503100,0.958700,-0.159770
0.504100,0.958540,-0.160055
0.505100,0.958380,-0.160340
0.506100,0.958219,-0.160625
0.507100,0.958059,-0.160909
0.508100,0.957898,-0.161194
0.509100,0.957736,-0.161478
0.510100,0.957575,-0.161762
0.511100,0.957413,-0.162046
0.512100,0.957251,-0.162330
0.513100,0.957088,-0.162613
0.514100,0.956925,-0.162896
0.515100,0.956762,-0.163180
0.516100,0.956599,-0.163462
0.517100,0.956435,-0.163745
0.518100,0.956272,-0.164028
0.519100,0.956107,-0.164310
0.520100,0.955943,-0.164592
0.521100,0.955778,-0.164874
0.522100,0.955613,-0.165156
0.523100,0.955448,-0.165438
0.524100,0.955282,-0.165719
0.525100,0.955116,-0.166001
0.526100,0.954950,-0.166282
0.527100,0.954784,-0.166563
0.528100,0.954617,-0.166843
0.529100,0.954450,-0.167124
0.530100,0.954283,-0.167404
0.531100,0.954115,-0.167684
0.532100,0.953948,-0.167964
0.533100,0.953779,-0.168244
0.534100,0.953611,-0.168524
0.535100,0.953442,-0.168803
0.536100,0.953273,-0.169082
0.537100,0.953104,-0.169361
0.538100,0.952935,-0.169640
0.539100,0.952765,-0.169919
0.540100,0.952595,-0.170197
0.541100,0.952425,-0.170476
0.542100,0.952254,-0.170754
0.543100,0.952083,-0.171032
0.544100,0.951912,-0.171309
0.545100,0.951740,-0.171587
0.546100,0.951569,-0.171864
0.547100,0.951397,-0.172141
0.548100,0.951224,-0.172418
0.549100,0.951052,-0.172695
0.550100,0.950879,-0.172971
0.551100,0.950706,-0.173248
0.552100,0.950533,-0.173524
0.553100,0.950359,-0.173800
0.554100,0.950185,-0.174076
0.555100,0.950011,-0.174351
0.556100,0.949836,-0.174626
0.557100,0.949661,-0.174902
0.558100,0.949486,-0.175177
0.559100,0.949311,-0.175451
0.560100,0.949136,-0.175726
0.561100,0.948960,-0.176000
0.562100,0.948784,-0.176275
0.563100,0.948607,-0.176549
0.564100,0.948430,-0.176822
0.565100,0.948253,-0.177096
0.566100,0.948076,-0.177369
0.567100,0.947899,-0.177643
0.568100,0.947721,-0.177916
0.569100,0.947543,-0.178189
0.570100,0.947365,-0.178461
0.571100,0.947186,-0.178734
0.572100,0.947007,-0.179006
0.573100,0.946828,-0.179278
0.574100,0.946649,-0.179550
0.575100,0.946469,-0.179821
0.576100,0.946289,-0.180093
0.577100,0.946109,-0.180364
0.578100,0.945928,-0.180635
0.579100,0.945747,-0.180906
0.580100,0.945566,-0.181176
0.581100,0.945385,-0.181447
0.582100,0.945203,-0.181717
0.583100,0.945022,-0.181987
0.584100,0.944839,-0.182257
0.585100,0.944657,-0.182527
0.586100,0.944474,-0.182796
0.587100,0.944292,-0.183065
0.588100,0.944108,-0.183334
0.589100,0.943925,-0.183603
0.590100,0.943741,-0.183872
0.591100,0.943557,-0.184140
0.592100,0.943373,-0.184408
0.593100,0.943188,-0.184676
0.594100,0.943003,-0.184944
0.595100,0.942818,-0.185212
0.596100,0.942633,-0.185479
0.597100,0.942447,-0.185746
0.598100,0.942262,-0.186013
0.599100,0.942075,-0.186280
0.600100,0.941889,-0.186547
0.601100,0.941702,-0.186813
0.602100,0.941515,-0.187079
0.603100,0.941328,-0.187345
0.604100,0.941141,-0.187611
0.605100,0.940953,-0.187876
0.606100,0.940765,-0.188142
0.607100,0.940577,-0.188407
0.608100,0.940388,-0.188672
0.609100,0.940199,-0.188937
0.610100,0.940010,-0.189201
0.611100,0.939821,-0.189465
0.612100,0.939631,-0.189729
0.613100,0.939441,-0.189993
0.614100,0.939251,-0.190257
0.615100,0.939061,-0.190520
0.616100,0.938870,-0.190784
0.617100,0.938679,-0.191047
0.618100,0.938488,-0.191310
0.619100,0.938297,-0.191572
0.620100,0.938105,-0.191835
0.621100,0.937913,-0.192097
0.622100,0.937721,-0.192359
0.623100,0.937528,-0.192621
0.624100,0.937336,-0.192882
0.625100,0.937143,-0.193144
0.626100,0.936949,-0.193405
0.627100,0.936756,-0.193666
0.628100,0.936562,-0.193926
0.629100,0.936368,-0.194187
0.630100,0.936174,-0.194447
0.631100,0.935979,-0.194707
0.632100,0.935784,-0.194967
0.633100,0.935589,-0.195227
0.634100,0.935394,-0.195486
0.635100,0.935198,-0.195746
0.636100,0.935002,-0.196005
0.637100,0.934806,-0.196264
0.638100,0.934610,-0.196522
0.639100,0.934413,-0.196780
0.640100,0.934216,-0.197039
0.641100,0.934019,-0.197297
0.642100,0.933822,-0.197554
0.643100,0.933624,-0.197812
0.644100,0.933426,-0.198069
0.645100,0.933228,-0.198326
0.646100,0.933029,-0.198583
0.647100,0.932831,-0.198840
0.648100,0.932632,-0.199096
0.649100,0.932432,-0.199353
0.650100,0.932233,-0.199609
0.651100,0.932033,-0.199864
0.652100,0.931833,-0.200120
0.653100,0.931633,-0.200375
0.654100,0.931432,-0.200631
0.655100,0.931232,-0.200885
0.656100,0.931031,-0.201140
0.657100,0.930829,-0.201395
0.658100,0.930628,-0.201649
0.659100,0.930426,-0.201903
0.660100,0.930224,-0.202157
0.661100,0.930022,-0.202411
0.662100,0.929819,-0.202664
0.663100,0.929616,-0.202917
0.664100,0.929413,-0.203170
0.665100,0.929210,-0.203423
0.666100,0.929007,-0.203675
0.667100,0.928803,-0.203928
0.668100,0.928599,-0.204180
0.669100,0.928394,-0.204432
0.670100,0.928190,-0.204683
0.671100,0.927985,-0.204935
0.672100,0.927780,-0.205186
0.673100,0.927575,-0.205437
0.674100,0.927369,-0.205688
0.675100,0.927163,-0.205938
0.676100,0.926957,-0.206189
0.677100,0.926751,-0.206439
0.678100,0.926544,-0.206689
0.679100,0.926338,-0.206938
0.680100,0.926130,-0.207188
0.681100,0.925923,-0.207437
0.682100,0.925716,-0.207686
0.683100,0.925508,-0.207935
0.684100,0.925300,-0.208183
0.685100,0.925091,-0.208432
0.686100,0.924883,-0.208680
0.687100,0.924674,-0.208928
0.688100,0.924465,-0.209175
0.689100,0.924256,-0.209423
0.690100,0.924046,-0.209670
0.691100,0.923836,-0.209917
0.692100,0.923626,-0.210164
0.693100,0.923416,-0.210410
0.694100,0.923206,-0.210656
0.695100,0.922995,-0.210902
0.696100,0.922784,-0.211148
0.697100,0.922572,-0.211394
0.698100,0.922361,-0.211639
0.699100,0.922149,-0.211884
0.700100,0.921937,-0.212129
0.701100,0.921725,-0.212374
0.702100,0.921512,-0.212619
0.703100,0.921300,-0.212863
0.704100,0.921087,-0.213107
0.705100,0.920873,-0.213351
0.706100,0.920660,-0.213594
0.707100,0.920446,-0.213838
0.708100,0.920232,-0.214081
0.709100,0.920018,-0.214324
0.710100,0.919804,-0.214566
0.711100,0.919589,-0.214809
0.712100,0.919374,-0.215051
0.713100,0.919159,-0.215293
0.714100,0.918943,-0.215535
0.715100,0.918728,-0.215776
0.716100,0.918512,-0.216018
0.717100,0.918296,-0.216259
0.718100,0.918079,-0.216500
0.719100,0.917863,-0.216740
0.720100,0.917646,-0.216981
0.721100,0.917429,-0.217221
0.722100,0.917211,-0.217461
0.723100,0.916994,-0.217700
0.724100,0.916776,-0.217940
0.725100,0.916558,-0.218179
0.726100,0.916340,-0.218418
0.727100,0.916121,-0.218657
0.728100,0.915902,-0.218895
0.729100,0.915683,-0.219134
0.730100,0.915464,-0.219372
0.731100,0.915245,-0.219610
0.732100,0.915025,-0.219847
0.733100,0.914805,-0.220085
0.734100,0.914585,-0.220322
0.735100,0.914364,-0.220559
0.736100,0.914144,-0.220795
0.737100,0.913923,-0.221032
0.738100,0.913702,-0.221268
0.739100,0.913480,-0.221504
0.740100,0.913259,-0.221740
0.741100,0.913037,-0.221975
0.742100,0.912815,-0.222211
0.743100,0.912592,-0.222446
0.744100,0.912370,-0.222680
0.745100,0.912147,-0.222915
0.746100,0.911924,-0.223149
0.747100,0.911701,-0.223383
0.748100,0.911477,-0.223617
0.749100,0.911253,-0.223851
0.750100,0.911029,-0.224084
0.751100,0.910805,-0.224318
0.752100,0.910581,-0.224551
0.753100,0.910356,-0.224783
0.754100,0.910131,-0.225016
0.755100,0.909906,-0.225248
0.756100,0.909681,-0.225480
0.757100,0.909455,-0.225712
0.758100,0.909229,-0.225943
0.759100,0.909003,-0.226174
0.760100,0.908777,-0.226406
0.761100,0.908550,-0.226636
0.762100,0.908324,-0.226867
0.763100,0.908097,-0.227097
0.764100,0.907869,-0.227327
0.765100,0.907642,-0.227557
0.766100,0.907414,-0.227787
0.767100,0.907186,-0.228016
0.768100,0.906958,-0.228245
0.769100,0.906730,-0.228474
0.770100,0.906501,-0.228703
0.771100,0.906273,-0.228931
0.772100,0.906044,-0.229160
0.773100,0.905814,-0.229388
0.774100,0.905585,-0.229615
0.775100,0.905355,-0.229843
0.776100,0.905125,-0.230070
0.777100,0.904895,-0.230297
0.778100,0.904664,-0.230524
0.779100,0.904434,-0.230750
0.780100,0.904203,-0.230977
0.781100,0.903972,-0.231203
0.782100,0.903741,-0.231429
0.783100,0.903509,-0.231654
0.784100,0.903277,-0.231879
0.785100,0.903045,-0.232104
0.786100,0.902813,-0.232329
0.787100,0.902581,-0.232554
0.788100,0.902348,-0.232778
0.789100,0.902115,-0.233002
0.790100,0.901882,-0.233226
0.791100,0.901649,-0.233450
0.792100,0.901415,-0.233673
0.793100,0.901181,-0.233897
0.794100,0.900947,-0.234119
0.795100,0.900713,-0.234342
0.796100,0.900479,-0.234565
0.797100,0.900244,-0.234787
0.798100,0.900009,-0.235009
0.799100,0.899774,-0.235230
0.800100,0.899539,-0.235452
0.801100,0.899303,-0.235673
0.802100,0.899067,-0.235894
0.803100,0.898831,-0.236115
0.804100,0.898595,-0.236335
0.805100,0.898358,-0.236556
0.806100,0.898122,-0.236776
0.807100,0.897885,-0.236995
0.808100,0.897648,-0.237215
0.809100,0.897411,-0.237434
0.810100,0.897173,-0.237653
0.811100,0.896935,-0.237872
0.812100,0.896697,-0.238091
0.813100,0.896459,-0.238309
0.814100,0.896221,-0.238527
0.815100,0.895982,-0.238745
0.816100,0.895743,-0.238962
0.817100,0.895504,-0.239180
0.818100,0.895265,-0.239397
0.819100,0.895025,-0.239614
0.820100,0.894786,-0.239830
0.821100,0.894546,-0.240047
0.822100,0.894305,-0.240263
0.823100,0.894065,-0.240479
0.824100,0.893824,-0.240694
0.825100,0.893584,-0.240910
0.826100,0.893343,-0.241125
0.827100,0.893101,-0.241340
0.828100,0.892860,-0.241554
0.829100,0.892618,-0.241769
0.830100,0.892376,-0.241983
0.831100,0.892134,-0.242197
0.832100,0.891892,-0.242410
0.833100,0.891650,-0.242624
0.834100,0.891407,-0.242837
0.835100,0.891164,-0.243050
0.836100,0.890921,-0.243262
0.837100,0.890677,-0.243475
0.838100,0.890434,-0.243687
0.839100,0.890190,-0.243899
0.840100,0.889946,-0.244111
0.841100,0.889702,-0.244322
0.842100,0.889457,-0.244533
0.843100,0.889213,-0.244744
0.844100,0.888968,-0.244955
0.845100,0.888723,-0.245165
0.846100,0.888477,-0.245375
0.847100,0.888232,-0.245585
0.848100,0.887986,-0.245795
0.849100,0.887740,-0.246004
0.850100,0.887494,-0.246214
0.851100,0.887248,-0.246423
0.852100,0.887001,-0.246631
0.853100,0.886755,-0.246840
0.854100,0.886508,-0.247048
0.855100,0.886261,-0.247256
0.856100,0.886013,-0.247464
0.857100,0.885766,-0.247671
0.858100,0.885518,-0.247878
0.859100,0.885270,-0.248085
0.860100,0.885022,-0.248292
0.861100,0.884773,-0.248498
0.862100,0.884525,-0.248705
0.863100,0.884276,-0.248910
0.864100,0.884027,-0.249116
0.865100,0.883778,-0.249322
0.866100,0.883528,-0.249527
0.867100,0.883279,-0.249732
0.868100,0.883029,-0.249936
0.869100,0.882779,-0.250141
0.870100,0.882529,-0.250345
0.871100,0.882278,-0.250549
0.872100,0.882027,-0.250753
