xi,theta,phi
0.219100,0.991960,-0.072748
0.220100,0.991887,-0.073073
0.221100,0.991814,-0.073398
0.222100,0.991740,-0.073722
0.223100,0.991667,-0.074047
0.224100,0.991592,-0.074372
0.225100,0.991518,-0.074696
0.226100,0.991443,-0.075021
0.227100,0.991368,-0.075345
0.228100,0.991292,-0.075669
0.229100,0.991216,-0.075993
0.230100,0.991140,-0.076317
0.231100,0.991064,-0.076641
0.232100,0.990987,-0.076965
0.233100,0.990910,-0.077289
0.234100,0.990832,-0.077613
0.235100,0.990755,-0.077937
0.236100,0.990677,-0.078260
0.237100,0.990598,-0.078584
0.238100,0.990519,-0.078907
0.239100,0.990440,-0.079231
0.240100,0.990361,-0.079554
0.241100,0.990281,-0.079877
0.242100,0.990201,-0.080201
0.243100,0.990121,-0.080524
0.244100,0.990040,-0.080847
0.245100,0.989959,-0.081169
0.246100,0.989878,-0.081492
0.247100,0.989796,-0.081815
0.248100,0.989714,-0.082138
0.249100,0.989632,-0.082460
0.250100,0.989549,-0.082783
0.251100,0.989466,-0.083105
0.252100,0.989383,-0.083427
0.253100,0.989299,-0.083750
0.254100,0.989215,-0.084072
0.255100,0.989131,-0.084394
0.256100,0.989047,-0.084716
0.257100,0.988962,-0.085037
0.258100,0.988877,-0.085359
0.259100,0.988791,-0.085681
0.260100,0.988705,-0.086003
0.261100,0.988619,-0.086324
0.262100,0.988533,-0.086645
0.263100,0.988446,-0.086967
0.264100,0.988359,-0.087288
0.265100,0.988271,-0.087609
0.266100,0.988183,-0.087930
0.267100,0.988095,-0.088251
0.268100,0.988007,-0.088572
0.269100,0.987918,-0.088893
0.270100,0.987829,-0.089213
0.271100,0.987740,-0.089534
0.272100,0.987650,-0.089855
0.273100,0.987560,-0.090175
0.274100,0.987470,-0.090495
0.275100,0.987379,-0.090816
0.276100,0.987288,-0.091136
0.277100,0.987197,-0.091456
0.278100,0.987105,-0.091776
0.279100,0.987013,-0.092095
0.280100,0.986921,-0.092415
0.281100,0.986828,-0.092735
0.282100,0.986736,-0.093054
0.283100,0.986642,-0.093374
0.284100,0.986549,-0.093693
0.285100,0.986455,-0.094013
0.286100,0.986361,-0.094332
0.287100,0.986266,-0.094651
0.288100,0.986171,-0.094970
0.289100,0.986076,-0.095289
0.290100,0.985981,-0.095607
0.291100,0.985885,-0.095926
0.292100,0.985789,-0.096245
0.293100,0.985693,-0.096563
0.294100,0.985596,-0.096881
0.295100,0.985499,-0.097200
0.296100,0.985402,-0.097518
0.297100,0.985304,-0.097836
0.298100,0.985206,-0.098154
0.299100,0.985108,-0.098472
0.300100,0.985009,-0.098790
0.301100,0.984910,-0.099107
0.302100,0.984811,-0.099425
0.303100,0.984711,-0.099742
0.304100,0.984611,-0.100060
0.305100,0.984511,-0.100377
0.306100,0.984410,-0.100694
0.307100,0.984310,-0.101011
0.308100,0.984208,-0.101328
0.309100,0.984107,-0.101645
0.310100,0.984005,-0.101962
0.311100,0.983903,-0.102278
0.312100,0.983801,-0.102595
0.313100,0.983698,-0.102911
0.314100,0.983595,-0.103228
0.315100,0.983491,-0.103544
0.316100,0.983388,-0.103860
0.317100,0.983284,-0.104176
0.318100,0.983179,-0.104492
0.319100,0.983075,-0.104808
0.320100,0.982970,-0.105123
0.321100,0.982864,-0.105439
0.322100,0.982759,-0.105754
0.323100,0.982653,-0.106070
0.324100,0.982547,-0.106385
0.325100,0.982440,-0.106700
0.326100,0.982333,-0.107015
0.327100,0.982226,-0.107330
0.328100,0.982119,-0.107645
0.329100,0.982011,-0.107959
0.330100,0.981903,-0.108274
0.331100,0.981794,-0.108588
0.332100,0.981686,-0.108903
0.333100,0.981576,-0.109217
0.334100,0.981467,-0.109531
0.335100,0.981357,-0.109845
0.336100,0.981247,-0.110159
0.337100,0.981137,-0.110473
0.338100,0.981026,-0.110787
0.339100,0.980916,-0.111100
0.340100,0.980804,-0.111414
0.341100,0.980693,-0.111727
0.342100,0.980581,-0.112040
0.343100,0.980469,-0.112353
0.344100,0.980356,-0.112666
0.345100,0.980243,-0.112979
0.346100,0.980130,-0.113292
0.347100,0.980017,-0.113604
0.348100,0.979903,-0.113917
0.349100,0.979789,-0.114229
0.350100,0.979674,-0.114542
0.351100,0.979560,-0.114854
0.352100,0.979445,-0.115166
0.353100,0.979329,-0.115478
0.354100,0.979214,-0.115790
0.355100,0.979098,-0.116101
0.356100,0.978982,-0.116413
0.357100,0.978865,-0.116724
0.358100,0.978748,-0.117036
0.359100,0.978631,-0.117347
0.360100,0.978513,-0.117658
0.361100,0.978396,-0.117969
0.362100,0.978278,-0.118280
0.363100,0.978159,-0.118591
0.364100,0.978040,-0.118901
0.365100,0.977921,-0.119212
0.366100,0.977802,-0.119522
0.367100,0.977682,-0.119832
0.368100,0.977562,-0.120142
0.369100,0.977442,-0.120452
0.370100,0.977321,-0.120762
0.371100,0.977200,-0.121072
0.372100,0.977079,-0.121382
0.373100,0.976958,-0.121691
0.374100,0.976836,-0.122001
0.375100,0.976714,-0.122310
0.376100,0.976591,-0.122619
0.377100,0.976468,-0.122928
0.378100,0.976345,-0.123237
0.379100,0.976222,-0.123546
0.380100,0.976098,-0.123854
0.381100,0.975974,-0.124163
0.382100,0.975850,-0.124471
0.383100,0.975725,-0.124779
0.384100,0.975600,-0.125087
0.385100,0.975475,-0.125395
0.386100,0.975350,-0.125703
0.387100,0.975224,-0.126011
0.388100,0.975098,-0.126319
0.389100,0.974971,-0.126626
0.390100,0.974844,-0.126933
0.391100,0.974717,-0.127241
0.392100,0.974590,-0.127548
0.393100,0.974462,-0.127855
0.394100,0.974334,-0.128162
0.395100,0.974206,-0.128468
0.396100,0.974077,-0.128775
0.397100,0.973948,-0.129081
0.398100,0.973819,-0.129388
0.399100,0.973689,-0.129694
0.400100,0.973560,-0.130000
0.401100,0.973429,-0.130306
0.402100,0.973299,-0.130611
0.403100,0.973168,-0.130917
0.404100,0.973037,-0.131223
0.405100,0.972906,-0.131528
0.406100,0.972774,-0.131833
0.407100,0.972642,-0.132138
0.408100,0.972510,-0.132443
0.409100,0.972377,-0.132748
0.410100,0.972244,-0.133053
0.411100,0.972111,-0.133357
0.412100,0.971978,-0.133662
0.413100,0.971844,-0.133966
0.414100,0.971710,-0.134270
0.415100,0.971575,-0.134574
0.416100,0.971441,-0.134878
0.417100,0.971306,-0.135182
0.418100,0.971170,-0.135486
0.419100,0.971035,-0.135789
0.420100,0.970899,-0.136092
0.421100,0.970762,-0.136396
0.422100,0.970626,-0.136699
0.423100,0.970489,-0.137002
0.424100,0.970352,-0.137304
0.425100,0.970214,-0.137607
0.426100,0.970077,-0.137909
0.427100,0.969939,-0.138212
0.428100,0.969800,-0.138514
0.429100,0.969662,-0.138816
0.430100,0.969523,-0.139118
0.431100,0.969383,-0.139420
0.432100,0.969244,-0.139721
0.433100,0.969104,-0.140023
0.434100,0.968964,-0.140324
0.435100,0.968823,-0.140626
0.436100,0.968682,-0.140927
0.437100,0.968541,-0.141228
0.438100,0.968400,-0.141528
0.439100,0.968258,-0.141829
0.440100,0.968116,-0.142130
0.441100,0.967974,-0.142430
0.442100,0.967831,-0.142730
0.443100,0.967689,-0.143030
0.444100,0.967545,-0.143330
0.445100,0.967402,-0.143630
0.446100,0.967258,-0.143930
0.447100,0.967114,-0.144229
0.448100,0.966970,-0.144528
0.449100,0.966825,-0.144828
0.450100,0.966680,-0.145127
0.451100,0.966535,-0.145426
0.452100,0.966389,-0.145724
0.453100,0.966243,-0.146023
0.454100,0.966097,-0.146321
0.455100,0.965951,-0.146620
0.456100,0.965804,-0.146918
0.457100,0.965657,-0.147216
0.458100,0.965509,-0.147514
0.459100,0.965362,-0.147812
0.460100,0.965214,-0.148109
0.461100,0.965066,-0.148407
0.462100,0.964917,-0.148704
0.463100,0.964768,-0.149001
0.464100,0.964619,-0.149298
0.465100,0.964470,-0.149595
0.466100,0.964320,-0.149892
0.467100,0.964170,-0.150188
0.468100,0.964019,-0.150484
0.469100,0.963869,-0.150781
0.470100,0.963718,-0.151077
0.471100,0.963567,-0.151373
0.472100,0.963415,-0.151668
0.473100,0.963263,-0.151964
0.474100,0.963111,-0.152259
0.475100,0.962959,-0.152555
0.476100,0.962806,-0.152850
0.477100,0.962653,-0.153145
0.478100,0.962500,-0.153440
0.479100,0.962346,-0.153734
0.480100,0.962192,-0.154029
0.481100,0.962038,-0.154323
0.482100,0.961884,-0.154618
0.483100,0.961729,-0.154912
0.484100,0.961574,-0.155206
0.485100,0.961419,-0.155499
0.486100,0.961263,-0.155793
0.487100,0.961107,-0.156086
0.488100,0.960951,-0.156380
0.489100,0.960794,-0.156673
0.490100,0.960637,-0.156966
0.491100,0.960480,-0.157259
0.492100,0.960323,-0.157551
0.493100,0.960165,-0.157844
0.494100,0.960007,-0.158136
0.495100,0.959849,-0.158428
0.496100,0.959690,-0.158720
0.497100,0.959531,-0.159012
0.498100,0.959372,-0.159304
0.499100,0.959213,-0.159595
0.500100,0.959053,-0.159887
0.501100,0.958893,-0.160178
0.502100,0.958733,-0.160469
0.503100,0.958572,-0.160760
0.504100,0.958411,-0.161051
0.505100,0.958250,-0.161341
0.506100,0.958089,-0.161632
0.507100,0.957927,-0.161922
0.508100,0.957765,-0.162212
0.509100,0.957602,-0.162502
0.510100,0.957440,-0.162792
0.511100,0.957277,-0.163081
0.512100,0.957114,-0.163371
0.513100,0.956950,-0.163660
0.514100,0.956786,-0.163949
0.515100,0.956622,-0.164238
0.516100,0.956458,-0.164527
0.517100,0.956293,-0.164816
0.518100,0.956128,-0.165104
0.519100,0.955963,-0.165392
0.520100,0.955797,-0.165680
0.521100,0.955631,-0.165968
0.522100,0.955465,-0.166256
0.523100,0.955299,-0.166544
0.524100,0.955132,-0.166831
0.525100,0.954965,-0.167119
0.526100,0.954798,-0.167406
0.527100,0.954630,-0.167693
0.528100,0.954463,-0.167979
0.529100,0.954295,-0.168266
0.530100,0.954126,-0.168553
0.531100,0.953957,-0.168839
0.532100,0.953788,-0.169125
0.533100,0.953619,-0.169411
0.534100,0.953450,-0.169697
0.535100,0.953280,-0.169982
0.536100,0.953110,-0.170268
0.537100,0.952939,-0.170553
0.538100,0.952769,-0.170838
0.539100,0.952598,-0.171123
0.540100,0.952426,-0.171408
0.541100,0.952255,-0.171693
0.542100,0.952083,-0.171977
0.543100,0.951911,-0.172261
0.544100,0.951738,-0.172545
0.545100,0.951566,-0.172829
0.546100,0.951393,-0.173113
0.547100,0.951219,-0.173396
0.548100,0.951046,-0.173680
0.549100,0.950872,-0.173963
0.550100,0.950698,-0.174246
0.551100,0.950524,-0.174529
0.552100,0.950349,-0.174812
0.553100,0.950174,-0.175094
0.554100,0.949999,-0.175377
0.555100,0.949823,-0.175659
0.556100,0.949647,-0.175941
0.557100,0.949471,-0.176223
0.558100,0.949295,-0.176504
0.559100,0.949118,-0.176786
0.560100,0.948941,-0.177067
0.561100,0.948764,-0.177348
0.562100,0.948587,-0.177629
0.563100,0.948409,-0.177910
0.564100,0.948231,-0.178191
0.565100,0.948053,-0.178471
0.566100,0.947874,-0.178751
0.567100,0.947695,-0.179031
0.568100,0.947516,-0.179311
0.569100,0.947336,-0.179591
0.570100,0.947157,-0.179871
0.571100,0.946977,-0.180150
0.572100,0.946796,-0.180429
0.573100,0.946616,-0.180708
0.574100,0.946435,-0.180987
0.575100,0.946254,-0.181266
0.576100,0.946072,-0.181544
0.577100,0.945891,-0.181822
0.578100,0.945709,-0.182100
0.579100,0.945527,-0.182378
0.580100,0.945344,-0.182656
0.581100,0.945161,-0.182934
0.582100,0.944978,-0.183211
0.583100,0.944795,-0.183488
0.584100,0.944611,-0.183765
0.585100,0.944427,-0.184042
0.586100,0.944243,-0.184319
0.587100,0.944059,-0.184595
0.588100,0.943874,-0.184872
0.589100,0.943689,-0.185148
0.590100,0.943504,-0.185424
0.591100,0.943318,-0.185700
0.592100,0.943132,-0.185975
0.593100,0.942946,-0.186250
0.594100,0.942760,-0.186526
0.595100,0.942573,-0.186801
0.596100,0.942386,-0.187076
0.597100,0.942199,-0.187350
0.598100,0.942011,-0.187625
0.599100,0.941824,-0.187899
0.600100,0.941636,-0.188173
0.601100,0.941447,-0.188447
0.602100,0.941259,-0.188721
0.603100,0.941070,-0.188994
0.604100,0.940881,-0.189268
0.605100,0.940691,-0.189541
0.606100,0.940502,-0.189814
0.607100,0.940312,-0.190087
0.608100,0.940122,-0.190359
0.609100,0.939931,-0.190632
0.610100,0.939740,-0.190904
0.611100,0.939549,-0.191176
0.612100,0.939358,-0.191448
0.613100,0.939166,-0.191720
0.614100,0.938974,-0.191991
0.615100,0.938782,-0.192262
0.616100,0.938590,-0.192533
0.617100,0.938397,-0.192804
0.618100,0.938204,-0.193075
0.619100,0.938011,-0.193346
0.620100,0.937818,-0.193616
0.621100,0.937624,-0.193886
0.622100,0.937430,-0.194156
0.623100,0.937236,-0.194426
0.624100,0.937041,-0.194696
0.625100,0.936846,-0.194965
0.626100,0.936651,-0.195234
0.627100,0.936456,-0.195503
0.628100,0.936260,-0.195772
0.629100,0.936064,-0.196041
0.630100,0.935868,-0.196309
0.631100,0.935672,-0.196578
0.632100,0.935475,-0.196846
0.633100,0.935278,-0.197114
0.634100,0.935081,-0.197381
0.635100,0.934883,-0.197649
0.636100,0.934685,-0.197916
0.637100,0.934487,-0.198183
0.638100,0.934289,-0.198450
0.639100,0.934090,-0.198717
0.640100,0.933892,-0.198983
0.641100,0.933692,-0.199250
0.642100,0.933493,-0.199516
0.643100,0.933293,-0.199782
0.644100,0.933093,-0.200048
0.645100,0.932893,-0.200313
0.646100,0.932693,-0.200578
0.647100,0.932492,-0.200844
0.648100,0.932291,-0.201109
0.649100,0.932090,-0.201373
0.650100,0.931888,-0.201638
0.651100,0.931687,-0.201902
0.652100,0.931485,-0.202167
0.653100,0.931282,-0.202431
0.654100,0.931080,-0.202694
0.655100,0.930877,-0.202958
0.656100,0.930674,-0.203221
0.657100,0.930470,-0.203485
0.658100,0.930267,-0.203748
0.659100,0.930063,-0.204010
0.660100,0.929859,-0.204273
0.661100,0.929654,-0.204535
0.662100,0.929450,-0.204798
0.663100,0.929245,-0.205060
0.664100,0.929040,-0.205322
0.665100,0.928834,-0.205583
0.666100,0.928628,-0.205845
0.667100,0.928423,-0.206106
0.668100,0.928216,-0.206367
0.669100,0.928010,-0.206628
0.670100,0.927803,-0.206888
0.671100,0.927596,-0.207149
0.672100,0.927389,-0.207409
0.673100,0.927181,-0.207669
0.674100,0.926973,-0.207929
0.675100,0.926765,-0.208188
0.676100,0.926557,-0.208448
0.677100,0.926348,-0.208707
0.678100,0.926140,-0.208966
0.679100,0.925930,-0.209225
0.680100,0.925721,-0.209484
0.681100,0.925512,-0.209742
0.682100,0.925302,-0.210000
0.683100,0.925092,-0.210258
0.684100,0.924881,-0.210516
0.685100,0.924670,-0.210774
0.686100,0.924460,-0.211031
0.687100,0.924248,-0.211288
0.688100,0.924037,-0.211545
0.689100,0.923825,-0.211802
0.690100,0.923613,-0.212059
0.691100,0.923401,-0.212315
0.692100,0.923189,-0.212571
0.693100,0.922976,-0.212827
0.694100,0.922763,-0.213083
0.695100,0.922550,-0.213339
0.696100,0.922336,-0.213594
0.697100,0.922123,-0.213849
0.698100,0.921909,-0.214104
0.699100,0.921695,-0.214359
0.700100,0.921480,-0.214613
0.701100,0.921265,-0.214868
0.702100,0.921050,-0.215122
0.703100,0.920835,-0.215376
0.704100,0.920620,-0.215630
0.705100,0.920404,-0.215883
0.706100,0.920188,-0.216136
0.707100,0.919972,-0.216389
0.708100,0.919755,-0.216642
0.709100,0.919538,-0.216895
0.710100,0.919321,-0.217148
0.711100,0.919104,-0.217400
0.712100,0.918886,-0.217652
0.713100,0.918669,-0.217904
0.714100,0.918451,-0.218155
0.715100,0.918232,-0.218407
0.716100,0.918014,-0.218658
0.717100,0.917795,-0.218909
0.718100,0.917576,-0.219160
0.719100,0.917357,-0.219410
0.720100,0.917137,-0.219661
0.721100,0.916917,-0.219911
0.722100,0.916697,-0.220161
0.723100,0.916477,-0.220411
0.724100,0.916257,-0.220660
0.725100,0.916036,-0.220910
0.726100,0.915815,-0.221159
0.727100,0.915593,-0.221408
0.728100,0.915372,-0.221656
0.729100,0.915150,-0.221905
0.730100,0.914928,-0.222153
0.731100,0.914706,-0.222401
0.732100,0.914483,-0.222649
0.733100,0.914260,-0.222897
0.734100,0.914037,-0.223144
0.735100,0.913814,-0.223392
0.736100,0.913591,-0.223639
0.737100,0.913367,-0.223885
0.738100,0.913143,-0.224132
0.739100,0.912919,-0.224378
0.740100,0.912694,-0.224625
0.741100,0.912469,-0.224870
0.742100,0.912244,-0.225116
0.743100,0.912019,-0.225362
0.744100,0.911794,-0.225607
0.745100,0.911568,-0.225852
0.746100,0.911342,-0.226097
0.747100,0.911116,-0.226342
0.748100,0.910889,-0.226586
0.749100,0.910663,-0.226830
0.750100,0.910436,-0.227074
0.751100,0.910208,-0.227318
0.752100,0.909981,-0.227562
0.753100,0.909753,-0.227805
0.754100,0.909525,-0.228048
0.755100,0.909297,-0.228291
0.756100,0.909069,-0.228534
0.757100,0.908840,-0.228777
0.758100,0.908611,-0.229019
0.759100,0.908382,-0.229261
0.760100,0.908153,-0.229503
0.761100,0.907923,-0.229745
0.762100,0.907693,-0.229986
0.763100,0.907463,-0.230227
0.764100,0.907233,-0.230468
0.765100,0.907002,-0.230709
0.766100,0.906771,-0.230950
0.767100,0.906540,-0.231190
0.768100,0.906309,-0.231430
0.769100,0.906077,-0.231670
0.770100,0.905846,-0.231910
0.771100,0.905614,-0.232149
0.772100,0.905381,-0.232388
0.773100,0.905149,-0.232627
0.774100,0.904916,-0.232866
0.775100,0.904683,-0.233105
0.776100,0.904450,-0.233343
0.777100,0.904216,-0.233581
0.778100,0.903983,-0.233819
0.779100,0.903749,-0.234057
0.780100,0.903515,-0.234295
0.781100,0.903280,-0.234532
0.782100,0.903046,-0.234769
0.783100,0.902811,-0.235006
0.784100,0.902576,-0.235243
0.785100,0.902340,-0.235479
0.786100,0.902105,-0.235715
0.787100,0.901869,-0.235951
0.788100,0.901633,-0.236187
0.789100,0.901396,-0.236422
0.790100,0.901160,-0.236658
0.791100,0.900923,-0.236893
0.792100,0.900686,-0.237128
0.793100,0.900449,-0.237362
0.794100,0.900211,-0.237597
0.795100,0.899974,-0.237831
0.796100,0.899736,-0.238065
0.797100,0.899497,-0.238299
0.798100,0.899259,-0.238532
0.799100,0.899020,-0.238765
0.800100,0.898782,-0.238999
0.801100,0.898542,-0.239231
0.802100,0.898303,-0.239464
0.803100,0.898063,-0.239696
0.804100,0.897824,-0.239929
0.805100,0.897584,-0.240161
0.806100,0.897343,-0.240392
0.807100,0.897103,-0.240624
0.808100,0.896862,-0.240855
0.809100,0.896621,-0.241086
0.810100,0.896380,-0.241317
0.811100,0.896139,-0.241548
0.812100,0.895897,-0.241778
0.813100,0.895655,-0.242008
0.814100,0.895413,-0.242238
0.815100,0.895170,-0.242468
0.816100,0.894928,-0.242697
0.817100,0.894685,-0.242927
0.818100,0.894442,-0.243156
0.819100,0.894199,-0.243385
0.820100,0.893955,-0.243613
0.821100,0.893712,-0.243842
0.822100,0.893468,-0.244070
0.823100,0.893223,-0.244298
0.824100,0.892979,-0.244525
0.825100,0.892734,-0.244753
0.826100,0.892489,-0.244980
0.827100,0.892244,-0.245207
0.828100,0.891999,-0.245434
0.829100,0.891754,-0.245660
0.830100,0.891508,-0.245887
0.831100,0.891262,-0.246113
0.832100,0.891016,-0.246339
0.833100,0.890769,-0.246564
0.834100,0.890522,-0.246790
0.835100,0.890275,-0.247015
0.836100,0.890028,-0.247240
0.837100,0.889781,-0.247465
0.838100,0.889533,-0.247689
0.839100,0.889286,-0.247914
0.840100,0.889038,-0.248138
0.841100,0.888789,-0.248361
0.842100,0.888541,-0.248585
0.843100,0.888292,-0.248808
0.844100,0.888043,-0.249032
0.845100,0.887794,-0.249254
0.846100,0.887545,-0.249477
0.847100,0.887295,-0.249700
0.848100,0.887045,-0.249922
0.849100,0.886795,-0.250144
0.850100,0.886545,-0.250366
0.851100,0.886295,-0.250587
0.852100,0.886044,-0.250808
0.853100,0.885793,-0.251029
0.854100,0.885542,-0.251250
0.855100,0.885290,-0.251471
0.856100,0.885039,-0.251691
0.857100,0.884787,-0.251911
0.858100,0.884535,-0.252131
0.859100,0.884283,-0.252351
0.860100,0.884030,-0.252571
0.861100,0.883778,-0.252790
0.862100,0.883525,-0.253009
0.863100,0.883272,-0.253228
0.864100,0.883018,-0.253446
0.865100,0.882765,-0.253664
0.866100,0.882511,-0.253882
0.867100,0.882257,-0.254100
0.868100,0.882003,-0.254318
0.869100,0.881748,-0.254535
0.870100,0.881494,-0.254752
0.871100,0.881239,-0.254969
0.872100,0.880984,-0.255186
