xi,theta,phi
0.219100,0.991970,-0.072573
0.220100,0.991897,-0.072895
0.221100,0.991824,-0.073218
0.222100,0.991751,-0.073540
0.223100,0.991677,-0.073862
0.224100,0.991603,-0.074185
0.225100,0.991529,-0.074507
0.226100,0.991454,-0.074829
0.227100,0.991379,-0.075150
0.228100,0.991304,-0.075472
0.229100,0.991228,-0.075794
0.230100,0.991152,-0.076115
0.231100,0.991076,-0.076437
0.232100,0.990999,-0.076758
0.233100,0.990922,-0.077079
0.234100,0.990845,-0.077400
0.235100,0.990767,-0.077721
0.236100,0.990690,-0.078042
0.237100,0.990611,-0.078363
0.238100,0.990533,-0.078684
0.239100,0.990454,-0.079004
0.240100,0.990375,-0.079325
0.241100,0.990295,-0.079645
0.242100,0.990215,-0.079966
0.243100,0.990135,-0.080286
0.244100,0.990055,-0.080606
0.245100,0.989974,-0.080926
0.246100,0.989893,-0.081246
0.247100,0.989812,-0.081565
0.248100,0.989730,-0.081885
0.249100,0.989648,-0.082205
0.250100,0.989566,-0.082524
0.251100,0.989483,-0.082843
0.252100,0.989400,-0.083163
0.253100,0.989317,-0.083482
0.254100,0.989233,-0.083801
0.255100,0.989149,-0.084120
0.256100,0.989065,-0.084438
0.257100,0.988980,-0.084757
0.258100,0.988895,-0.085076
0.259100,0.988810,-0.085394
0.260100,0.988724,-0.085712
0.261100,0.988638,-0.086030
0.262100,0.988552,-0.086349
0.263100,0.988466,-0.086667
0.264100,0.988379,-0.086984
0.265100,0.988292,-0.087302
0.266100,0.988204,-0.087620
0.267100,0.988117,-0.087937
0.268100,0.988028,-0.088255
0.269100,0.987940,-0.088572
0.270100,0.987851,-0.088889
0.271100,0.987762,-0.089206
0.272100,0.987673,-0.089523
0.273100,0.987583,-0.089840
0.274100,0.987493,-0.090157
0.275100,0.987403,-0.090473
0.276100,0.987312,-0.090790
0.277100,0.987221,-0.091106
0.278100,0.987130,-0.091422
0.279100,0.987038,-0.091738
0.280100,0.986947,-0.092054
0.281100,0.986854,-0.092370
0.282100,0.986762,-0.092686
0.283100,0.986669,-0.093001
0.284100,0.986576,-0.093317
0.285100,0.986482,-0.093632
0.286100,0.986389,-0.093948
0.287100,0.986294,-0.094263
0.288100,0.986200,-0.094578
0.289100,0.986105,-0.094893
0.290100,0.986010,-0.095207
0.291100,0.985915,-0.095522
0.292100,0.985819,-0.095836
0.293100,0.985723,-0.096151
0.294100,0.985627,-0.096465
0.295100,0.985530,-0.096779
0.296100,0.985433,-0.097093
0.297100,0.985336,-0.097407
0.298100,0.985239,-0.097721
0.299100,0.985141,-0.098034
0.300100,0.985042,-0.098348
0.301100,0.984944,-0.098661
0.302100,0.984845,-0.098974
0.303100,0.984746,-0.099287
0.304100,0.984647,-0.099600
0.305100,0.984547,-0.099913
0.306100,0.984447,-0.100226
0.307100,0.984346,-0.100538
0.308100,0.984246,-0.100851
0.309100,0.984145,-0.101163
0.310100,0.984043,-0.101475
0.311100,0.983942,-0.101787
0.312100,0.983840,-0.102099
0.313100,0.983738,-0.102411
0.314100,0.983635,-0.102722
0.315100,0.983532,-0.103034
0.316100,0.983429,-0.103345
0.317100,0.983325,-0.103657
0.318100,0.983222,-0.103968
0.319100,0.983117,-0.104279
0.320100,0.983013,-0.104589
0.321100,0.982908,-0.104900
0.322100,0.982803,-0.105211
0.323100,0.982698,-0.105521
0.324100,0.982592,-0.105831
0.325100,0.982486,-0.106141
0.326100,0.982380,-0.106451
0.327100,0.982273,-0.106761
0.328100,0.982166,-0.107071
0.329100,0.982059,-0.107380
0.330100,0.981952,-0.107690
0.331100,0.981844,-0.107999
0.332100,0.981736,-0.108308
0.333100,0.981627,-0.108617
0.334100,0.981518,-0.108926
0.335100,0.981409,-0.109235
0.336100,0.981300,-0.109543
0.337100,0.981190,-0.109852
0.338100,0.981080,-0.110160
0.339100,0.980970,-0.110468
0.340100,0.980859,-0.110776
0.341100,0.980748,-0.111084
0.342100,0.980637,-0.111392
0.343100,0.980526,-0.111699
0.344100,0.980414,-0.112007
0.345100,0.980302,-0.112314
0.346100,0.980189,-0.112621
0.347100,0.980076,-0.112928
0.348100,0.979963,-0.113235
0.349100,0.979850,-0.113542
0.350100,0.979736,-0.113848
0.351100,0.979622,-0.114155
0.352100,0.979508,-0.114461
0.353100,0.979393,-0.114767
0.354100,0.979278,-0.115073
0.355100,0.979163,-0.115379
0.356100,0.979048,-0.115684
0.357100,0.978932,-0.115990
0.358100,0.978816,-0.116295
0.359100,0.978699,-0.116600
0.360100,0.978582,-0.116905
0.361100,0.978465,-0.117210
0.362100,0.978348,-0.117515
0.363100,0.978230,-0.117820
0.364100,0.978112,-0.118124
0.365100,0.977994,-0.118428
0.366100,0.977875,-0.118732
0.367100,0.977757,-0.119036
0.368100,0.977637,-0.119340
0.369100,0.977518,-0.119644
0.370100,0.977398,-0.119947
0.371100,0.977278,-0.120251
0.372100,0.977158,-0.120554
0.373100,0.977037,-0.120857
0.374100,0.976916,-0.121160
0.375100,0.976795,-0.121462
0.376100,0.976673,-0.121765
0.377100,0.976551,-0.122067
0.378100,0.976429,-0.122370
0.379100,0.976306,-0.122672
0.380100,0.976183,-0.122974
0.381100,0.976060,-0.123275
0.382100,0.975937,-0.123577
0.383100,0.975813,-0.123878
0.384100,0.975689,-0.124180
0.385100,0.975565,-0.124481
0.386100,0.975440,-0.124782
0.387100,0.975315,-0.125083
0.388100,0.975190,-0.125383
0.389100,0.975065,-0.125684
0.390100,0.974939,-0.125984
0.391100,0.974813,-0.126284
0.392100,0.974686,-0.126584
0.393100,0.974559,-0.126884
0.394100,0.974432,-0.127184
0.395100,0.974305,-0.127483
0.396100,0.974177,-0.127783
0.397100,0.974049,-0.128082
0.398100,0.973921,-0.128381
0.399100,0.973793,-0.128680
0.400100,0.973664,-0.128978
0.401100,0.973535,-0.129277
0.402100,0.973405,-0.129575
0.403100,0.973276,-0.129873
0.404100,0.973146,-0.130171
0.405100,0.973015,-0.130469
0.406100,0.972885,-0.130767
0.407100,0.972754,-0.131064
0.408100,0.972622,-0.131362
0.409100,0.972491,-0.131659
0.410100,0.972359,-0.131956
0.411100,0.972227,-0.132253
0.412100,0.972095,-0.132549
0.413100,0.971962,-0.132846
0.414100,0.971829,-0.133142
0.415100,0.971696,-0.133438
0.416100,0.971562,-0.133734
0.417100,0.971428,-0.134030
0.418100,0.971294,-0.134326
0.419100,0.971160,-0.134621
0.420100,0.971025,-0.134916
0.421100,0.970890,-0.135212
0.422100,0.970754,-0.135507
0.423100,0.970619,-0.135801
0.424100,0.970483,-0.136096
0.425100,0.970347,-0.136390
0.426100,0.970210,-0.136685
0.427100,0.970073,-0.136979
0.428100,0.969936,-0.137273
0.429100,0.969799,-0.137566
0.430100,0.969661,-0.137860
0.431100,0.969523,-0.138153
0.432100,0.969385,-0.138446
0.433100,0.969246,-0.138739
0.434100,0.969107,-0.139032
0.435100,0.968968,-0.139325
0.436100,0.968828,-0.139617
0.437100,0.968689,-0.139910
0.438100,0.968549,-0.140202
0.439100,0.968408,-0.140494
0.440100,0.968268,-0.140785
0.441100,0.968127,-0.141077
0.442100,0.967985,-0.141368
0.443100,0.967844,-0.141660
0.444100,0.967702,-0.141951
0.445100,0.967560,-0.142242
0.446100,0.967418,-0.142532
0.447100,0.967275,-0.142823
0.448100,0.967132,-0.143113
0.449100,0.966989,-0.143403
0.450100,0.966845,-0.143693
0.451100,0.966701,-0.143983
0.452100,0.966557,-0.144273
0.453100,0.966413,-0.144562
0.454100,0.966268,-0.144851
0.455100,0.966123,-0.145140
0.456100,0.965978,-0.145429
0.457100,0.965832,-0.145718
0.458100,0.965686,-0.146006
0.459100,0.965540,-0.146295
0.460100,0.965394,-0.146583
0.461100,0.965247,-0.146871
0.462100,0.965100,-0.147158
0.463100,0.964953,-0.147446
0.464100,0.964805,-0.147733
0.465100,0.964657,-0.148020
0.466100,0.964509,-0.148307
0.467100,0.964361,-0.148594
0.468100,0.964212,-0.148881
0.469100,0.964063,-0.149167
0.470100,0.963914,-0.149454
0.471100,0.963764,-0.149740
0.472100,0.963614,-0.150025
0.473100,0.963464,-0.150311
0.474100,0.963314,-0.150597
0.475100,0.963163,-0.150882
0.476100,0.963012,-0.151167
0.477100,0.962860,-0.151452
0.478100,0.962709,-0.151737
0.479100,0.962557,-0.152021
0.480100,0.962405,-0.152305
0.481100,0.962252,-0.152590
0.482100,0.962100,-0.152874
0.483100,0.961947,-0.153157
0.484100,0.961793,-0.153441
0.485100,0.961640,-0.153724
0.486100,0.961486,-0.154007
0.487100,0.961332,-0.154290
0.488100,0.961177,-0.154573
0.489100,0.961023,-0.154856
0.490100,0.960868,-0.155138
0.491100,0.960712,-0.155420
0.492100,0.960557,-0.155702
0.493100,0.960401,-0.155984
0.494100,0.960245,-0.156266
0.495100,0.960088,-0.156547
0.496100,0.959932,-0.156828
0.497100,0.959775,-0.157109
0.498100,0.959617,-0.157390
0.499100,0.959460,-0.157671
0.500100,0.959302,-0.157951
0.501100,0.959144,-0.158232
0.502100,0.958986,-0.158512
0.503100,0.958827,-0.158791
0.504100,0.958668,-0.159071
0.505100,0.958509,-0.159351
0.506100,0.958349,-0.159630
0.507100,0.958190,-0.159909
0.508100,0.958030,-0.160188
0.509100,0.957869,-0.160466
0.510100,0.957709,-0.160745
0.511100,0.957548,-0.161023
0.512100,0.957387,-0.161301
0.513100,0.957225,-0.161579
0.514100,0.957063,-0.161856
0.515100,0.956901,-0.162134
0.516100,0.956739,-0.162411
0.517100,0.956577,-0.162688
0.518100,0.956414,-0.162965
0.519100,0.956251,-0.163242
0.520100,0.956087,-0.163518
0.521100,0.955924,-0.163794
0.522100,0.955760,-0.164070
0.523100,0.955596,-0.164346
0.524100,0.955431,-0.164622
0.525100,0.955266,-0.164897
0.526100,0.955101,-0.165172
0.527100,0.954936,-0.165447
0.528100,0.954770,-0.165722
0.529100,0.954604,-0.165996
0.530100,0.954438,-0.166271
0.531100,0.954272,-0.166545
0.532100,0.954105,-0.166819
0.533100,0.953938,-0.167093
0.534100,0.953771,-0.167366
0.535100,0.953604,-0.167640
0.536100,0.953436,-0.167913
0.537100,0.953268,-0.168186
0.538100,0.953099,-0.168458
0.539100,0.952931,-0.168731
0.540100,0.952762,-0.169003
0.541100,0.952593,-0.169275
0.542100,0.952423,-0.169547
0.543100,0.952254,-0.169819
0.544100,0.952084,-0.170090
0.545100,0.951914,-0.170361
0.546100,0.951743,-0.170632
0.547100,0.951572,-0.170903
0.548100,0.951401,-0.171174
0.549100,0.951230,-0.171444
0.550100,0.951058,-0.171714
0.551100,0.950887,-0.171984
0.552100,0.950714,-0.172254
0.553100,0.950542,-0.172523
0.554100,0.950369,-0.172793
0.555100,0.950196,-0.173062
0.556100,0.950023,-0.173331
0.557100,0.949850,-0.173599
0.558100,0.949676,-0.173868
0.559100,0.949502,-0.174136
0.560100,0.949328,-0.174404
0.561100,0.949153,-0.174672
0.562100,0.948978,-0.174940
0.563100,0.948803,-0.175207
0.564100,0.948628,-0.175474
0.565100,0.948452,-0.175741
0.566100,0.948277,-0.176008
0.567100,0.948100,-0.176274
0.568100,0.947924,-0.176541
0.569100,0.947747,-0.176807
0.570100,0.947570,-0.177073
0.571100,0.947393,-0.177338
0.572100,0.947216,-0.177604
0.573100,0.947038,-0.177869
0.574100,0.946860,-0.178134
0.575100,0.946682,-0.178399
0.576100,0.946503,-0.178663
0.577100,0.946324,-0.178928
0.578100,0.946145,-0.179192
0.579100,0.945966,-0.179456
0.580100,0.945786,-0.179720
0.581100,0.945607,-0.179983
0.582100,0.945426,-0.180246
0.583100,0.945246,-0.180509
0.584100,0.945065,-0.180772
0.585100,0.944884,-0.181035
0.586100,0.944703,-0.181297
0.587100,0.944522,-0.181559
0.588100,0.944340,-0.181821
0.589100,0.944158,-0.182083
0.590100,0.943976,-0.182344
0.591100,0.943794,-0.182606
0.592100,0.943611,-0.182867
0.593100,0.943428,-0.183127
0.594100,0.943245,-0.183388
0.595100,0.943061,-0.183648
0.596100,0.942877,-0.183909
0.597100,0.942693,-0.184169
0.598100,0.942509,-0.184428
0.599100,0.942324,-0.184688
0.600100,0.942140,-0.184947
0.601100,0.941954,-0.185206
0.602100,0.941769,-0.185465
0.603100,0.941584,-0.185723
0.604100,0.941398,-0.185982
0.605100,0.941212,-0.186240
0.606100,0.941025,-0.186498
0.607100,0.940839,-0.186755
0.608100,0.940652,-0.187013
0.609100,0.940465,-0.187270
0.610100,0.940277,-0.187527
0.611100,0.940090,-0.187784
0.612100,0.939902,-0.188040
0.613100,0.939713,-0.188297
0.614100,0.939525,-0.188553
0.615100,0.939336,-0.188809
0.616100,0.939147,-0.189064
0.617100,0.938958,-0.189320
0.618100,0.938769,-0.189575
0.619100,0.938579,-0.189830
0.620100,0.938389,-0.190084
0.621100,0.938199,-0.190339
0.622100,0.938008,-0.190593
0.623100,0.937818,-0.190847
0.624100,0.937627,-0.191101
0.625100,0.937435,-0.191355
0.626100,0.937244,-0.191608
0.627100,0.937052,-0.191861
0.628100,0.936860,-0.192114
0.629100,0.936668,-0.192366
0.630100,0.936476,-0.192619
0.631100,0.936283,-0.192871
0.632100,0.936090,-0.193123
0.633100,0.935897,-0.193375
0.634100,0.935703,-0.193626
0.635100,0.935509,-0.193877
0.636100,0.935315,-0.194128
0.637100,0.935121,-0.194379
0.638100,0.934927,-0.194630
0.639100,0.934732,-0.194880
0.640100,0.934537,-0.195130
0.641100,0.934342,-0.195380
0.642100,0.934146,-0.195630
0.643100,0.933950,-0.195879
0.644100,0.933754,-0.196128
0.645100,0.933558,-0.196377
0.646100,0.933362,-0.196626
0.647100,0.933165,-0.196874
0.648100,0.932968,-0.197122
0.649100,0.932771,-0.197370
0.650100,0.932573,-0.197618
0.651100,0.932375,-0.197866
0.652100,0.932177,-0.198113
0.653100,0.931979,-0.198360
0.654100,0.931781,-0.198607
0.655100,0.931582,-0.198853
0.656100,0.931383,-0.199100
0.657100,0.931184,-0.199346
0.658100,0.930984,-0.199592
0.659100,0.930784,-0.199837
0.660100,0.930584,-0.200082
0.661100,0.930384,-0.200328
0.662100,0.930184,-0.200573
0.663100,0.929983,-0.200817
0.664100,0.929782,-0.201062
0.665100,0.929581,-0.201306
0.666100,0.929380,-0.201550
0.667100,0.929178,-0.201793
0.668100,0.928976,-0.202037
0.669100,0.928774,-0.202280
0.670100,0.928571,-0.202523
0.671100,0.928369,-0.202766
0.672100,0.928166,-0.203008
0.673100,0.927963,-0.203251
0.674100,0.927759,-0.203493
0.675100,0.927556,-0.203734
0.676100,0.927352,-0.203976
0.677100,0.927148,-0.204217
0.678100,0.926944,-0.204458
0.679100,0.926739,-0.204699
0.680100,0.926534,-0.204940
0.681100,0.926329,-0.205180
0.682100,0.926124,-0.205420
0.683100,0.925918,-0.205660
0.684100,0.925712,-0.205900
0.685100,0.925506,-0.206139
0.686100,0.925300,-0.206378
0.687100,0.925094,-0.206617
0.688100,0.924887,-0.206856
0.689100,0.924680,-0.207094
0.690100,0.924473,-0.207332
0.691100,0.924265,-0.207570
0.692100,0.924058,-0.207808
0.693100,0.923850,-0.208045
0.694100,0.923642,-0.208282
0.695100,0.923433,-0.208519
0.696100,0.923224,-0.208756
0.697100,0.923016,-0.208992
0.698100,0.922806,-0.209228
0.699100,0.922597,-0.209464
0.700100,0.922388,-0.209700
0.701100,0.922178,-0.209936
0.702100,0.921968,-0.210171
0.703100,0.921757,-0.210406
0.704100,0.921547,-0.210641
0.705100,0.921336,-0.210875
0.706100,0.921125,-0.211109
0.707100,0.920914,-0.211343
0.708100,0.920702,-0.211577
0.709100,0.920491,-0.211810
0.710100,0.920279,-0.212044
0.711100,0.920067,-0.212277
0.712100,0.919854,-0.212509
0.713100,0.919642,-0.212742
0.714100,0.919429,-0.212974
0.715100,0.919216,-0.213206
0.716100,0.919002,-0.213438
0.717100,0.918789,-0.213669
0.718100,0.918575,-0.213901
0.719100,0.918361,-0.214132
0.720100,0.918147,-0.214363
0.721100,0.917932,-0.214593
0.722100,0.917718,-0.214823
0.723100,0.917503,-0.215053
0.724100,0.917287,-0.215283
0.725100,0.917072,-0.215513
0.726100,0.916856,-0.215742
0.727100,0.916641,-0.215971
0.728100,0.916425,-0.216200
0.729100,0.916208,-0.216428
0.730100,0.915992,-0.216657
0.731100,0.915775,-0.216885
0.732100,0.915558,-0.217112
0.733100,0.915341,-0.217340
0.734100,0.915123,-0.217567
0.735100,0.914906,-0.217794
0.736100,0.914688,-0.218021
0.737100,0.914469,-0.218247
0.738100,0.914251,-0.218474
0.739100,0.914033,-0.218700
0.740100,0.913814,-0.218925
0.741100,0.913595,-0.219151
0.742100,0.913375,-0.219376
0.743100,0.913156,-0.219601
0.744100,0.912936,-0.219826
0.745100,0.912716,-0.220051
0.746100,0.912496,-0.220275
0.747100,0.912276,-0.220499
0.748100,0.912055,-0.220722
0.749100,0.911834,-0.220946
0.750100,0.911613,-0.221169
0.751100,0.911392,-0.221392
0.752100,0.911170,-0.221615
0.753100,0.910949,-0.221837
0.754100,0.910727,-0.222060
0.755100,0.910505,-0.222282
0.756100,0.910282,-0.222503
0.757100,0.910060,-0.222725
0.758100,0.909837,-0.222946
0.759100,0.909614,-0.223167
0.760100,0.909390,-0.223388
0.761100,0.909167,-0.223608
0.762100,0.908943,-0.223828
0.763100,0.908719,-0.224048
0.764100,0.908495,-0.224268
0.765100,0.908271,-0.224487
0.766100,0.908046,-0.224707
0.767100,0.907821,-0.224925
0.768100,0.907596,-0.225144
0.769100,0.907371,-0.225362
0.770100,0.907146,-0.225581
0.771100,0.906920,-0.225799
0.772100,0.906694,-0.226016
0.773100,0.906468,-0.226234
0.774100,0.906241,-0.226451
0.775100,0.906015,-0.226668
0.776100,0.905788,-0.226884
0.777100,0.905561,-0.227100
0.778100,0.905334,-0.227317
0.779100,0.905107,-0.227532
0.780100,0.904879,-0.227748
0.781100,0.904651,-0.227963
0.782100,0.904423,-0.228178
0.783100,0.904195,-0.228393
0.784100,0.903966,-0.228608
0.785100,0.903737,-0.228822
0.786100,0.903509,-0.229036
0.787100,0.903279,-0.229250
0.788100,0.903050,-0.229463
0.789100,0.902820,-0.229677
0.790100,0.902591,-0.229890
0.791100,0.902361,-0.230102
0.792100,0.902130,-0.230315
0.793100,0.901900,-0.230527
0.794100,0.901669,-0.230739
0.795100,0.901439,-0.230951
0.796100,0.901208,-0.231162
0.797100,0.900976,-0.231373
0.798100,0.900745,-0.231584
0.799100,0.900513,-0.231795
0.800100,0.900281,-0.232005
0.801100,0.900049,-0.232216
0.802100,0.899817,-0.232425
0.803100,0.899584,-0.232635
0.804100,0.899351,-0.232844
0.805100,0.899119,-0.233054
0.806100,0.898885,-0.233262
0.807100,0.898652,-0.233471
0.808100,0.898418,-0.233679
0.809100,0.898185,-0.233887
0.810100,0.897951,-0.234095
0.811100,0.897716,-0.234303
0.812100,0.897482,-0.234510
0.813100,0.897247,-0.234717
0.814100,0.897013,-0.234924
0.815100,0.896778,-0.235130
0.816100,0.896542,-0.235337
0.817100,0.896307,-0.235543
0.818100,0.896071,-0.235748
0.819100,0.895835,-0.235954
0.820100,0.895599,-0.236159
0.821100,0.895363,-0.236364
0.822100,0.895127,-0.236569
0.823100,0.894890,-0.236773
0.824100,0.894653,-0.236977
0.825100,0.894416,-0.237181
0.826100,0.894179,-0.237385
0.827100,0.893941,-0.237588
0.828100,0.893704,-0.237791
0.829100,0.893466,-0.237994
0.830100,0.893228,-0.238196
0.831100,0.892989,-0.238399
0.832100,0.892751,-0.238601
0.833100,0.892512,-0.238803
0.834100,0.892273,-0.239004
0.835100,0.892034,-0.239205
0.836100,0.891795,-0.239406
0.837100,0.891555,-0.239607
0.838100,0.891316,-0.239808
0.839100,0.891076,-0.240008
0.840100,0.890836,-0.240208
0.841100,0.890595,-0.240407
0.842100,0.890355,-0.240607
0.843100,0.890114,-0.240806
0.844100,0.889873,-0.241005
0.845100,0.889632,-0.241203
0.846100,0.889391,-0.241402
0.847100,0.889149,-0.241600
0.848100,0.888907,-0.241798
0.849100,0.888666,-0.241995
0.850100,0.888424,-0.242193
0.851100,0.888181,-0.242390
0.852100,0.887939,-0.242586
0.853100,0.887696,-0.242783
0.854100,0.887453,-0.242979
0.855100,0.887210,-0.243175
0.856100,0.886967,-0.243371
0.857100,0.886723,-0.243566
0.858100,0.886480,-0.243761
0.859100,0.886236,-0.243956
0.860100,0.885992,-0.244151
0.861100,0.885748,-0.244345
0.862100,0.885503,-0.244539
0.863100,0.885258,-0.244733
0.864100,0.885014,-0.244927
0.865100,0.884769,-0.245120
0.866100,0.884523,-0.245313
0.867100,0.884278,-0.245506
0.868100,0.884032,-0.245699
0.869100,0.883787,-0.245891
0.870100,0.883541,-0.246083
0.871100,0.883294,-0.246275
0.872100,0.883048,-0.246466
