xi,theta,phi
0.219100,0.991975,-0.072486
0.220100,0.991902,-0.072807
0.221100,0.991829,-0.073128
0.222100,0.991756,-0.073449
0.223100,0.991682,-0.073770
0.224100,0.991608,-0.074091
0.225100,0.991534,-0.074412
0.226100,0.991459,-0.074733
0.227100,0.991384,-0.075053
0.228100,0.991309,-0.075374
0.229100,0.991234,-0.075694
0.230100,0.991158,-0.076015
0.231100,0.991082,-0.076335
0.232100,0.991005,-0.076655
0.233100,0.990928,-0.076975
0.234100,0.990851,-0.077294
0.235100,0.990774,-0.077614
0.236100,0.990696,-0.077934
0.237100,0.990618,-0.078253
0.238100,0.990539,-0.078572
0.239100,0.990461,-0.078892
0.240100,0.990382,-0.079211
0.241100,0.990302,-0.079530
0.242100,0.990223,-0.079849
0.243100,0.990143,-0.080167
0.244100,0.990062,-0.080486
0.245100,0.989982,-0.080805
0.246100,0.989901,-0.081123
0.247100,0.989819,-0.081441
0.248100,0.989738,-0.081759
0.249100,0.989656,-0.082077
0.250100,0.989574,-0.082395
0.251100,0.989491,-0.082713
0.252100,0.989408,-0.083031
0.253100,0.989325,-0.083348
0.254100,0.989242,-0.083666
0.255100,0.989158,-0.083983
0.256100,0.989074,-0.084300
0.257100,0.988989,-0.084617
0.258100,0.988904,-0.084934
0.259100,0.988819,-0.085251
0.260100,0.988734,-0.085568
0.261100,0.988648,-0.085884
0.262100,0.988562,-0.086201
0.263100,0.988476,-0.086517
0.264100,0.988389,-0.086833
0.265100,0.988302,-0.087149
0.266100,0.988215,-0.087465
0.267100,0.988127,-0.087781
0.268100,0.988039,-0.088097
0.269100,0.987951,-0.088412
0.270100,0.987862,-0.088728
0.271100,0.987773,-0.089043
0.272100,0.987684,-0.089358
0.273100,0.987595,-0.089673
0.274100,0.987505,-0.089988
0.275100,0.987415,-0.090303
0.276100,0.987324,-0.090618
0.277100,0.987234,-0.090932
0.278100,0.987142,-0.091246
0.279100,0.987051,-0.091561
0.280100,0.986959,-0.091875
0.281100,0.986867,-0.092189
0.282100,0.986775,-0.092503
0.283100,0.986682,-0.092816
0.284100,0.986589,-0.093130
0.285100,0.986496,-0.093443
0.286100,0.986402,-0.093757
0.287100,0.986309,-0.094070
0.288100,0.986214,-0.094383
0.289100,0.986120,-0.094696
0.290100,0.986025,-0.095008
0.291100,0.985930,-0.095321
0.292100,0.985834,-0.095633
0.293100,0.985738,-0.095946
0.294100,0.985642,-0.096258
0.295100,0.985546,-0.096570
0.296100,0.985449,-0.096882
0.297100,0.985352,-0.097194
0.298100,0.985255,-0.097505
0.299100,0.985157,-0.097817
0.300100,0.985059,-0.098128
0.301100,0.984961,-0.098439
0.302100,0.984862,-0.098750
0.303100,0.984763,-0.099061
0.304100,0.984664,-0.099372
0.305100,0.984565,-0.099683
0.306100,0.984465,-0.099993
0.307100,0.984365,-0.100303
0.308100,0.984264,-0.100614
0.309100,0.984163,-0.100924
0.310100,0.984062,-0.101234
0.311100,0.983961,-0.101543
0.312100,0.983859,-0.101853
0.313100,0.983757,-0.102162
0.314100,0.983655,-0.102472
0.315100,0.983552,-0.102781
0.316100,0.983449,-0.103090
0.317100,0.983346,-0.103399
0.318100,0.983243,-0.103707
0.319100,0.983139,-0.104016
0.320100,0.983035,-0.104324
0.321100,0.982930,-0.104633
0.322100,0.982825,-0.104941
0.323100,0.982720,-0.105249
0.324100,0.982615,-0.105557
0.325100,0.982509,-0.105864
0.326100,0.982403,-0.106172
0.327100,0.982297,-0.106479
0.328100,0.982190,-0.106786
0.329100,0.982083,-0.107093
0.330100,0.981976,-0.107400
0.331100,0.981868,-0.107707
0.332100,0.981761,-0.108013
0.333100,0.981652,-0.108320
0.334100,0.981544,-0.108626
0.335100,0.981435,-0.108932
0.336100,0.981326,-0.109238
0.337100,0.981217,-0.109544
0.338100,0.981107,-0.109849
0.339100,0.980997,-0.110155
0.340100,0.980887,-0.110460
0.341100,0.980776,-0.110765
0.342100,0.980665,-0.111070
0.343100,0.980554,-0.111375
0.344100,0.980442,-0.111680
0.345100,0.980331,-0.111984
0.346100,0.980218,-0.112289
0.347100,0.980106,-0.112593
0.348100,0.979993,-0.112897
0.349100,0.979880,-0.113201
0.350100,0.979767,-0.113505
0.351100,0.979653,-0.113808
0.352100,0.979539,-0.114111
0.353100,0.979425,-0.114415
0.354100,0.979310,-0.114718
0.355100,0.979195,-0.115021
0.356100,0.979080,-0.115323
0.357100,0.978965,-0.115626
0.358100,0.978849,-0.115928
0.359100,0.978733,-0.116230
0.360100,0.978617,-0.116532
0.361100,0.978500,-0.116834
0.362100,0.978383,-0.117136
0.363100,0.978266,-0.117438
0.364100,0.978148,-0.117739
0.365100,0.978030,-0.118040
0.366100,0.977912,-0.118341
0.367100,0.977793,-0.118642
0.368100,0.977675,-0.118943
0.369100,0.977556,-0.119243
0.370100,0.977436,-0.119544
0.371100,0.977317,-0.119844
0.372100,0.977197,-0.120144
0.373100,0.977076,-0.120444
0.374100,0.976956,-0.120743
0.375100,0.976835,-0.121043
0.376100,0.976714,-0.121342
0.377100,0.976592,-0.121641
0.378100,0.976470,-0.121940
0.379100,0.976348,-0.122239
0.380100,0.976226,-0.122538
0.381100,0.976103,-0.122836
0.382100,0.975980,-0.123135
0.383100,0.975857,-0.123433
0.384100,0.975733,-0.123731
0.385100,0.975609,-0.124028
0.386100,0.975485,-0.124326
0.387100,0.975361,-0.124623
0.388100,0.975236,-0.124921
0.389100,0.975111,-0.125218
0.390100,0.974986,-0.125514
0.391100,0.974860,-0.125811
0.392100,0.974734,-0.126108
0.393100,0.974608,-0.126404
0.394100,0.974481,-0.126700
0.395100,0.974354,-0.126996
0.396100,0.974227,-0.127292
0.397100,0.974100,-0.127588
0.398100,0.973972,-0.127883
0.399100,0.973844,-0.128178
0.400100,0.973716,-0.128473
0.401100,0.973587,-0.128768
0.402100,0.973458,-0.129063
0.403100,0.973329,-0.129357
0.404100,0.973199,-0.129652
0.405100,0.973070,-0.129946
0.406100,0.972939,-0.130240
0.407100,0.972809,-0.130534
0.408100,0.972678,-0.130827
0.409100,0.972547,-0.131121
0.410100,0.972416,-0.131414
0.411100,0.972285,-0.131707
0.412100,0.972153,-0.132000
0.413100,0.972021,-0.132292
0.414100,0.971888,-0.132585
0.415100,0.971755,-0.132877
0.416100,0.971622,-0.133169
0.417100,0.971489,-0.133461
0.418100,0.971355,-0.133753
0.419100,0.971222,-0.134044
0.420100,0.971087,-0.134336
0.421100,0.970953,-0.134627
0.422100,0.970818,-0.134918
0.423100,0.970683,-0.135209
0.424100,0.970548,-0.135499
0.425100,0.970412,-0.135790
0.426100,0.970276,-0.136080
0.427100,0.970140,-0.136370
0.428100,0.970003,-0.136660
0.429100,0.969867,-0.136949
0.430100,0.969729,-0.137239
0.431100,0.969592,-0.137528
0.432100,0.969454,-0.137817
0.433100,0.969316,-0.138106
0.434100,0.969178,-0.138395
0.435100,0.969040,-0.138683
0.436100,0.968901,-0.138971
0.437100,0.968762,-0.139259
0.438100,0.968622,-0.139547
0.439100,0.968483,-0.139835
0.440100,0.968343,-0.140123
0.441100,0.968202,-0.140410
0.442100,0.968062,-0.140697
0.443100,0.967921,-0.140984
0.444100,0.967780,-0.141271
0.445100,0.967638,-0.141557
0.446100,0.967497,-0.141843
0.447100,0.967355,-0.142129
0.448100,0.967212,-0.142415
0.449100,0.967070,-0.142701
0.450100,0.966927,-0.142987
0.451100,0.966784,-0.143272
0.452100,0.966641,-0.143557
0.453100,0.966497,-0.143842
0.454100,0.966353,-0.144127
0.455100,0.966209,-0.144411
0.456100,0.966064,-0.144695
0.457100,0.965919,-0.144980
0.458100,0.965774,-0.145263
0.459100,0.965629,-0.145547
0.460100,0.965483,-0.145831
0.461100,0.965337,-0.146114
0.462100,0.965191,-0.146397
0.463100,0.965044,-0.146680
0.464100,0.964897,-0.146963
0.465100,0.964750,-0.147245
0.466100,0.964603,-0.147527
0.467100,0.964455,-0.147809
0.468100,0.964307,-0.148091
0.469100,0.964159,-0.148373
0.470100,0.964011,-0.148654
0.471100,0.963862,-0.148936
0.472100,0.963713,-0.149217
0.473100,0.963563,-0.149497
0.474100,0.963414,-0.149778
0.475100,0.963264,-0.150059
0.476100,0.963114,-0.150339
0.477100,0.962963,-0.150619
0.478100,0.962812,-0.150898
0.479100,0.962661,-0.151178
0.480100,0.962510,-0.151457
0.481100,0.962358,-0.151737
0.482100,0.962206,-0.152016
0.483100,0.962054,-0.152294
0.484100,0.961902,-0.152573
0.485100,0.961749,-0.152851
0.486100,0.961596,-0.153129
0.487100,0.961443,-0.153407
0.488100,0.961289,-0.153685
0.489100,0.961136,-0.153962
0.490100,0.960981,-0.154240
0.491100,0.960827,-0.154517
0.492100,0.960672,-0.154793
0.493100,0.960517,-0.155070
0.494100,0.960362,-0.155346
0.495100,0.960207,-0.155623
0.496100,0.960051,-0.155899
0.497100,0.959895,-0.156174
0.498100,0.959739,-0.156450
0.499100,0.959582,-0.156725
0.500100,0.959425,-0.157000
0.501100,0.959268,-0.157275
0.502100,0.959111,-0.157550
0.503100,0.958953,-0.157824
0.504100,0.958795,-0.158099
0.505100,0.958637,-0.158373
0.506100,0.958478,-0.158646
0.507100,0.958319,-0.158920
0.508100,0.958160,-0.159193
0.509100,0.958001,-0.159467
0.510100,0.957842,-0.159740
0.511100,0.957682,-0.160012
0.512100,0.957521,-0.160285
0.513100,0.957361,-0.160557
0.514100,0.957200,-0.160829
0.515100,0.957039,-0.161101
0.516100,0.956878,-0.161373
0.517100,0.956717,-0.161644
0.518100,0.956555,-0.161915
0.519100,0.956393,-0.162186
0.520100,0.956231,-0.162457
0.521100,0.956068,-0.162727
0.522100,0.955905,-0.162998
0.523100,0.955742,-0.163268
0.524100,0.955579,-0.163538
0.525100,0.955415,-0.163807
0.526100,0.955251,-0.164077
0.527100,0.955087,-0.164346
0.528100,0.954922,-0.164615
0.529100,0.954757,-0.164883
0.530100,0.954592,-0.165152
0.531100,0.954427,-0.165420
0.532100,0.954262,-0.165688
0.533100,0.954096,-0.165956
0.534100,0.953930,-0.166224
0.535100,0.953763,-0.166491
0.536100,0.953597,-0.166758
0.537100,0.953430,-0.167025
0.538100,0.953263,-0.167292
0.539100,0.953095,-0.167558
0.540100,0.952928,-0.167825
0.541100,0.952760,-0.168091
0.542100,0.952591,-0.168356
0.543100,0.952423,-0.168622
0.544100,0.952254,-0.168887
0.545100,0.952085,-0.169152
0.546100,0.951916,-0.169417
0.547100,0.951746,-0.169682
0.548100,0.951576,-0.169946
0.549100,0.951406,-0.170211
0.550100,0.951236,-0.170475
0.551100,0.951065,-0.170738
0.552100,0.950895,-0.171002
0.553100,0.950723,-0.171265
0.554100,0.950552,-0.171528
0.555100,0.950380,-0.171791
0.556100,0.950208,-0.172053
0.557100,0.950036,-0.172316
0.558100,0.949864,-0.172578
0.559100,0.949691,-0.172840
0.560100,0.949518,-0.173101
0.561100,0.949345,-0.173363
0.562100,0.949171,-0.173624
0.563100,0.948998,-0.173885
0.564100,0.948824,-0.174146
0.565100,0.948649,-0.174406
0.566100,0.948475,-0.174666
0.567100,0.948300,-0.174926
0.568100,0.948125,-0.175186
0.569100,0.947950,-0.175446
0.570100,0.947774,-0.175705
0.571100,0.947598,-0.175964
0.572100,0.947422,-0.176223
0.573100,0.947246,-0.176481
0.574100,0.947069,-0.176740
0.575100,0.946892,-0.176998
0.576100,0.946715,-0.177256
0.577100,0.946538,-0.177513
0.578100,0.946360,-0.177771
0.579100,0.946182,-0.178028
0.580100,0.946004,-0.178285
0.581100,0.945826,-0.178542
0.582100,0.945647,-0.178798
0.583100,0.945468,-0.179054
0.584100,0.945289,-0.179310
0.585100,0.945109,-0.179566
0.586100,0.944930,-0.179822
0.587100,0.944750,-0.180077
0.588100,0.944570,-0.180332
0.589100,0.944389,-0.180587
0.590100,0.944208,-0.180841
0.591100,0.944027,-0.181095
0.592100,0.943846,-0.181350
0.593100,0.943665,-0.181603
0.594100,0.943483,-0.181857
0.595100,0.943301,-0.182110
0.596100,0.943119,-0.182363
0.597100,0.942936,-0.182616
0.598100,0.942754,-0.182869
0.599100,0.942571,-0.183121
0.600100,0.942387,-0.183373
0.601100,0.942204,-0.183625
0.602100,0.942020,-0.183877
0.603100,0.941836,-0.184128
0.604100,0.941652,-0.184379
0.605100,0.941467,-0.184630
0.606100,0.941283,-0.184881
0.607100,0.941098,-0.185131
0.608100,0.940912,-0.185382
0.609100,0.940727,-0.185632
0.610100,0.940541,-0.185881
0.611100,0.940355,-0.186131
0.612100,0.940169,-0.186380
0.613100,0.939982,-0.186629
0.614100,0.939796,-0.186878
0.615100,0.939609,-0.187126
0.616100,0.939421,-0.187374
0.617100,0.939234,-0.187622
0.618100,0.939046,-0.187870
0.619100,0.938858,-0.188117
0.620100,0.938670,-0.188365
0.621100,0.938481,-0.188612
0.622100,0.938293,-0.188858
0.623100,0.938104,-0.189105
0.624100,0.937914,-0.189351
0.625100,0.937725,-0.189597
0.626100,0.937535,-0.189843
0.627100,0.937345,-0.190088
0.628100,0.937155,-0.190333
0.629100,0.936965,-0.190578
0.630100,0.936774,-0.190823
0.631100,0.936583,-0.191068
0.632100,0.936392,-0.191312
0.633100,0.936200,-0.191556
0.634100,0.936009,-0.191800
0.635100,0.935817,-0.192043
0.636100,0.935625,-0.192286
0.637100,0.935432,-0.192529
0.638100,0.935239,-0.192772
0.639100,0.935047,-0.193015
0.640100,0.934853,-0.193257
0.641100,0.934660,-0.193499
0.642100,0.934466,-0.193741
0.643100,0.934273,-0.193982
0.644100,0.934078,-0.194223
0.645100,0.933884,-0.194464
0.646100,0.933690,-0.194705
0.647100,0.933495,-0.194945
0.648100,0.933300,-0.195186
0.649100,0.933104,-0.195426
0.650100,0.932909,-0.195665
0.651100,0.932713,-0.195905
0.652100,0.932517,-0.196144
0.653100,0.932321,-0.196383
0.654100,0.932124,-0.196622
0.655100,0.931927,-0.196860
0.656100,0.931731,-0.197098
0.657100,0.931533,-0.197336
0.658100,0.931336,-0.197574
0.659100,0.931138,-0.197811
0.660100,0.930940,-0.198049
0.661100,0.930742,-0.198285
0.662100,0.930544,-0.198522
0.663100,0.930345,-0.198759
0.664100,0.930146,-0.198995
0.665100,0.929947,-0.199231
0.666100,0.929748,-0.199466
0.667100,0.929548,-0.199702
0.668100,0.929348,-0.199937
0.669100,0.929148,-0.200172
0.670100,0.928948,-0.200406
0.671100,0.928747,-0.200640
0.672100,0.928547,-0.200875
0.673100,0.928346,-0.201108
0.674100,0.928144,-0.201342
0.675100,0.927943,-0.201575
0.676100,0.927741,-0.201808
0.677100,0.927539,-0.202041
0.678100,0.927337,-0.202274
0.679100,0.927135,-0.202506
0.680100,0.926932,-0.202738
0.681100,0.926729,-0.202970
0.682100,0.926526,-0.203201
0.683100,0.926323,-0.203433
0.684100,0.926119,-0.203663
0.685100,0.925916,-0.203894
0.686100,0.925712,-0.204125
0.687100,0.925507,-0.204355
0.688100,0.925303,-0.204585
0.689100,0.925098,-0.204815
0.690100,0.924893,-0.205044
0.691100,0.924688,-0.205273
0.692100,0.924483,-0.205502
0.693100,0.924277,-0.205731
0.694100,0.924071,-0.205959
0.695100,0.923865,-0.206187
0.696100,0.923659,-0.206415
0.697100,0.923452,-0.206643
0.698100,0.923246,-0.206870
0.699100,0.923039,-0.207097
0.700100,0.922831,-0.207324
0.701100,0.922624,-0.207550
0.702100,0.922416,-0.207777
0.703100,0.922208,-0.208003
0.704100,0.922000,-0.208228
0.705100,0.921792,-0.208454
0.706100,0.921583,-0.208679
0.707100,0.921375,-0.208904
0.708100,0.921166,-0.209129
0.709100,0.920956,-0.209353
0.710100,0.920747,-0.209577
0.711100,0.920537,-0.209801
0.712100,0.920327,-0.210025
0.713100,0.920117,-0.210248
0.714100,0.919907,-0.210471
0.715100,0.919696,-0.210694
0.716100,0.919485,-0.210917
0.717100,0.919274,-0.211139
0.718100,0.919063,-0.211361
0.719100,0.918852,-0.211583
0.720100,0.918640,-0.211805
0.721100,0.918428,-0.212026
0.722100,0.918216,-0.212247
0.723100,0.918004,-0.212468
0.724100,0.917791,-0.212688
0.725100,0.917578,-0.212908
0.726100,0.917365,-0.213128
0.727100,0.917152,-0.213348
0.728100,0.916938,-0.213567
0.729100,0.916725,-0.213786
0.730100,0.916511,-0.214005
0.731100,0.916297,-0.214224
0.732100,0.916082,-0.214442
0.733100,0.915868,-0.214660
0.734100,0.915653,-0.214878
0.735100,0.915438,-0.215095
0.736100,0.915223,-0.215313
0.737100,0.915007,-0.215530
0.738100,0.914792,-0.215746
0.739100,0.914576,-0.215963
0.740100,0.914360,-0.216179
0.741100,0.914144,-0.216395
0.742100,0.913927,-0.216611
0.743100,0.913710,-0.216826
0.744100,0.913493,-0.217041
0.745100,0.913276,-0.217256
0.746100,0.913059,-0.217471
0.747100,0.912841,-0.217685
0.748100,0.912624,-0.217899
0.749100,0.912406,-0.218113
0.750100,0.912187,-0.218326
0.751100,0.911969,-0.218539
0.752100,0.911750,-0.218752
0.753100,0.911531,-0.218965
0.754100,0.911312,-0.219177
0.755100,0.911093,-0.219390
0.756100,0.910874,-0.219602
0.757100,0.910654,-0.219813
0.758100,0.910434,-0.220024
0.759100,0.910214,-0.220236
0.760100,0.909993,-0.220446
0.761100,0.909773,-0.220657
0.762100,0.909552,-0.220867
0.763100,0.909331,-0.221077
0.764100,0.909110,-0.221287
0.765100,0.908889,-0.221496
0.766100,0.908667,-0.221705
0.767100,0.908445,-0.221914
0.768100,0.908223,-0.222123
0.769100,0.908001,-0.222331
0.770100,0.907779,-0.222539
0.771100,0.907556,-0.222747
0.772100,0.907333,-0.222955
0.773100,0.907110,-0.223162
0.774100,0.906887,-0.223369
0.775100,0.906663,-0.223576
0.776100,0.906440,-0.223782
0.777100,0.906216,-0.223988
0.778100,0.905992,-0.224194
0.779100,0.905767,-0.224400
0.780100,0.905543,-0.224605
0.781100,0.905318,-0.224810
0.782100,0.905093,-0.225015
0.783100,0.904868,-0.225220
0.784100,0.904643,-0.225424
0.785100,0.904417,-0.225628
0.786100,0.904191,-0.225832
0.787100,0.903966,-0.226035
0.788100,0.903739,-0.226238
0.789100,0.903513,-0.226441
0.790100,0.903287,-0.226644
0.791100,0.903060,-0.226846
0.792100,0.902833,-0.227048
0.793100,0.902606,-0.227250
0.794100,0.902378,-0.227451
0.795100,0.902151,-0.227653
0.796100,0.901923,-0.227854
0.797100,0.901695,-0.228054
0.798100,0.901467,-0.228255
0.799100,0.901239,-0.228455
0.800100,0.901010,-0.228655
0.801100,0.900781,-0.228854
0.802100,0.900552,-0.229054
0.803100,0.900323,-0.229253
0.804100,0.900094,-0.229452
0.805100,0.899864,-0.229650
0.806100,0.899634,-0.229848
0.807100,0.899405,-0.230046
0.808100,0.899174,-0.230244
0.809100,0.898944,-0.230441
0.810100,0.898714,-0.230638
0.811100,0.898483,-0.230835
0.812100,0.898252,-0.231032
0.813100,0.898021,-0.231228
0.814100,0.897789,-0.231424
0.815100,0.897558,-0.231620
0.816100,0.897326,-0.231815
0.817100,0.897094,-0.232011
0.818100,0.896862,-0.232206
0.819100,0.896630,-0.232400
0.820100,0.896397,-0.232594
0.821100,0.896165,-0.232789
0.822100,0.895932,-0.232982
0.823100,0.895699,-0.233176
0.824100,0.895465,-0.233369
0.825100,0.895232,-0.233562
0.826100,0.894998,-0.233755
0.827100,0.894764,-0.233947
0.828100,0.894530,-0.234139
0.829100,0.894296,-0.234331
0.830100,0.894062,-0.234523
0.831100,0.893827,-0.234714
0.832100,0.893592,-0.234905
0.833100,0.893357,-0.235096
0.834100,0.893122,-0.235286
0.835100,0.892887,-0.235477
0.836100,0.892651,-0.235667
0.837100,0.892415,-0.235856
0.838100,0.892179,-0.236046
0.839100,0.891943,-0.236235
0.840100,0.891707,-0.236424
0.841100,0.891470,-0.236612
0.842100,0.891234,-0.236800
0.843100,0.890997,-0.236988
0.844100,0.890760,-0.237176
0.845100,0.890522,-0.237363
0.846100,0.890285,-0.237551
0.847100,0.890047,-0.237737
0.848100,0.889810,-0.237924
0.849100,0.889572,-0.238110
0.850100,0.889333,-0.238296
0.851100,0.889095,-0.238482
0.852100,0.888856,-0.238668
0.853100,0.888618,-0.238853
0.854100,0.888379,-0.239038
0.855100,0.888140,-0.239222
0.856100,0.887900,-0.239407
0.857100,0.887661,-0.239591
0.858100,0.887421,-0.239775
0.859100,0.887181,-0.239958
0.860100,0.886941,-0.240141
0.861100,0.886701,-0.240324
0.862100,0.886460,-0.240507
0.863100,0.886220,-0.240689
0.864100,0.885979,-0.240872
0.865100,0.885738,-0.241053
0.866100,0.885497,-0.241235
0.867100,0.885256,-0.241416
0.868100,0.885014,-0.241597
0.869100,0.884772,-0.241778
0.870100,0.884531,-0.241959
0.871100,0.884289,-0.242139
0.872100,0.884046,-0.242319
