xi,theta,phi
0.219100,0.991984,-0.072312
0.220100,0.991912,-0.072631
0.221100,0.991839,-0.072950
0.222100,0.991766,-0.073269
0.223100,0.991692,-0.073587
0.224100,0.991619,-0.073906
0.225100,0.991545,-0.074224
0.226100,0.991470,-0.074542
0.227100,0.991396,-0.074860
0.228100,0.991321,-0.075178
0.229100,0.991245,-0.075496
0.230100,0.991170,-0.075814
0.231100,0.991094,-0.076131
0.232100,0.991017,-0.076449
0.233100,0.990941,-0.076766
0.234100,0.990864,-0.077083
0.235100,0.990787,-0.077400
0.236100,0.990709,-0.077717
0.237100,0.990631,-0.078034
0.238100,0.990553,-0.078351
0.239100,0.990474,-0.078667
0.240100,0.990396,-0.078983
0.241100,0.990316,-0.079300
0.242100,0.990237,-0.079616
0.243100,0.990157,-0.079932
0.244100,0.990077,-0.080247
0.245100,0.989997,-0.080563
0.246100,0.989916,-0.080878
0.247100,0.989835,-0.081194
0.248100,0.989754,-0.081509
0.249100,0.989672,-0.081824
0.250100,0.989590,-0.082139
0.251100,0.989508,-0.082454
0.252100,0.989425,-0.082769
0.253100,0.989342,-0.083083
0.254100,0.989259,-0.083397
0.255100,0.989175,-0.083712
0.256100,0.989091,-0.084026
0.257100,0.989007,-0.084340
0.258100,0.988923,-0.084653
0.259100,0.988838,-0.084967
0.260100,0.988753,-0.085280
0.261100,0.988667,-0.085594
0.262100,0.988582,-0.085907
0.263100,0.988496,-0.086220
0.264100,0.988409,-0.086533
0.265100,0.988322,-0.086846
0.266100,0.988235,-0.087158
0.267100,0.988148,-0.087471
0.268100,0.988061,-0.087783
0.269100,0.987973,-0.088095
0.270100,0.987884,-0.088407
0.271100,0.987796,-0.088719
0.272100,0.987707,-0.089030
0.273100,0.987618,-0.089342
0.274100,0.987528,-0.089653
0.275100,0.987438,-0.089964
0.276100,0.987348,-0.090275
0.277100,0.987258,-0.090586
0.278100,0.987167,-0.090897
0.279100,0.987076,-0.091208
0.280100,0.986985,-0.091518
0.281100,0.986893,-0.091828
0.282100,0.986801,-0.092138
0.283100,0.986709,-0.092448
0.284100,0.986616,-0.092758
0.285100,0.986523,-0.093067
0.286100,0.986430,-0.093377
0.287100,0.986337,-0.093686
0.288100,0.986243,-0.093995
0.289100,0.986149,-0.094304
0.290100,0.986054,-0.094613
0.291100,0.985959,-0.094922
0.292100,0.985864,-0.095230
0.293100,0.985769,-0.095538
0.294100,0.985673,-0.095847
0.295100,0.985577,-0.096155
0.296100,0.985481,-0.096462
0.297100,0.985384,-0.096770
0.298100,0.985287,-0.097077
0.299100,0.985190,-0.097385
0.300100,0.985093,-0.097692
0.301100,0.984995,-0.097999
0.302100,0.984897,-0.098306
0.303100,0.984798,-0.098612
0.304100,0.984699,-0.098919
0.305100,0.984600,-0.099225
0.306100,0.984501,-0.099531
0.307100,0.984401,-0.099837
0.308100,0.984301,-0.100143
0.309100,0.984201,-0.100448
0.310100,0.984100,-0.100754
0.311100,0.983999,-0.101059
0.312100,0.983898,-0.101364
0.313100,0.983797,-0.101669
0.314100,0.983695,-0.101974
0.315100,0.983593,-0.102278
0.316100,0.983490,-0.102583
0.317100,0.983388,-0.102887
0.318100,0.983284,-0.103191
0.319100,0.983181,-0.103495
0.320100,0.983078,-0.103798
0.321100,0.982974,-0.104102
0.322100,0.982869,-0.104405
0.323100,0.982765,-0.104708
0.324100,0.982660,-0.105011
0.325100,0.982555,-0.105314
0.326100,0.982449,-0.105616
0.327100,0.982343,-0.105919
0.328100,0.982237,-0.106221
0.329100,0.982131,-0.106523
0.330100,0.982024,-0.106825
0.331100,0.981917,-0.107127
0.332100,0.981810,-0.107428
0.333100,0.981703,-0.107729
0.334100,0.981595,-0.108031
0.335100,0.981486,-0.108331
0.336100,0.981378,-0.108632
0.337100,0.981269,-0.108933
0.338100,0.981160,-0.109233
0.339100,0.981051,-0.109533
0.340100,0.980941,-0.109833
0.341100,0.980831,-0.110133
0.342100,0.980721,-0.110433
0.343100,0.980610,-0.110732
0.344100,0.980499,-0.111032
0.345100,0.980388,-0.111331
0.346100,0.980277,-0.111629
0.347100,0.980165,-0.111928
0.348100,0.980053,-0.112227
0.349100,0.979940,-0.112525
0.350100,0.979828,-0.112823
0.351100,0.979715,-0.113121
0.352100,0.979602,-0.113419
0.353100,0.979488,-0.113716
0.354100,0.979374,-0.114014
0.355100,0.979260,-0.114311
0.356100,0.979145,-0.114608
0.357100,0.979031,-0.114904
0.358100,0.978916,-0.115201
0.359100,0.978800,-0.115497
0.360100,0.978685,-0.115793
0.361100,0.978569,-0.116089
0.362100,0.978452,-0.116385
0.363100,0.978336,-0.116681
0.364100,0.978219,-0.116976
0.365100,0.978102,-0.117271
0.366100,0.977985,-0.117566
0.367100,0.977867,-0.117861
0.368100,0.977749,-0.118156
0.369100,0.977631,-0.118450
0.370100,0.977512,-0.118744
0.371100,0.977393,-0.119038
0.372100,0.977274,-0.119332
0.373100,0.977154,-0.119626
0.374100,0.977035,-0.119919
0.375100,0.976915,-0.120212
0.376100,0.976794,-0.120505
0.377100,0.976674,-0.120798
0.378100,0.976553,-0.121090
0.379100,0.976431,-0.121383
0.380100,0.976310,-0.121675
0.381100,0.976188,-0.121967
0.382100,0.976066,-0.122259
0.383100,0.975944,-0.122550
0.384100,0.975821,-0.122842
0.385100,0.975698,-0.123133
0.386100,0.975575,-0.123424
0.387100,0.975451,-0.123714
0.388100,0.975327,-0.124005
0.389100,0.975203,-0.124295
0.390100,0.975079,-0.124585
0.391100,0.974954,-0.124875
0.392100,0.974829,-0.125165
0.393100,0.974703,-0.125454
0.394100,0.974578,-0.125743
0.395100,0.974452,-0.126033
0.396100,0.974326,-0.126321
0.397100,0.974199,-0.126610
0.398100,0.974073,-0.126898
0.399100,0.973946,-0.127187
0.400100,0.973818,-0.127475
0.401100,0.973691,-0.127762
0.402100,0.973563,-0.128050
0.403100,0.973434,-0.128337
0.404100,0.973306,-0.128624
0.405100,0.973177,-0.128911
0.406100,0.973048,-0.129198
0.407100,0.972919,-0.129484
0.408100,0.972789,-0.129771
0.409100,0.972659,-0.130057
0.410100,0.972529,-0.130342
0.411100,0.972399,-0.130628
0.412100,0.972268,-0.130913
0.413100,0.972137,-0.131199
0.414100,0.972005,-0.131484
0.415100,0.971874,-0.131768
0.416100,0.971742,-0.132053
0.417100,0.971610,-0.132337
0.418100,0.971477,-0.132621
0.419100,0.971344,-0.132905
0.420100,0.971211,-0.133189
0.421100,0.971078,-0.133472
0.422100,0.970944,-0.133755
0.423100,0.970811,-0.134038
0.424100,0.970676,-0.134321
0.425100,0.970542,-0.134604
0.426100,0.970407,-0.134886
0.427100,0.970272,-0.135168
0.428100,0.970137,-0.135450
0.429100,0.970001,-0.135731
0.430100,0.969865,-0.136013
0.431100,0.969729,-0.136294
0.432100,0.969593,-0.136575
0.433100,0.969456,-0.136856
0.434100,0.969319,-0.137136
0.435100,0.969182,-0.137416
0.436100,0.969044,-0.137696
0.437100,0.968906,-0.137976
0.438100,0.968768,-0.138256
0.439100,0.968630,-0.138535
0.440100,0.968491,-0.138814
0.441100,0.968352,-0.139093
0.442100,0.968213,-0.139372
0.443100,0.968074,-0.139650
0.444100,0.967934,-0.139929
0.445100,0.967794,-0.140207
0.446100,0.967653,-0.140484
0.447100,0.967513,-0.140762
0.448100,0.967372,-0.141039
0.449100,0.967231,-0.141316
0.450100,0.967089,-0.141593
0.451100,0.966947,-0.141870
0.452100,0.966805,-0.142146
0.453100,0.966663,-0.142422
0.454100,0.966521,-0.142698
0.455100,0.966378,-0.142974
0.456100,0.966235,-0.143249
0.457100,0.966091,-0.143524
0.458100,0.965948,-0.143799
0.459100,0.965804,-0.144074
0.460100,0.965659,-0.144348
0.461100,0.965515,-0.144623
0.462100,0.965370,-0.144897
0.463100,0.965225,-0.145171
0.464100,0.965080,-0.145444
0.465100,0.964934,-0.145717
0.466100,0.964788,-0.145990
0.467100,0.964642,-0.146263
0.468100,0.964496,-0.146536
0.469100,0.964349,-0.146808
0.470100,0.964202,-0.147080
0.471100,0.964055,-0.147352
0.472100,0.963908,-0.147624
0.473100,0.963760,-0.147895
0.474100,0.963612,-0.148166
0.475100,0.963464,-0.148437
0.476100,0.963315,-0.148708
0.477100,0.963166,-0.148978
0.478100,0.963017,-0.149249
0.479100,0.962868,-0.149519
0.480100,0.962718,-0.149788
0.481100,0.962568,-0.150058
0.482100,0.962418,-0.150327
0.483100,0.962267,-0.150596
0.484100,0.962117,-0.150865
0.485100,0.961966,-0.151133
0.486100,0.961814,-0.151401
0.487100,0.961663,-0.151669
0.488100,0.961511,-0.151937
0.489100,0.961359,-0.152205
0.490100,0.961207,-0.152472
0.491100,0.961054,-0.152739
0.492100,0.960901,-0.153006
0.493100,0.960748,-0.153272
0.494100,0.960595,-0.153538
0.495100,0.960441,-0.153804
0.496100,0.960287,-0.154070
0.497100,0.960133,-0.154336
0.498100,0.959978,-0.154601
0.499100,0.959824,-0.154866
0.500100,0.959669,-0.155131
0.501100,0.959513,-0.155395
0.502100,0.959358,-0.155660
0.503100,0.959202,-0.155924
0.504100,0.959046,-0.156187
0.505100,0.958890,-0.156451
0.506100,0.958733,-0.156714
0.507100,0.958576,-0.156977
0.508100,0.958419,-0.157240
0.509100,0.958262,-0.157503
0.510100,0.958104,-0.157765
0.511100,0.957946,-0.158027
0.512100,0.957788,-0.158289
0.513100,0.957630,-0.158550
0.514100,0.957471,-0.158812
0.515100,0.957312,-0.159073
0.516100,0.957153,-0.159333
0.517100,0.956993,-0.159594
0.518100,0.956834,-0.159854
0.519100,0.956674,-0.160114
0.520100,0.956513,-0.160374
0.521100,0.956353,-0.160633
0.522100,0.956192,-0.160892
0.523100,0.956031,-0.161151
0.524100,0.955870,-0.161410
0.525100,0.955708,-0.161669
0.526100,0.955546,-0.161927
0.527100,0.955384,-0.162185
0.528100,0.955222,-0.162442
0.529100,0.955060,-0.162700
0.530100,0.954897,-0.162957
0.531100,0.954734,-0.163214
0.532100,0.954570,-0.163471
0.533100,0.954407,-0.163727
0.534100,0.954243,-0.163983
0.535100,0.954079,-0.164239
0.536100,0.953914,-0.164495
0.537100,0.953750,-0.164750
0.538100,0.953585,-0.165005
0.539100,0.953420,-0.165260
0.540100,0.953254,-0.165515
0.541100,0.953089,-0.165769
0.542100,0.952923,-0.166023
0.543100,0.952757,-0.166277
0.544100,0.952590,-0.166530
0.545100,0.952424,-0.166783
0.546100,0.952257,-0.167036
0.547100,0.952090,-0.167289
0.548100,0.951922,-0.167542
0.549100,0.951754,-0.167794
0.550100,0.951586,-0.168046
0.551100,0.951418,-0.168298
0.552100,0.951250,-0.168549
0.553100,0.951081,-0.168800
0.554100,0.950912,-0.169051
0.555100,0.950743,-0.169302
0.556100,0.950574,-0.169552
0.557100,0.950404,-0.169802
0.558100,0.950234,-0.170052
0.559100,0.950064,-0.170302
0.560100,0.949893,-0.170551
0.561100,0.949723,-0.170800
0.562100,0.949552,-0.171049
0.563100,0.949381,-0.171297
0.564100,0.949209,-0.171545
0.565100,0.949038,-0.171793
0.566100,0.948866,-0.172041
0.567100,0.948694,-0.172289
0.568100,0.948521,-0.172536
0.569100,0.948348,-0.172783
0.570100,0.948176,-0.173029
0.571100,0.948002,-0.173276
0.572100,0.947829,-0.173522
0.573100,0.947655,-0.173767
0.574100,0.947481,-0.174013
0.575100,0.947307,-0.174258
0.576100,0.947133,-0.174503
0.577100,0.946958,-0.174748
0.578100,0.946783,-0.174993
0.579100,0.946608,-0.175237
0.580100,0.946433,-0.175481
0.581100,0.946257,-0.175724
0.582100,0.946082,-0.175968
0.583100,0.945905,-0.176211
0.584100,0.945729,-0.176454
0.585100,0.945553,-0.176696
0.586100,0.945376,-0.176939
0.587100,0.945199,-0.177181
0.588100,0.945021,-0.177422
0.589100,0.944844,-0.177664
0.590100,0.944666,-0.177905
0.591100,0.944488,-0.178146
0.592100,0.944310,-0.178387
0.593100,0.944131,-0.178627
0.594100,0.943953,-0.178867
0.595100,0.943774,-0.179107
0.596100,0.943594,-0.179346
0.597100,0.943415,-0.179586
0.598100,0.943235,-0.179825
0.599100,0.943055,-0.180063
0.600100,0.942875,-0.180302
0.601100,0.942695,-0.180540
0.602100,0.942514,-0.180778
0.603100,0.942333,-0.181016
0.604100,0.942152,-0.181253
0.605100,0.941971,-0.181490
0.606100,0.941789,-0.181727
0.607100,0.941607,-0.181963
0.608100,0.941425,-0.182200
0.609100,0.941243,-0.182436
0.610100,0.941060,-0.182671
0.611100,0.940877,-0.182907
0.612100,0.940694,-0.183142
0.613100,0.940511,-0.183377
0.614100,0.940328,-0.183611
0.615100,0.940144,-0.183846
0.616100,0.939960,-0.184080
0.617100,0.939776,-0.184313
0.618100,0.939591,-0.184547
0.619100,0.939407,-0.184780
0.620100,0.939222,-0.185013
0.621100,0.939037,-0.185246
0.622100,0.938851,-0.185478
0.623100,0.938666,-0.185710
0.624100,0.938480,-0.185942
0.625100,0.938294,-0.186173
0.626100,0.938107,-0.186404
0.627100,0.937921,-0.186635
0.628100,0.937734,-0.186866
0.629100,0.937547,-0.187096
0.630100,0.937360,-0.187327
0.631100,0.937172,-0.187556
0.632100,0.936985,-0.187786
0.633100,0.936797,-0.188015
0.634100,0.936609,-0.188244
0.635100,0.936420,-0.188473
0.636100,0.936232,-0.188701
0.637100,0.936043,-0.188929
0.638100,0.935854,-0.189157
0.639100,0.935665,-0.189385
0.640100,0.935475,-0.189612
0.641100,0.935285,-0.189839
0.642100,0.935096,-0.190066
0.643100,0.934905,-0.190292
0.644100,0.934715,-0.190518
0.645100,0.934524,-0.190744
0.646100,0.934333,-0.190970
0.647100,0.934142,-0.191195
0.648100,0.933951,-0.191420
0.649100,0.933760,-0.191645
0.650100,0.933568,-0.191869
0.651100,0.933376,-0.192093
0.652100,0.933184,-0.192317
0.653100,0.932991,-0.192541
0.654100,0.932799,-0.192764
0.655100,0.932606,-0.192987
0.656100,0.932413,-0.193210
0.657100,0.932219,-0.193432
0.658100,0.932026,-0.193654
0.659100,0.931832,-0.193876
0.660100,0.931638,-0.194098
0.661100,0.931444,-0.194319
0.662100,0.931249,-0.194540
0.663100,0.931055,-0.194761
0.664100,0.930860,-0.194981
0.665100,0.930665,-0.195201
0.666100,0.930469,-0.195421
0.667100,0.930274,-0.195640
0.668100,0.930078,-0.195860
0.669100,0.929882,-0.196079
0.670100,0.929686,-0.196297
0.671100,0.929490,-0.196516
0.672100,0.929293,-0.196734
0.673100,0.929096,-0.196952
0.674100,0.928899,-0.197169
0.675100,0.928702,-0.197386
0.676100,0.928504,-0.197603
0.677100,0.928307,-0.197820
0.678100,0.928109,-0.198036
0.679100,0.927910,-0.198253
0.680100,0.927712,-0.198468
0.681100,0.927514,-0.198684
0.682100,0.927315,-0.198899
0.683100,0.927116,-0.199114
0.684100,0.926916,-0.199329
0.685100,0.926717,-0.199543
0.686100,0.926517,-0.199757
0.687100,0.926318,-0.199971
0.688100,0.926117,-0.200184
0.689100,0.925917,-0.200397
0.690100,0.925717,-0.200610
0.691100,0.925516,-0.200823
0.692100,0.925315,-0.201035
0.693100,0.925114,-0.201247
0.694100,0.924913,-0.201459
0.695100,0.924711,-0.201670
0.696100,0.924509,-0.201881
0.697100,0.924307,-0.202092
0.698100,0.924105,-0.202303
0.699100,0.923903,-0.202513
0.700100,0.923700,-0.202723
0.701100,0.923497,-0.202933
0.702100,0.923294,-0.203142
0.703100,0.923091,-0.203351
0.704100,0.922887,-0.203560
0.705100,0.922684,-0.203769
0.706100,0.922480,-0.203977
0.707100,0.922276,-0.204185
0.708100,0.922071,-0.204392
0.709100,0.921867,-0.204600
0.710100,0.921662,-0.204807
0.711100,0.921457,-0.205013
0.712100,0.921252,-0.205220
0.713100,0.921047,-0.205426
0.714100,0.920841,-0.205632
0.715100,0.920636,-0.205837
0.716100,0.920430,-0.206043
0.717100,0.920224,-0.206248
0.718100,0.920017,-0.206452
0.719100,0.919811,-0.206657
0.720100,0.919604,-0.206861
0.721100,0.919397,-0.207065
0.722100,0.919190,-0.207268
0.723100,0.918982,-0.207471
0.724100,0.918775,-0.207674
0.725100,0.918567,-0.207877
0.726100,0.918359,-0.208079
0.727100,0.918151,-0.208281
0.728100,0.917943,-0.208483
0.729100,0.917734,-0.208684
0.730100,0.917525,-0.208886
0.731100,0.917316,-0.209086
0.732100,0.917107,-0.209287
0.733100,0.916898,-0.209487
0.734100,0.916688,-0.209687
0.735100,0.916478,-0.209887
0.736100,0.916268,-0.210086
0.737100,0.916058,-0.210285
0.738100,0.915848,-0.210484
0.739100,0.915637,-0.210682
0.740100,0.915426,-0.210881
0.741100,0.915215,-0.211079
0.742100,0.915004,-0.211276
0.743100,0.914793,-0.211473
0.744100,0.914581,-0.211670
0.745100,0.914369,-0.211867
0.746100,0.914157,-0.212063
0.747100,0.913945,-0.212260
0.748100,0.913733,-0.212455
0.749100,0.913520,-0.212651
0.750100,0.913308,-0.212846
0.751100,0.913095,-0.213041
0.752100,0.912882,-0.213236
0.753100,0.912668,-0.213430
0.754100,0.912455,-0.213624
0.755100,0.912241,-0.213818
0.756100,0.912027,-0.214011
0.757100,0.911813,-0.214204
0.758100,0.911599,-0.214397
0.759100,0.911384,-0.214590
0.760100,0.911170,-0.214782
0.761100,0.910955,-0.214974
0.762100,0.910740,-0.215165
0.763100,0.910524,-0.215357
0.764100,0.910309,-0.215548
0.765100,0.910093,-0.215738
0.766100,0.909877,-0.215929
0.767100,0.909661,-0.216119
0.768100,0.909445,-0.216309
0.769100,0.909229,-0.216498
0.770100,0.909012,-0.216688
0.771100,0.908795,-0.216877
0.772100,0.908578,-0.217065
0.773100,0.908361,-0.217254
0.774100,0.908144,-0.217442
0.775100,0.907926,-0.217629
0.776100,0.907709,-0.217817
0.777100,0.907491,-0.218004
0.778100,0.907273,-0.218191
0.779100,0.907054,-0.218377
0.780100,0.906836,-0.218564
0.781100,0.906617,-0.218750
0.782100,0.906398,-0.218935
0.783100,0.906179,-0.219121
0.784100,0.905960,-0.219306
0.785100,0.905741,-0.219491
0.786100,0.905521,-0.219675
0.787100,0.905301,-0.219859
0.788100,0.905081,-0.220043
0.789100,0.904861,-0.220227
0.790100,0.904641,-0.220410
0.791100,0.904420,-0.220593
0.792100,0.904200,-0.220775
0.793100,0.903979,-0.220958
0.794100,0.903758,-0.221140
0.795100,0.903537,-0.221322
0.796100,0.903315,-0.221503
0.797100,0.903094,-0.221684
0.798100,0.902872,-0.221865
0.799100,0.902650,-0.222046
0.800100,0.902428,-0.222226
0.801100,0.902205,-0.222406
0.802100,0.901983,-0.222586
0.803100,0.901760,-0.222765
0.804100,0.901537,-0.222944
0.805100,0.901314,-0.223123
0.806100,0.901091,-0.223301
0.807100,0.900868,-0.223479
0.808100,0.900644,-0.223657
0.809100,0.900420,-0.223835
0.810100,0.900197,-0.224012
0.811100,0.899972,-0.224189
0.812100,0.899748,-0.224366
0.813100,0.899524,-0.224542
0.814100,0.899299,-0.224718
0.815100,0.899074,-0.224894
0.816100,0.898849,-0.225069
0.817100,0.898624,-0.225245
0.818100,0.898399,-0.225419
0.819100,0.898173,-0.225594
0.820100,0.897948,-0.225768
0.821100,0.897722,-0.225942
0.822100,0.897496,-0.226116
0.823100,0.897270,-0.226289
0.824100,0.897043,-0.226462
0.825100,0.896817,-0.226635
0.826100,0.896590,-0.226807
0.827100,0.896363,-0.226980
0.828100,0.896136,-0.227151
0.829100,0.895909,-0.227323
0.830100,0.895681,-0.227494
0.831100,0.895454,-0.227665
0.832100,0.895226,-0.227836
0.833100,0.894998,-0.228006
0.834100,0.894770,-0.228176
0.835100,0.894542,-0.228346
0.836100,0.894313,-0.228515
0.837100,0.894085,-0.228685
0.838100,0.893856,-0.228853
0.839100,0.893627,-0.229022
0.840100,0.893398,-0.229190
0.841100,0.893169,-0.229358
0.842100,0.892939,-0.229526
0.843100,0.892710,-0.229693
0.844100,0.892480,-0.229860
0.845100,0.892250,-0.230027
0.846100,0.892020,-0.230193
0.847100,0.891789,-0.230360
0.848100,0.891559,-0.230525
0.849100,0.891328,-0.230691
0.850100,0.891098,-0.230856
0.851100,0.890867,-0.231021
0.852100,0.890636,-0.231186
0.853100,0.890404,-0.231350
0.854100,0.890173,-0.231514
0.855100,0.889941,-0.231678
0.856100,0.889709,-0.231841
0.857100,0.889478,-0.232004
0.858100,0.889245,-0.232167
0.859100,0.889013,-0.232330
0.860100,0.888781,-0.232492
0.861100,0.888548,-0.232654
0.862100,0.888315,-0.232816
0.863100,0.888083,-0.232977
0.864100,0.887850,-0.233138
0.865100,0.887616,-0.233299
0.866100,0.887383,-0.233459
0.867100,0.887149,-0.233619
0.868100,0.886916,-0.233779
0.869100,0.886682,-0.233939
0.870100,0.886448,-0.234098
0.871100,0.886214,-0.234257
0.872100,0.885979,-0.234415
