xi,theta,phi
0.219100,0.991979,-0.072399
0.220100,0.991907,-0.072719
0.221100,0.991834,-0.073039
0.222100,0.991761,-0.073359
0.223100,0.991687,-0.073679
0.224100,0.991613,-0.073998
0.225100,0.991539,-0.074318
0.226100,0.991465,-0.074637
0.227100,0.991390,-0.074957
0.228100,0.991315,-0.075276
0.229100,0.991239,-0.075595
0.230100,0.991164,-0.075914
0.231100,0.991088,-0.076233
0.232100,0.991011,-0.076552
0.233100,0.990935,-0.076870
0.234100,0.990857,-0.077189
0.235100,0.990780,-0.077507
0.236100,0.990702,-0.077825
0.237100,0.990624,-0.078143
0.238100,0.990546,-0.078461
0.239100,0.990468,-0.078779
0.240100,0.990389,-0.079097
0.241100,0.990309,-0.079415
0.242100,0.990230,-0.079732
0.243100,0.990150,-0.080049
0.244100,0.990070,-0.080367
0.245100,0.989989,-0.080684
0.246100,0.989908,-0.081001
0.247100,0.989827,-0.081317
0.248100,0.989746,-0.081634
0.249100,0.989664,-0.081951
0.250100,0.989582,-0.082267
0.251100,0.989499,-0.082583
0.252100,0.989417,-0.082899
0.253100,0.989334,-0.083216
0.254100,0.989250,-0.083531
0.255100,0.989167,-0.083847
0.256100,0.989083,-0.084163
0.257100,0.988998,-0.084478
0.258100,0.988914,-0.084794
0.259100,0.988829,-0.085109
0.260100,0.988743,-0.085424
0.261100,0.988658,-0.085739
0.262100,0.988572,-0.086054
0.263100,0.988486,-0.086368
0.264100,0.988399,-0.086683
0.265100,0.988312,-0.086997
0.266100,0.988225,-0.087311
0.267100,0.988138,-0.087626
0.268100,0.988050,-0.087940
0.269100,0.987962,-0.088253
0.270100,0.987873,-0.088567
0.271100,0.987785,-0.088881
0.272100,0.987696,-0.089194
0.273100,0.987606,-0.089507
0.274100,0.987517,-0.089820
0.275100,0.987427,-0.090133
0.276100,0.987336,-0.090446
0.277100,0.987246,-0.090759
0.278100,0.987155,-0.091071
0.279100,0.987064,-0.091384
0.280100,0.986972,-0.091696
0.281100,0.986880,-0.092008
0.282100,0.986788,-0.092320
0.283100,0.986696,-0.092632
0.284100,0.986603,-0.092944
0.285100,0.986510,-0.093255
0.286100,0.986416,-0.093566
0.287100,0.986323,-0.093878
0.288100,0.986228,-0.094189
0.289100,0.986134,-0.094500
0.290100,0.986040,-0.094810
0.291100,0.985945,-0.095121
0.292100,0.985849,-0.095431
0.293100,0.985754,-0.095742
0.294100,0.985658,-0.096052
0.295100,0.985562,-0.096362
0.296100,0.985465,-0.096672
0.297100,0.985368,-0.096981
0.298100,0.985271,-0.097291
0.299100,0.985174,-0.097600
0.300100,0.985076,-0.097910
0.301100,0.984978,-0.098219
0.302100,0.984879,-0.098528
0.303100,0.984781,-0.098836
0.304100,0.984682,-0.099145
0.305100,0.984582,-0.099453
0.306100,0.984483,-0.099762
0.307100,0.984383,-0.100070
0.308100,0.984283,-0.100378
0.309100,0.984182,-0.100685
0.310100,0.984081,-0.100993
0.311100,0.983980,-0.101301
0.312100,0.983879,-0.101608
0.313100,0.983777,-0.101915
0.314100,0.983675,-0.102222
0.315100,0.983573,-0.102529
0.316100,0.983470,-0.102836
0.317100,0.983367,-0.103142
0.318100,0.983264,-0.103448
0.319100,0.983160,-0.103755
0.320100,0.983056,-0.104061
0.321100,0.982952,-0.104367
0.322100,0.982847,-0.104672
0.323100,0.982743,-0.104978
0.324100,0.982637,-0.105283
0.325100,0.982532,-0.105588
0.326100,0.982426,-0.105893
0.327100,0.982320,-0.106198
0.328100,0.982214,-0.106503
0.329100,0.982107,-0.106807
0.330100,0.982000,-0.107112
0.331100,0.981893,-0.107416
0.332100,0.981785,-0.107720
0.333100,0.981677,-0.108024
0.334100,0.981569,-0.108328
0.335100,0.981461,-0.108631
0.336100,0.981352,-0.108934
0.337100,0.981243,-0.109238
0.338100,0.981134,-0.109541
0.339100,0.981024,-0.109843
0.340100,0.980914,-0.110146
0.341100,0.980804,-0.110448
0.342100,0.980693,-0.110751
0.343100,0.980582,-0.111053
0.344100,0.980471,-0.111355
0.345100,0.980359,-0.111657
0.346100,0.980248,-0.111958
0.347100,0.980135,-0.112260
0.348100,0.980023,-0.112561
0.349100,0.979910,-0.112862
0.350100,0.979797,-0.113163
0.351100,0.979684,-0.113464
0.352100,0.979570,-0.113764
0.353100,0.979456,-0.114064
0.354100,0.979342,-0.114365
0.355100,0.979228,-0.114665
0.356100,0.979113,-0.114964
0.357100,0.978998,-0.115264
0.358100,0.978882,-0.115563
0.359100,0.978767,-0.115863
0.360100,0.978651,-0.116162
0.361100,0.978534,-0.116461
0.362100,0.978418,-0.116759
0.363100,0.978301,-0.117058
0.364100,0.978184,-0.117356
0.365100,0.978066,-0.117655
0.366100,0.977948,-0.117953
0.367100,0.977830,-0.118250
0.368100,0.977712,-0.118548
0.369100,0.977593,-0.118845
0.370100,0.977474,-0.119143
0.371100,0.977355,-0.119440
0.372100,0.977235,-0.119737
0.373100,0.977115,-0.120033
0.374100,0.976995,-0.120330
0.375100,0.976875,-0.120626
0.376100,0.976754,-0.120922
0.377100,0.976633,-0.121218
0.378100,0.976512,-0.121514
0.379100,0.976390,-0.121810
0.380100,0.976268,-0.122105
0.381100,0.976146,-0.122400
0.382100,0.976023,-0.122695
0.383100,0.975900,-0.122990
0.384100,0.975777,-0.123285
0.385100,0.975654,-0.123579
0.386100,0.975530,-0.123873
0.387100,0.975406,-0.124167
0.388100,0.975282,-0.124461
0.389100,0.975157,-0.124755
0.390100,0.975032,-0.125048
0.391100,0.974907,-0.125341
0.392100,0.974781,-0.125635
0.393100,0.974656,-0.125927
0.394100,0.974530,-0.126220
0.395100,0.974403,-0.126513
0.396100,0.974277,-0.126805
0.397100,0.974150,-0.127097
0.398100,0.974022,-0.127389
0.399100,0.973895,-0.127681
0.400100,0.973767,-0.127972
0.401100,0.973639,-0.128263
0.402100,0.973510,-0.128554
0.403100,0.973382,-0.128845
0.404100,0.973253,-0.129136
0.405100,0.973124,-0.129427
0.406100,0.972994,-0.129717
0.407100,0.972864,-0.130007
0.408100,0.972734,-0.130297
0.409100,0.972603,-0.130587
0.410100,0.972473,-0.130876
0.411100,0.972342,-0.131165
0.412100,0.972210,-0.131454
0.413100,0.972079,-0.131743
0.414100,0.971947,-0.132032
0.415100,0.971815,-0.132321
0.416100,0.971682,-0.132609
0.417100,0.971550,-0.132897
0.418100,0.971417,-0.133185
0.419100,0.971283,-0.133472
0.420100,0.971150,-0.133760
0.421100,0.971016,-0.134047
0.422100,0.970881,-0.134334
0.423100,0.970747,-0.134621
0.424100,0.970612,-0.134908
0.425100,0.970477,-0.135194
0.426100,0.970342,-0.135480
0.427100,0.970206,-0.135766
0.428100,0.970070,-0.136052
0.429100,0.969934,-0.136338
0.430100,0.969798,-0.136623
0.431100,0.969661,-0.136908
0.432100,0.969524,-0.137193
0.433100,0.969386,-0.137478
0.434100,0.969249,-0.137763
0.435100,0.969111,-0.138047
0.436100,0.968973,-0.138331
0.437100,0.968834,-0.138615
0.438100,0.968696,-0.138899
0.439100,0.968556,-0.139182
0.440100,0.968417,-0.139466
0.441100,0.968278,-0.139749
0.442100,0.968138,-0.140031
0.443100,0.967997,-0.140314
0.444100,0.967857,-0.140596
0.445100,0.967716,-0.140879
0.446100,0.967575,-0.141161
0.447100,0.967434,-0.141442
0.448100,0.967292,-0.141724
0.449100,0.967151,-0.142005
0.450100,0.967008,-0.142287
0.451100,0.966866,-0.142567
0.452100,0.966723,-0.142848
0.453100,0.966580,-0.143129
0.454100,0.966437,-0.143409
0.455100,0.966293,-0.143689
0.456100,0.966150,-0.143969
0.457100,0.966006,-0.144248
0.458100,0.965861,-0.144528
0.459100,0.965716,-0.144807
0.460100,0.965572,-0.145086
0.461100,0.965426,-0.145365
0.462100,0.965281,-0.145643
0.463100,0.965135,-0.145921
0.464100,0.964989,-0.146200
0.465100,0.964843,-0.146477
0.466100,0.964696,-0.146755
0.467100,0.964549,-0.147032
0.468100,0.964402,-0.147310
0.469100,0.964254,-0.147587
0.470100,0.964107,-0.147863
0.471100,0.963959,-0.148140
0.472100,0.963810,-0.148416
0.473100,0.963662,-0.148692
0.474100,0.963513,-0.148968
0.475100,0.963364,-0.149244
0.476100,0.963215,-0.149519
0.477100,0.963065,-0.149794
0.478100,0.962915,-0.150069
0.479100,0.962765,-0.150344
0.480100,0.962614,-0.150618
0.481100,0.962464,-0.150893
0.482100,0.962313,-0.151167
0.483100,0.962161,-0.151441
0.484100,0.962010,-0.151714
0.485100,0.961858,-0.151987
0.486100,0.961706,-0.152261
0.487100,0.961553,-0.152533
0.488100,0.961401,-0.152806
0.489100,0.961248,-0.153079
0.490100,0.961094,-0.153351
0.491100,0.960941,-0.153623
0.492100,0.960787,-0.153895
0.493100,0.960633,-0.154166
0.494100,0.960479,-0.154437
0.495100,0.960324,-0.154708
0.496100,0.960169,-0.154979
0.497100,0.960014,-0.155250
0.498100,0.959859,-0.155520
0.499100,0.959703,-0.155790
0.500100,0.959547,-0.156060
0.501100,0.959391,-0.156330
0.502100,0.959235,-0.156599
0.503100,0.959078,-0.156869
0.504100,0.958921,-0.157138
0.505100,0.958764,-0.157406
0.506100,0.958606,-0.157675
0.507100,0.958448,-0.157943
0.508100,0.958290,-0.158211
0.509100,0.958132,-0.158479
0.510100,0.957973,-0.158746
0.511100,0.957814,-0.159014
0.512100,0.957655,-0.159281
0.513100,0.957496,-0.159548
0.514100,0.957336,-0.159814
0.515100,0.957176,-0.160081
0.516100,0.957016,-0.160347
0.517100,0.956856,-0.160613
0.518100,0.956695,-0.160878
0.519100,0.956534,-0.161144
0.520100,0.956373,-0.161409
0.521100,0.956211,-0.161674
0.522100,0.956049,-0.161939
0.523100,0.955887,-0.162203
0.524100,0.955725,-0.162467
0.525100,0.955562,-0.162731
0.526100,0.955399,-0.162995
0.527100,0.955236,-0.163258
0.528100,0.955073,-0.163522
0.529100,0.954909,-0.163785
0.530100,0.954745,-0.164047
0.531100,0.954581,-0.164310
0.532100,0.954417,-0.164572
0.533100,0.954252,-0.164834
0.534100,0.954087,-0.165096
0.535100,0.953922,-0.165358
0.536100,0.953756,-0.165619
0.537100,0.953590,-0.165880
0.538100,0.953424,-0.166141
0.539100,0.953258,-0.166402
0.540100,0.953092,-0.166662
0.541100,0.952925,-0.166922
0.542100,0.952758,-0.167182
0.543100,0.952590,-0.167441
0.544100,0.952423,-0.167701
0.545100,0.952255,-0.167960
0.546100,0.952087,-0.168219
0.547100,0.951919,-0.168477
0.548100,0.951750,-0.168736
0.549100,0.951581,-0.168994
0.550100,0.951412,-0.169252
0.551100,0.951243,-0.169509
0.552100,0.951073,-0.169767
0.553100,0.950903,-0.170024
0.554100,0.950733,-0.170281
0.555100,0.950563,-0.170538
0.556100,0.950392,-0.170794
0.557100,0.950221,-0.171050
0.558100,0.950050,-0.171306
0.559100,0.949878,-0.171562
0.560100,0.949707,-0.171817
0.561100,0.949535,-0.172072
0.562100,0.949363,-0.172327
0.563100,0.949190,-0.172582
0.564100,0.949017,-0.172836
0.565100,0.948844,-0.173090
0.566100,0.948671,-0.173344
0.567100,0.948498,-0.173598
0.568100,0.948324,-0.173851
0.569100,0.948150,-0.174104
0.570100,0.947976,-0.174357
0.571100,0.947801,-0.174610
0.572100,0.947627,-0.174862
0.573100,0.947452,-0.175114
0.574100,0.947276,-0.175366
0.575100,0.947101,-0.175618
0.576100,0.946925,-0.175869
0.577100,0.946749,-0.176120
0.578100,0.946573,-0.176371
0.579100,0.946396,-0.176622
0.580100,0.946220,-0.176872
0.581100,0.946043,-0.177122
0.582100,0.945865,-0.177372
0.583100,0.945688,-0.177622
0.584100,0.945510,-0.177871
0.585100,0.945332,-0.178120
0.586100,0.945154,-0.178369
0.587100,0.944975,-0.178617
0.588100,0.944797,-0.178866
0.589100,0.944618,-0.179114
0.590100,0.944438,-0.179362
0.591100,0.944259,-0.179609
0.592100,0.944079,-0.179856
0.593100,0.943899,-0.180103
0.594100,0.943719,-0.180350
0.595100,0.943539,-0.180597
0.596100,0.943358,-0.180843
0.597100,0.943177,-0.181089
0.598100,0.942996,-0.181335
0.599100,0.942814,-0.181580
0.600100,0.942632,-0.181825
0.601100,0.942451,-0.182070
0.602100,0.942268,-0.182315
0.603100,0.942086,-0.182559
0.604100,0.941903,-0.182803
0.605100,0.941720,-0.183047
0.606100,0.941537,-0.183291
0.607100,0.941354,-0.183534
0.608100,0.941170,-0.183777
0.609100,0.940986,-0.184020
0.610100,0.940802,-0.184263
0.611100,0.940618,-0.184505
0.612100,0.940433,-0.184747
0.613100,0.940248,-0.184989
0.614100,0.940063,-0.185231
0.615100,0.939878,-0.185472
0.616100,0.939692,-0.185713
0.617100,0.939506,-0.185954
0.618100,0.939320,-0.186194
0.619100,0.939134,-0.186434
0.620100,0.938947,-0.186674
0.621100,0.938761,-0.186914
0.622100,0.938573,-0.187153
0.623100,0.938386,-0.187393
0.624100,0.938199,-0.187632
0.625100,0.938011,-0.187870
0.626100,0.937823,-0.188109
0.627100,0.937635,-0.188347
0.628100,0.937446,-0.188584
0.629100,0.937258,-0.188822
0.630100,0.937069,-0.189059
0.631100,0.936879,-0.189296
0.632100,0.936690,-0.189533
0.633100,0.936500,-0.189770
0.634100,0.936311,-0.190006
0.635100,0.936120,-0.190242
0.636100,0.935930,-0.190478
0.637100,0.935739,-0.190713
0.638100,0.935549,-0.190948
0.639100,0.935358,-0.191183
0.640100,0.935166,-0.191418
0.641100,0.934975,-0.191652
0.642100,0.934783,-0.191886
0.643100,0.934591,-0.192120
0.644100,0.934399,-0.192354
0.645100,0.934206,-0.192587
0.646100,0.934014,-0.192820
0.647100,0.933821,-0.193053
0.648100,0.933627,-0.193285
0.649100,0.933434,-0.193517
0.650100,0.933240,-0.193749
0.651100,0.933047,-0.193981
0.652100,0.932852,-0.194212
0.653100,0.932658,-0.194444
0.654100,0.932464,-0.194674
0.655100,0.932269,-0.194905
0.656100,0.932074,-0.195135
0.657100,0.931878,-0.195365
0.658100,0.931683,-0.195595
0.659100,0.931487,-0.195825
0.660100,0.931291,-0.196054
0.661100,0.931095,-0.196283
0.662100,0.930899,-0.196512
0.663100,0.930702,-0.196740
0.664100,0.930505,-0.196968
0.665100,0.930308,-0.197196
0.666100,0.930111,-0.197424
0.667100,0.929913,-0.197651
0.668100,0.929716,-0.197878
0.669100,0.929518,-0.198105
0.670100,0.929319,-0.198331
0.671100,0.929121,-0.198558
0.672100,0.928922,-0.198784
0.673100,0.928723,-0.199009
0.674100,0.928524,-0.199235
0.675100,0.928325,-0.199460
0.676100,0.928125,-0.199685
0.677100,0.927926,-0.199909
0.678100,0.927726,-0.200134
0.679100,0.927525,-0.200358
0.680100,0.927325,-0.200581
0.681100,0.927124,-0.200805
0.682100,0.926923,-0.201028
0.683100,0.926722,-0.201251
0.684100,0.926521,-0.201474
0.685100,0.926319,-0.201696
0.686100,0.926117,-0.201918
0.687100,0.925915,-0.202140
0.688100,0.925713,-0.202362
0.689100,0.925511,-0.202583
0.690100,0.925308,-0.202804
0.691100,0.925105,-0.203025
0.692100,0.924902,-0.203245
0.693100,0.924698,-0.203465
0.694100,0.924495,-0.203685
0.695100,0.924291,-0.203905
0.696100,0.924087,-0.204124
0.697100,0.923883,-0.204343
0.698100,0.923678,-0.204562
0.699100,0.923474,-0.204780
0.700100,0.923269,-0.204999
0.701100,0.923064,-0.205217
0.702100,0.922858,-0.205434
0.703100,0.922653,-0.205652
0.704100,0.922447,-0.205869
0.705100,0.922241,-0.206086
0.706100,0.922035,-0.206302
0.707100,0.921828,-0.206518
0.708100,0.921622,-0.206734
0.709100,0.921415,-0.206950
0.710100,0.921208,-0.207166
0.711100,0.921001,-0.207381
0.712100,0.920793,-0.207596
0.713100,0.920585,-0.207810
0.714100,0.920378,-0.208025
0.715100,0.920169,-0.208239
0.716100,0.919961,-0.208452
0.717100,0.919753,-0.208666
0.718100,0.919544,-0.208879
0.719100,0.919335,-0.209092
0.720100,0.919126,-0.209305
0.721100,0.918916,-0.209517
0.722100,0.918707,-0.209729
0.723100,0.918497,-0.209941
0.724100,0.918287,-0.210152
0.725100,0.918076,-0.210364
0.726100,0.917866,-0.210575
0.727100,0.917655,-0.210785
0.728100,0.917444,-0.210996
0.729100,0.917233,-0.211206
0.730100,0.917022,-0.211416
0.731100,0.916810,-0.211625
0.732100,0.916599,-0.211834
0.733100,0.916387,-0.212043
0.734100,0.916175,-0.212252
0.735100,0.915962,-0.212460
0.736100,0.915750,-0.212669
0.737100,0.915537,-0.212876
0.738100,0.915324,-0.213084
0.739100,0.915111,-0.213291
0.740100,0.914897,-0.213498
0.741100,0.914684,-0.213705
0.742100,0.914470,-0.213911
0.743100,0.914256,-0.214118
0.744100,0.914042,-0.214323
0.745100,0.913827,-0.214529
0.746100,0.913613,-0.214734
0.747100,0.913398,-0.214939
0.748100,0.913183,-0.215144
0.749100,0.912968,-0.215348
0.750100,0.912752,-0.215553
0.751100,0.912536,-0.215757
0.752100,0.912321,-0.215960
0.753100,0.912105,-0.216163
0.754100,0.911888,-0.216366
0.755100,0.911672,-0.216569
0.756100,0.911455,-0.216772
0.757100,0.911238,-0.216974
0.758100,0.911021,-0.217176
0.759100,0.910804,-0.217377
0.760100,0.910586,-0.217579
0.761100,0.910369,-0.217780
0.762100,0.910151,-0.217980
0.763100,0.909933,-0.218181
0.764100,0.909714,-0.218381
0.765100,0.909496,-0.218581
0.766100,0.909277,-0.218780
0.767100,0.909058,-0.218980
0.768100,0.908839,-0.219179
0.769100,0.908620,-0.219378
0.770100,0.908401,-0.219576
0.771100,0.908181,-0.219774
0.772100,0.907961,-0.219972
0.773100,0.907741,-0.220170
0.774100,0.907521,-0.220367
0.775100,0.907300,-0.220564
0.776100,0.907080,-0.220761
0.777100,0.906859,-0.220957
0.778100,0.906638,-0.221153
0.779100,0.906416,-0.221349
0.780100,0.906195,-0.221545
0.781100,0.905973,-0.221740
0.782100,0.905752,-0.221935
0.783100,0.905529,-0.222130
0.784100,0.905307,-0.222324
0.785100,0.905085,-0.222518
0.786100,0.904862,-0.222712
0.787100,0.904639,-0.222906
0.788100,0.904416,-0.223099
0.789100,0.904193,-0.223292
0.790100,0.903970,-0.223485
0.791100,0.903746,-0.223677
0.792100,0.903522,-0.223869
0.793100,0.903298,-0.224061
0.794100,0.903074,-0.224253
0.795100,0.902850,-0.224444
0.796100,0.902625,-0.224635
0.797100,0.902401,-0.224826
0.798100,0.902176,-0.225016
0.799100,0.901951,-0.225206
0.800100,0.901725,-0.225396
0.801100,0.901500,-0.225586
0.802100,0.901274,-0.225775
0.803100,0.901048,-0.225964
0.804100,0.900822,-0.226153
0.805100,0.900596,-0.226341
0.806100,0.900370,-0.226529
0.807100,0.900143,-0.226717
0.808100,0.899916,-0.226905
0.809100,0.899689,-0.227092
0.810100,0.899462,-0.227279
0.811100,0.899235,-0.227465
0.812100,0.899007,-0.227652
0.813100,0.898779,-0.227838
0.814100,0.898551,-0.228024
0.815100,0.898323,-0.228209
0.816100,0.898095,-0.228394
0.817100,0.897866,-0.228579
0.818100,0.897638,-0.228764
0.819100,0.897409,-0.228948
0.820100,0.897180,-0.229132
0.821100,0.896951,-0.229316
0.822100,0.896721,-0.229500
0.823100,0.896492,-0.229683
0.824100,0.896262,-0.229866
0.825100,0.896032,-0.230048
0.826100,0.895802,-0.230231
0.827100,0.895571,-0.230413
0.828100,0.895341,-0.230594
0.829100,0.895110,-0.230776
0.830100,0.894879,-0.230957
0.831100,0.894648,-0.231138
0.832100,0.894417,-0.231318
0.833100,0.894186,-0.231499
0.834100,0.893954,-0.231679
0.835100,0.893722,-0.231858
0.836100,0.893490,-0.232038
0.837100,0.893258,-0.232217
0.838100,0.893026,-0.232396
0.839100,0.892794,-0.232574
0.840100,0.892561,-0.232753
0.841100,0.892328,-0.232931
0.842100,0.892095,-0.233108
0.843100,0.891862,-0.233286
0.844100,0.891628,-0.233463
0.845100,0.891395,-0.233640
0.846100,0.891161,-0.233816
0.847100,0.890927,-0.233992
0.848100,0.890693,-0.234168
0.849100,0.890459,-0.234344
0.850100,0.890224,-0.234519
0.851100,0.889990,-0.234694
0.852100,0.889755,-0.234869
0.853100,0.889520,-0.235044
0.854100,0.889285,-0.235218
0.855100,0.889050,-0.235392
0.856100,0.888814,-0.235565
0.857100,0.888579,-0.235739
0.858100,0.888343,-0.235912
0.859100,0.888107,-0.236085
0.860100,0.887871,-0.236257
0.861100,0.887634,-0.236429
0.862100,0.887398,-0.236601
0.863100,0.887161,-0.236773
0.864100,0.886924,-0.236944
0.865100,0.886687,-0.237115
0.866100,0.886450,-0.237286
0.867100,0.886213,-0.237456
0.868100,0.885975,-0.237626
0.869100,0.885737,-0.237796
0.870100,0.885499,-0.237966
0.871100,0.885261,-0.238135
0.872100,0.885023,-0.238304
