massa,raggio
3.7061e+30,30744
3.7064e+30,30743.1
3.7067e+30,30742.3
3.707e+30,30741.5
3.7073e+30,30740.7
3.7076e+30,30739.8
3.70789e+30,30739
3.70819e+30,30738.2
3.70849e+30,30737.4
3.70879e+30,30736.5
3.70909e+30,30735.7
3.70939e+30,30734.9
3.70968e+30,30734.1
3.70998e+30,30733.2
3.71028e+30,30732.4
3.71058e+30,30731.6
3.71088e+30,30730.8
3.71118e+30,30729.9
3.71147e+30,30729.1
3.71177e+30,30728.3
3.71207e+30,30727.5
3.71237e+30,30726.7
3.71267e+30,30725.8
3.71297e+30,30725
3.71326e+30,30724.2
3.71356e+30,30723.4
3.71386e+30,30722.5
3.71416e+30,30721.7
3.71446e+30,30720.9
3.71476e+30,30720.1
3.71505e+30,30719.2
3.71535e+30,30718.4
3.71565e+30,30717.6
3.71595e+30,30716.8
3.71625e+30,30716
3.71655e+30,30715.1
3.71684e+30,30714.3
3.71714e+30,30713.5
3.71744e+30,30712.7
3.71774e+30,30711.9
3.71804e+30,30711
3.71834e+30,30710.2
3.71863e+30,30709.4
3.71893e+30,30708.6
3.71923e+30,30707.7
3.71953e+30,30706.9
3.71983e+30,30706.1
3.72013e+30,30705.3
3.72042e+30,30704.5
3.72072e+30,30703.6
3.72102e+30,30702.8
3.72132e+30,30702
3.72162e+30,30701.2
3.72192e+30,30700.4
3.72221e+30,30699.5
3.72251e+30,30698.7
3.72281e+30,30697.9
3.72311e+30,30697.1
3.72341e+30,30696.3
3.72371e+30,30695.4
3.724e+30,30694.6
3.7243e+30,30693.8
3.7246e+30,30693
3.7249e+30,30692.2
3.7252e+30,30691.3
3.7255e+30,30690.5
3.72579e+30,30689.7
3.72609e+30,30688.9
3.72639e+30,30688.1
3.72669e+30,30687.2
3.72699e+30,30686.4
3.72729e+30,30685.6
3.72758e+30,30684.8
3.72788e+30,30684
3.72818e+30,30683.2
3.72848e+30,30682.3
3.72878e+30,30681.5
3.72908e+30,30680.7
3.72937e+30,30679.9
3.72967e+30,30679.1
3.72997e+30,30678.2
3.73027e+30,30677.4
3.73057e+30,30676.6
3.73087e+30,30675.8
3.73117e+30,30675
3.73146e+30,30674.2
3.73176e+30,30673.3
3.73206e+30,30672.5
3.73236e+30,30671.7
3.73266e+30,30670.9
3.73296e+30,30670.1
3.73325e+30,30669.2
3.73355e+30,30668.4
3.73385e+30,30667.6
3.73415e+30,30666.8
3.73445e+30,30666
3.73475e+30,30665.2
3.73504e+30,30664.3
3.73534e+30,30663.5
3.73564e+30,30662.7
3.73594e+30,30661.9
3.73624e+30,30661.1
3.73654e+30,30660.3
3.73683e+30,30659.5
3.73713e+30,30658.6
3.73743e+30,30657.8
3.73773e+30,30657
3.73803e+30,30656.2
3.73833e+30,30655.4
3.73862e+30,30654.6
3.73892e+30,30653.7
3.73922e+30,30652.9
3.73952e+30,30652.1
3.73982e+30,30651.3
3.74012e+30,30650.5
3.74041e+30,30649.7
3.74071e+30,30648.9
3.74101e+30,30648
3.74131e+30,30647.2
3.74161e+30,30646.4
3.74191e+30,30645.6
3.7422e+30,30644.8
3.7425e+30,30644
3.7428e+30,30643.2
3.7431e+30,30642.3
3.7434e+30,30641.5
3.7437e+30,30640.7
3.74399e+30,30639.9
3.74429e+30,30639.1
3.74459e+30,30638.3
3.74489e+30,30637.5
3.74519e+30,30636.6
3.74549e+30,30635.8
3.74578e+30,30635
3.74608e+30,30634.2
3.74638e+30,30633.4
3.74668e+30,30632.6
3.74698e+30,30631.8
3.74728e+30,30630.9
3.74757e+30,30630.1
3.74787e+30,30629.3
3.74817e+30,30628.5
3.74847e+30,30627.7
3.74877e+30,30626.9
3.74907e+30,30626.1
3.74936e+30,30625.3
3.74966e+30,30624.4
3.74996e+30,30623.6
3.75026e+30,30622.8
3.75056e+30,30622
3.75086e+30,30621.2
3.75115e+30,30620.4
3.75145e+30,30619.6
3.75175e+30,30618.8
3.75205e+30,30618
3.75235e+30,30617.1
3.75265e+30,30616.3
3.75294e+30,30615.5
3.75324e+30,30614.7
3.75354e+30,30613.9
3.75384e+30,30613.1
3.75414e+30,30612.3
3.75444e+30,30611.5
3.75473e+30,30610.7
3.75503e+30,30609.8
3.75533e+30,30609
3.75563e+30,30608.2
3.75593e+30,30607.4
3.75623e+30,30606.6
3.75652e+30,30605.8
3.75682e+30,30605
3.75712e+30,30604.2
3.75742e+30,30603.4
3.75772e+30,30602.5
3.75802e+30,30601.7
3.75831e+30,30600.9
3.75861e+30,30600.1
3.75891e+30,30599.3
3.75921e+30,30598.5
3.75951e+30,30597.7
3.75981e+30,30596.9
3.76011e+30,30596.1
3.7604e+30,30595.3
3.7607e+30,30594.5
3.761e+30,30593.6
3.7613e+30,30592.8
3.7616e+30,30592
3.7619e+30,30591.2
3.76219e+30,30590.4
3.76249e+30,30589.6
3.76279e+30,30588.8
3.76309e+30,30588
3.76339e+30,30587.2
3.76369e+30,30586.4
3.76398e+30,30585.6
3.76428e+30,30584.7
3.76458e+30,30583.9
3.76488e+30,30583.1
3.76518e+30,30582.3
3.76548e+30,30581.5
3.76577e+30,30580.7
3.76607e+30,30579.9
3.76637e+30,30579.1
3.76667e+30,30578.3
3.76697e+30,30577.5
3.76727e+30,30576.7
3.76756e+30,30575.9
3.76786e+30,30575.1
3.76816e+30,30574.3
3.76846e+30,30573.4
3.76876e+30,30572.6
3.76906e+30,30571.8
3.76935e+30,30571
3.76965e+30,30570.2
3.76995e+30,30569.4
3.77025e+30,30568.6
3.77055e+30,30567.8
3.77085e+30,30567
3.77114e+30,30566.2
3.77144e+30,30565.4
3.77174e+30,30564.6
3.77204e+30,30563.8
3.77234e+30,30563
3.77264e+30,30562.2
3.77293e+30,30561.4
3.77323e+30,30560.5
3.77353e+30,30559.7
3.77383e+30,30558.9
3.77413e+30,30558.1
3.77443e+30,30557.3
3.77472e+30,30556.5
3.77502e+30,30555.7
3.77532e+30,30554.9
3.77562e+30,30554.1
3.77592e+30,30553.3
3.77622e+30,30552.5
3.77651e+30,30551.7
3.77681e+30,30550.9
3.77711e+30,30550.1
3.77741e+30,30549.3
3.77771e+30,30548.5
3.77801e+30,30547.7
3.7783e+30,30546.9
3.7786e+30,30546.1
3.7789e+30,30545.3
3.7792e+30,30544.5
3.7795e+30,30543.7
3.7798e+30,30542.8
3.78009e+30,30542
3.78039e+30,30541.2
3.78069e+30,30540.4
3.78099e+30,30539.6
3.78129e+30,30538.8
3.78159e+30,30538
3.78188e+30,30537.2
3.78218e+30,30536.4
3.78248e+30,30535.6
3.78278e+30,30534.8
3.78308e+30,30534
3.78338e+30,30533.2
3.78367e+30,30532.4
3.78397e+30,30531.6
3.78427e+30,30530.8
3.78457e+30,30530
3.78487e+30,30529.2
3.78517e+30,30528.4
3.78546e+30,30527.6
3.78576e+30,30526.8
3.78606e+30,30526
3.78636e+30,30525.2
3.78666e+30,30524.4
3.78696e+30,30523.6
3.78725e+30,30522.8
3.78755e+30,30522
3.78785e+30,30521.2
3.78815e+30,30520.4
3.78845e+30,30519.6
3.78875e+30,30518.8
3.78904e+30,30518
3.78934e+30,30517.2
3.78964e+30,30516.4
3.78994e+30,30515.6
3.79024e+30,30514.8
3.79054e+30,30514
3.79084e+30,30513.2
3.79113e+30,30512.4
3.79143e+30,30511.6
3.79173e+30,30510.8
3.79203e+30,30510
3.79233e+30,30509.2
3.79263e+30,30508.4
3.79292e+30,30507.6
3.79322e+30,30506.8
3.79352e+30,30506
3.79382e+30,30505.2
3.79412e+30,30504.4
3.79442e+30,30503.6
3.79471e+30,30502.8
3.79501e+30,30502
3.79531e+30,30501.2
3.79561e+30,30500.4
3.79591e+30,30499.6
3.79621e+30,30498.8
3.7965e+30,30498
3.7968e+30,30497.2
3.7971e+30,30496.4
3.7974e+30,30495.6
3.7977e+30,30494.8
3.798e+30,30494
3.79829e+30,30493.2
3.79859e+30,30492.4
3.79889e+30,30491.6
3.79919e+30,30490.8
3.79949e+30,30490
3.79979e+30,30489.2
3.80008e+30,30488.4
3.80038e+30,30487.6
3.80068e+30,30486.8
3.80098e+30,30486
3.80128e+30,30485.2
3.80158e+30,30484.4
3.80187e+30,30483.6
3.80217e+30,30482.8
3.80247e+30,30482
3.80277e+30,30481.2
3.80307e+30,30480.4
3.80337e+30,30479.6
3.80366e+30,30478.8
3.80396e+30,30478
3.80426e+30,30477.2
3.80456e+30,30476.4
3.80486e+30,30475.6
3.80516e+30,30474.8
3.80545e+30,30474
3.80575e+30,30473.3
3.80605e+30,30472.5
3.80635e+30,30471.7
3.80665e+30,30470.9
3.80695e+30,30470.1
3.80724e+30,30469.3
3.80754e+30,30468.5
3.80784e+30,30467.7
3.80814e+30,30466.9
3.80844e+30,30466.1
3.80874e+30,30465.3
3.80903e+30,30464.5
3.80933e+30,30463.7
3.80963e+30,30462.9
3.80993e+30,30462.1
3.81023e+30,30461.3
3.81053e+30,30460.5
3.81082e+30,30459.7
3.81112e+30,30458.9
3.81142e+30,30458.1
3.81172e+30,30457.3
3.81202e+30,30456.5
3.81232e+30,30455.8
3.81261e+30,30455
3.81291e+30,30454.2
3.81321e+30,30453.4
3.81351e+30,30452.6
3.81381e+30,30451.8
3.81411e+30,30451
3.8144e+30,30450.2
3.8147e+30,30449.4
3.815e+30,30448.6
3.8153e+30,30447.8
3.8156e+30,30447
3.8159e+30,30446.2
3.81619e+30,30445.4
3.81649e+30,30444.6
3.81679e+30,30443.8
3.81709e+30,30443.1
3.81739e+30,30442.3
3.81769e+30,30441.5
3.81798e+30,30440.7
3.81828e+30,30439.9
3.81858e+30,30439.1
3.81888e+30,30438.3
3.81918e+30,30437.5
3.81948e+30,30436.7
3.81978e+30,30435.9
3.82007e+30,30435.1
3.82037e+30,30434.3
3.82067e+30,30433.5
3.82097e+30,30432.7
3.82127e+30,30432
3.82157e+30,30431.2
3.82186e+30,30430.4
3.82216e+30,30429.6
3.82246e+30,30428.8
3.82276e+30,30428
3.82306e+30,30427.2
3.82336e+30,30426.4
3.82365e+30,30425.6
3.82395e+30,30424.8
3.82425e+30,30424
3.82455e+30,30423.2
3.82485e+30,30422.5
3.82515e+30,30421.7
3.82544e+30,30420.9
3.82574e+30,30420.1
3.82604e+30,30419.3
3.82634e+30,30418.5
3.82664e+30,30417.7
3.82694e+30,30416.9
3.82723e+30,30416.1
3.82753e+30,30415.3
3.82783e+30,30414.6
3.82813e+30,30413.8
3.82843e+30,30413
3.82873e+30,30412.2
3.82902e+30,30411.4
3.82932e+30,30410.6
3.82962e+30,30409.8
3.82992e+30,30409
3.83022e+30,30408.2
3.83052e+30,30407.4
3.83081e+30,30406.7
3.83111e+30,30405.9
3.83141e+30,30405.1
3.83171e+30,30404.3
3.83201e+30,30403.5
3.83231e+30,30402.7
3.8326e+30,30401.9
3.8329e+30,30401.1
3.8332e+30,30400.3
3.8335e+30,30399.6
3.8338e+30,30398.8
3.8341e+30,30398
3.83439e+30,30397.2
3.83469e+30,30396.4
3.83499e+30,30395.6
3.83529e+30,30394.8
3.83559e+30,30394
3.83589e+30,30393.2
3.83618e+30,30392.5
3.83648e+30,30391.7
3.83678e+30,30390.9
3.83708e+30,30390.1
3.83738e+30,30389.3
3.83768e+30,30388.5
3.83797e+30,30387.7
3.83827e+30,30386.9
3.83857e+30,30386.2
3.83887e+30,30385.4
3.83917e+30,30384.6
3.83947e+30,30383.8
3.83976e+30,30383
3.84006e+30,30382.2
3.84036e+30,30381.4
3.84066e+30,30380.6
3.84096e+30,30379.9
3.84126e+30,30379.1
3.84155e+30,30378.3
3.84185e+30,30377.5
3.84215e+30,30376.7
3.84245e+30,30375.9
3.84275e+30,30375.1
3.84305e+30,30374.4
3.84334e+30,30373.6
3.84364e+30,30372.8
3.84394e+30,30372
3.84424e+30,30371.2
3.84454e+30,30370.4
3.84484e+30,30369.6
3.84513e+30,30368.9
3.84543e+30,30368.1
3.84573e+30,30367.3
3.84603e+30,30366.5
3.84633e+30,30365.7
3.84663e+30,30364.9
3.84692e+30,30364.1
3.84722e+30,30363.4
3.84752e+30,30362.6
3.84782e+30,30361.8
3.84812e+30,30361
3.84842e+30,30360.2
3.84871e+30,30359.4
3.84901e+30,30358.7
3.84931e+30,30357.9
3.84961e+30,30357.1
3.84991e+30,30356.3
3.85021e+30,30355.5
3.85051e+30,30354.7
3.8508e+30,30353.9
3.8511e+30,30353.2
3.8514e+30,30352.4
3.8517e+30,30351.6
3.852e+30,30350.8
3.8523e+30,30350
3.85259e+30,30349.2
3.85289e+30,30348.5
3.85319e+30,30347.7
3.85349e+30,30346.9
3.85379e+30,30346.1
3.85409e+30,30345.3
3.85438e+30,30344.5
3.85468e+30,30343.8
3.85498e+30,30343
3.85528e+30,30342.2
3.85558e+30,30341.4
3.85588e+30,30340.6
3.85617e+30,30339.9
3.85647e+30,30339.1
3.85677e+30,30338.3
3.85707e+30,30337.5
3.85737e+30,30336.7
3.85767e+30,30335.9
3.85796e+30,30335.2
3.85826e+30,30334.4
3.85856e+30,30333.6
3.85886e+30,30332.8
3.85916e+30,30332
3.85946e+30,30331.2
3.85975e+30,30330.5
3.86005e+30,30329.7
3.86035e+30,30328.9
3.86065e+30,30328.1
3.86095e+30,30327.3
3.86125e+30,30326.6
3.86154e+30,30325.8
3.86184e+30,30325
3.86214e+30,30324.2
3.86244e+30,30323.4
3.86274e+30,30322.7
3.86304e+30,30321.9
3.86333e+30,30321.1
3.86363e+30,30320.3
3.86393e+30,30319.5
3.86423e+30,30318.8
3.86453e+30,30318
3.86483e+30,30317.2
3.86512e+30,30316.4
3.86542e+30,30315.6
3.86572e+30,30314.9
3.86602e+30,30314.1
3.86632e+30,30313.3
3.86662e+30,30312.5
3.86691e+30,30311.7
3.86721e+30,30311
3.86751e+30,30310.2
3.86781e+30,30309.4
3.86811e+30,30308.6
3.86841e+30,30307.8
3.8687e+30,30307.1
3.869e+30,30306.3
3.8693e+30,30305.5
3.8696e+30,30304.7
3.8699e+30,30303.9
3.8702e+30,30303.2
3.87049e+30,30302.4
3.87079e+30,30301.6
3.87109e+30,30300.8
3.87139e+30,30300.1
3.87169e+30,30299.3
3.87199e+30,30298.5
3.87228e+30,30297.7
3.87258e+30,30296.9
3.87288e+30,30296.2
3.87318e+30,30295.4
3.87348e+30,30294.6
3.87378e+30,30293.8
3.87407e+30,30293
3.87437e+30,30292.3
3.87467e+30,30291.5
3.87497e+30,30290.7
3.87527e+30,30289.9
3.87557e+30,30289.2
3.87586e+30,30288.4
3.87616e+30,30287.6
3.87646e+30,30286.8
3.87676e+30,30286.1
3.87706e+30,30285.3
3.87736e+30,30284.5
3.87765e+30,30283.7
3.87795e+30,30282.9
3.87825e+30,30282.2
3.87855e+30,30281.4
3.87885e+30,30280.6
3.87915e+30,30279.8
3.87945e+30,30279.1
3.87974e+30,30278.3
3.88004e+30,30277.5
3.88034e+30,30276.7
3.88064e+30,30276
3.88094e+30,30275.2
3.88124e+30,30274.4
3.88153e+30,30273.6
3.88183e+30,30272.9
3.88213e+30,30272.1
3.88243e+30,30271.3
3.88273e+30,30270.5
3.88303e+30,30269.8
3.88332e+30,30269
3.88362e+30,30268.2
3.88392e+30,30267.4
3.88422e+30,30266.7
3.88452e+30,30265.9
3.88482e+30,30265.1
3.88511e+30,30264.3
3.88541e+30,30263.6
3.88571e+30,30262.8
3.88601e+30,30262
3.88631e+30,30261.2
3.88661e+30,30260.5
3.8869e+30,30259.7
3.8872e+30,30258.9
3.8875e+30,30258.1
3.8878e+30,30257.4
3.8881e+30,30256.6
3.8884e+30,30255.8
3.88869e+30,30255
3.88899e+30,30254.3
3.88929e+30,30253.5
3.88959e+30,30252.7
3.88989e+30,30251.9
3.89019e+30,30251.2
3.89048e+30,30250.4
3.89078e+30,30249.6
3.89108e+30,30248.9
3.89138e+30,30248.1
3.89168e+30,30247.3
3.89198e+30,30246.5
3.89227e+30,30245.8
3.89257e+30,30245
3.89287e+30,30244.2
3.89317e+30,30243.4
3.89347e+30,30242.7
3.89377e+30,30241.9
3.89406e+30,30241.1
3.89436e+30,30240.4
3.89466e+30,30239.6
3.89496e+30,30238.8
3.89526e+30,30238
3.89556e+30,30237.3
3.89585e+30,30236.5
3.89615e+30,30235.7
3.89645e+30,30234.9
3.89675e+30,30234.2
3.89705e+30,30233.4
3.89735e+30,30232.6
3.89764e+30,30231.9
3.89794e+30,30231.1
3.89824e+30,30230.3
3.89854e+30,30229.5
3.89884e+30,30228.8
3.89914e+30,30228
3.89943e+30,30227.2
3.89973e+30,30226.5
3.90003e+30,30225.7
3.90033e+30,30224.9
3.90063e+30,30224.2
3.90093e+30,30223.4
3.90122e+30,30222.6
3.90152e+30,30221.8
3.90182e+30,30221.1
3.90212e+30,30220.3
3.90242e+30,30219.5
3.90272e+30,30218.8
3.90301e+30,30218
3.90331e+30,30217.2
3.90361e+30,30216.5
3.90391e+30,30215.7
3.90421e+30,30214.9
3.90451e+30,30214.1
3.9048e+30,30213.4
3.9051e+30,30212.6
3.9054e+30,30211.8
3.9057e+30,30211.1
3.906e+30,30210.3
3.9063e+30,30209.5
3.90659e+30,30208.8
3.90689e+30,30208
3.90719e+30,30207.2
3.90749e+30,30206.5
3.90779e+30,30205.7
3.90809e+30,30204.9
3.90839e+30,30204.1
3.90868e+30,30203.4
3.90898e+30,30202.6
3.90928e+30,30201.8
3.90958e+30,30201.1
3.90988e+30,30200.3
3.91018e+30,30199.5
3.91047e+30,30198.8
3.91077e+30,30198
3.91107e+30,30197.2
3.91137e+30,30196.5
3.91167e+30,30195.7
3.91197e+30,30194.9
3.91226e+30,30194.2
3.91256e+30,30193.4
3.91286e+30,30192.6
3.91316e+30,30191.9
3.91346e+30,30191.1
3.91376e+30,30190.3
3.91405e+30,30189.6
3.91435e+30,30188.8
3.91465e+30,30188
3.91495e+30,30187.3
3.91525e+30,30186.5
3.91555e+30,30185.7
3.91584e+30,30185
3.91614e+30,30184.2
3.91644e+30,30183.4
3.91674e+30,30182.7
3.91704e+30,30181.9
3.91734e+30,30181.1
3.91763e+30,30180.4
3.91793e+30,30179.6
3.91823e+30,30178.8
3.91853e+30,30178.1
3.91883e+30,30177.3
3.91913e+30,30176.5
3.91942e+30,30175.8
3.91972e+30,30175
3.92002e+30,30174.2
3.92032e+30,30173.5
3.92062e+30,30172.7
3.92092e+30,30171.9
3.92121e+30,30171.2
3.92151e+30,30170.4
3.92181e+30,30169.6
3.92211e+30,30168.9
3.92241e+30,30168.1
3.92271e+30,30167.3
3.923e+30,30166.6
3.9233e+30,30165.8
3.9236e+30,30165
3.9239e+30,30164.3
3.9242e+30,30163.5
3.9245e+30,30162.8
3.92479e+30,30162
3.92509e+30,30161.2
3.92539e+30,30160.5
3.92569e+30,30159.7
3.92599e+30,30158.9
3.92629e+30,30158.2
3.92658e+30,30157.4
3.92688e+30,30156.6
3.92718e+30,30155.9
3.92748e+30,30155.1
3.92778e+30,30154.4
3.92808e+30,30153.6
3.92837e+30,30152.8
3.92867e+30,30152.1
3.92897e+30,30151.3
3.92927e+30,30150.5
3.92957e+30,30149.8
3.92987e+30,30149
3.93016e+30,30148.2
3.93046e+30,30147.5
3.93076e+30,30146.7
3.93106e+30,30146
3.93136e+30,30145.2
3.93166e+30,30144.4
3.93195e+30,30143.7
3.93225e+30,30142.9
3.93255e+30,30142.1
3.93285e+30,30141.4
3.93315e+30,30140.6
3.93345e+30,30139.9
3.93374e+30,30139.1
3.93404e+30,30138.3
3.93434e+30,30137.6
3.93464e+30,30136.8
3.93494e+30,30136.1
3.93524e+30,30135.3
3.93553e+30,30134.5
3.93583e+30,30133.8
3.93613e+30,30133
3.93643e+30,30132.2
3.93673e+30,30131.5
3.93703e+30,30130.7
3.93732e+30,30130
3.93762e+30,30129.2
3.93792e+30,30128.4
3.93822e+30,30127.7
3.93852e+30,30126.9
3.93882e+30,30126.2
3.93912e+30,30125.4
3.93941e+30,30124.6
3.93971e+30,30123.9
3.94001e+30,30123.1
3.94031e+30,30122.4
3.94061e+30,30121.6
3.94091e+30,30120.8
3.9412e+30,30120.1
3.9415e+30,30119.3
3.9418e+30,30118.6
3.9421e+30,30117.8
3.9424e+30,30117
3.9427e+30,30116.3
3.94299e+30,30115.5
3.94329e+30,30114.8
3.94359e+30,30114
3.94389e+30,30113.2
3.94419e+30,30112.5
3.94449e+30,30111.7
3.94478e+30,30111
3.94508e+30,30110.2
3.94538e+30,30109.4
3.94568e+30,30108.7
3.94598e+30,30107.9
3.94628e+30,30107.2
3.94657e+30,30106.4
3.94687e+30,30105.6
3.94717e+30,30104.9
3.94747e+30,30104.1
3.94777e+30,30103.4
3.94807e+30,30102.6
3.94836e+30,30101.9
3.94866e+30,30101.1
3.94896e+30,30100.3
3.94926e+30,30099.6
3.94956e+30,30098.8
3.94986e+30,30098.1
3.95015e+30,30097.3
3.95045e+30,30096.5
3.95075e+30,30095.8
3.95105e+30,30095
3.95135e+30,30094.3
3.95165e+30,30093.5
3.95194e+30,30092.8
3.95224e+30,30092
3.95254e+30,30091.2
3.95284e+30,30090.5
3.95314e+30,30089.7
3.95344e+30,30089
3.95373e+30,30088.2
3.95403e+30,30087.5
3.95433e+30,30086.7
3.95463e+30,30085.9
3.95493e+30,30085.2
3.95523e+30,30084.4
3.95552e+30,30083.7
3.95582e+30,30082.9
3.95612e+30,30082.2
3.95642e+30,30081.4
3.95672e+30,30080.7
3.95702e+30,30079.9
3.95731e+30,30079.1
3.95761e+30,30078.4
3.95791e+30,30077.6
3.95821e+30,30076.9
3.95851e+30,30076.1
3.95881e+30,30075.4
3.9591e+30,30074.6
3.9594e+30,30073.9
3.9597e+30,30073.1
3.96e+30,30072.3
3.9603e+30,30071.6
3.9606e+30,30070.8
3.96089e+30,30070.1
3.96119e+30,30069.3
3.96149e+30,30068.6
3.96179e+30,30067.8
3.96209e+30,30067.1
3.96239e+30,30066.3
3.96268e+30,30065.5
3.96298e+30,30064.8
3.96328e+30,30064
3.96358e+30,30063.3
3.96388e+30,30062.5
3.96418e+30,30061.8
3.96447e+30,30061
3.96477e+30,30060.3
3.96507e+30,30059.5
3.96537e+30,30058.8
3.96567e+30,30058
3.96597e+30,30057.3
3.96626e+30,30056.5
3.96656e+30,30055.7
3.96686e+30,30055
3.96716e+30,30054.2
3.96746e+30,30053.5
3.96776e+30,30052.7
3.96805e+30,30052
3.96835e+30,30051.2
3.96865e+30,30050.5
3.96895e+30,30049.7
3.96925e+30,30049
3.96955e+30,30048.2
3.96985e+30,30047.5
3.97014e+30,30046.7
3.97044e+30,30046
3.97074e+30,30045.2
3.97104e+30,30044.5
3.97134e+30,30043.7
3.97164e+30,30042.9
3.97193e+30,30042.2
3.97223e+30,30041.4
3.97253e+30,30040.7
3.97283e+30,30039.9
3.97313e+30,30039.2
3.97343e+30,30038.4
3.97372e+30,30037.7
3.97402e+30,30036.9
3.97432e+30,30036.2
3.97462e+30,30035.4
3.97492e+30,30034.7
3.97522e+30,30033.9
3.97551e+30,30033.2
3.97581e+30,30032.4
3.97611e+30,30031.7
3.97641e+30,30030.9
3.97671e+30,30030.2
3.97701e+30,30029.4
3.9773e+30,30028.7
3.9776e+30,30027.9
3.9779e+30,30027.2
3.9782e+30,30026.4
3.9785e+30,30025.7
3.9788e+30,30024.9
3.97909e+30,30024.2
3.97939e+30,30023.4
3.97969e+30,30022.7
3.97999e+30,30021.9
3.98029e+30,30021.2
3.98059e+30,30020.4
3.98088e+30,30019.7
3.98118e+30,30018.9
3.98148e+30,30018.2
3.98178e+30,30017.4
3.98208e+30,30016.7
3.98238e+30,30015.9
3.98267e+30,30015.2
3.98297e+30,30014.4
3.98327e+30,30013.7
3.98357e+30,30012.9
3.98387e+30,30012.2
3.98417e+30,30011.4
3.98446e+30,30010.7
3.98476e+30,30009.9
3.98506e+30,30009.2
3.98536e+30,30008.4
3.98566e+30,30007.7
3.98596e+30,30006.9
3.98625e+30,30006.2
3.98655e+30,30005.4
3.98685e+30,30004.7
3.98715e+30,30003.9
3.98745e+30,30003.2
3.98775e+30,30002.4
3.98804e+30,30001.7
3.98834e+30,30000.9
3.98864e+30,30000.2
3.98894e+30,29999.4
3.98924e+30,29998.7
3.98954e+30,29997.9
3.98983e+30,29997.2
3.99013e+30,29996.5
3.99043e+30,29995.7
3.99073e+30,29995
3.99103e+30,29994.2
3.99133e+30,29993.5
3.99162e+30,29992.7
3.99192e+30,29992
3.99222e+30,29991.2
3.99252e+30,29990.5
3.99282e+30,29989.7
3.99312e+30,29989
3.99341e+30,29988.2
3.99371e+30,29987.5
3.99401e+30,29986.7
3.99431e+30,29986
3.99461e+30,29985.2
3.99491e+30,29984.5
3.9952e+30,29983.8
3.9955e+30,29983
3.9958e+30,29982.3
3.9961e+30,29981.5
3.9964e+30,29980.8
3.9967e+30,29980
3.99699e+30,29979.3
3.99729e+30,29978.5
3.99759e+30,29977.8
3.99789e+30,29977
3.99819e+30,29976.3
3.99849e+30,29975.5
3.99879e+30,29974.8
3.99908e+30,29974.1
3.99938e+30,29973.3
3.99968e+30,29972.6
3.99998e+30,29971.8
4.00028e+30,29971.1
4.00058e+30,29970.3
4.00087e+30,29969.6
4.00117e+30,29968.8
4.00147e+30,29968.1
4.00177e+30,29967.3
4.00207e+30,29966.6
4.00237e+30,29965.9
4.00266e+30,29965.1
4.00296e+30,29964.4
4.00326e+30,29963.6
4.00356e+30,29962.9
4.00386e+30,29962.1
4.00416e+30,29961.4
4.00445e+30,29960.6
4.00475e+30,29959.9
4.00505e+30,29959.2
4.00535e+30,29958.4
4.00565e+30,29957.7
4.00595e+30,29956.9
4.00624e+30,29956.2
4.00654e+30,29955.4
4.00684e+30,29954.7
4.00714e+30,29954
4.00744e+30,29953.2
4.00774e+30,29952.5
4.00803e+30,29951.7
4.00833e+30,29951
4.00863e+30,29950.2
4.00893e+30,29949.5
4.00923e+30,29948.8
4.00953e+30,29948
4.00982e+30,29947.3
4.01012e+30,29946.5
4.01042e+30,29945.8
4.01072e+30,29945
4.01102e+30,29944.3
4.01132e+30,29943.6
4.01161e+30,29942.8
4.01191e+30,29942.1
4.01221e+30,29941.3
4.01251e+30,29940.6
4.01281e+30,29939.8
4.01311e+30,29939.1
4.0134e+30,29938.4
4.0137e+30,29937.6
4.014e+30,29936.9
4.0143e+30,29936.1
4.0146e+30,29935.4
4.0149e+30,29934.7
4.01519e+30,29933.9
4.01549e+30,29933.2
4.01579e+30,29932.4
4.01609e+30,29931.7
4.01639e+30,29930.9
4.01669e+30,29930.2
4.01698e+30,29929.5
4.01728e+30,29928.7
4.01758e+30,29928
4.01788e+30,29927.2
4.01818e+30,29926.5
4.01848e+30,29925.8
4.01877e+30,29925
4.01907e+30,29924.3
4.01937e+30,29923.5
4.01967e+30,29922.8
4.01997e+30,29922.1
4.02027e+30,29921.3
4.02056e+30,29920.6
4.02086e+30,29919.8
4.02116e+30,29919.1
4.02146e+30,29918.4
4.02176e+30,29917.6
4.02206e+30,29916.9
4.02235e+30,29916.1
4.02265e+30,29915.4
4.02295e+30,29914.7
4.02325e+30,29913.9
4.02355e+30,29913.2
4.02385e+30,29912.4
4.02414e+30,29911.7
4.02444e+30,29911
4.02474e+30,29910.2
4.02504e+30,29909.5
4.02534e+30,29908.7
4.02564e+30,29908
4.02593e+30,29907.3
4.02623e+30,29906.5
4.02653e+30,29905.8
4.02683e+30,29905.1
4.02713e+30,29904.3
4.02743e+30,29903.6
4.02773e+30,29902.8
4.02802e+30,29902.1
4.02832e+30,29901.4
4.02862e+30,29900.6
4.02892e+30,29899.9
4.02922e+30,29899.1
4.02952e+30,29898.4
4.02981e+30,29897.7
4.03011e+30,29896.9
4.03041e+30,29896.2
4.03071e+30,29895.5
4.03101e+30,29894.7
4.03131e+30,29894
4.0316e+30,29893.2
4.0319e+30,29892.5
4.0322e+30,29891.8
